request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,timestamp,unknown
3921,3921,1761,2007,1425,291,291,291,291,291,291,291,0,30,0,0,36,36,0,2023-09-03 22:46:41,0
3807,3807,1962,2217,1623,297,297,297,297,297,297,297,0,39,0,0,36,36,0,2023-09-03 22:48:41,0
3903,3903,1920,2118,1533,291,291,291,291,291,291,291,0,45,0,0,36,36,0,2023-09-03 22:50:41,0
3855,3855,2121,2298,1764,267,267,267,267,267,267,267,0,33,0,0,36,36,0,2023-09-03 22:52:41,0
3882,3882,1950,2202,1608,300,300,300,294,294,294,294,6,60,0,6,36,36,0,2023-09-03 22:54:41,0
3888,3888,1770,2043,1383,330,330,330,330,330,330,330,0,36,0,0,36,36,0,2023-09-03 22:56:41,0
3807,3807,1959,2154,1578,288,288,288,288,288,288,288,0,18,0,0,36,36,0,2023-09-03 22:58:41,0
3888,3888,1953,2208,1557,324,324,324,324,324,324,324,0,33,0,0,36,36,0,2023-09-03 23:00:41,0
3867,3867,924,1005,735,141,141,141,129,129,129,129,15,21,3,0,36,36,3,2023-09-03 23:02:41,0
3894,3894,84,57,3,33,33,33,21,21,21,21,15,3,3,3,36,36,0,2023-09-03 23:04:41,0
3897,3897,93,87,36,33,30,30,21,21,21,18,12,3,0,3,36,36,0,2023-09-03 23:06:41,0
3801,3801,345,1272,21,993,993,993,213,213,213,213,978,201,243,159,36,36,30,2023-09-03 23:08:41,12
3873,3873,1989,2403,1698,432,435,429,264,264,264,267,210,60,54,27,36,36,15,2023-09-03 23:10:41,36
3879,3879,2379,2631,2061,285,285,285,282,282,282,282,3,36,0,3,36,36,0,2023-09-03 23:12:41,0
3888,3888,2220,2487,1851,318,318,318,318,318,318,318,0,39,0,0,36,36,0,2023-09-03 23:14:41,0
3888,3888,2235,2505,1872,318,315,315,318,318,318,315,0,27,0,0,36,36,0,2023-09-03 23:16:41,0
3897,3897,1962,2211,1620,294,297,297,294,294,294,297,0,21,0,0,36,36,0,2023-09-03 23:18:41,0
3777,3777,2316,2589,1992,300,300,300,297,297,297,297,3,15,0,3,36,36,0,2023-09-03 23:20:41,0
3882,3882,2097,2379,1758,309,309,309,309,309,309,309,0,24,0,0,36,36,0,2023-09-03 23:22:41,0
3888,3888,1152,1239,1017,111,111,111,111,111,111,111,0,12,0,0,36,36,0,2023-09-03 23:24:41,0
3888,3888,132,90,36,21,21,21,21,21,21,21,0,3,12,0,36,36,0,2023-09-03 23:26:41,24
3891,3891,81,132,12,93,90,90,30,30,30,27,78,15,15,12,36,36,3,2023-09-03 23:28:41,0
3813,3813,312,1275,24,990,993,993,213,213,213,216,972,198,240,153,36,36,36,2023-09-03 23:30:41,6
3876,3876,1767,2040,1425,363,363,363,243,243,243,243,150,72,36,24,36,36,6,2023-09-03 23:32:41,0
3888,3888,2793,3039,2421,309,309,309,309,309,309,309,0,51,0,0,36,36,0,2023-09-03 23:34:41,0
3888,3888,2199,2427,1887,270,270,270,270,270,270,270,0,48,0,0,36,36,0,2023-09-03 23:36:41,0
3894,3894,2295,2583,1953,339,339,339,291,291,291,291,60,48,12,0,36,36,12,2023-09-03 23:38:41,0
3816,3816,2097,2355,1761,297,297,297,297,297,297,297,0,36,0,0,36,36,0,2023-09-03 23:40:41,0
3870,3870,2547,2760,2220,270,267,267,270,270,270,267,0,39,0,0,36,36,0,2023-09-03 23:42:41,0
3897,3897,366,336,261,36,39,39,36,36,36,39,0,12,0,0,36,36,0,2023-09-03 23:44:41,0
3885,3885,54,30,18,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-03 23:46:41,0
3891,3891,165,495,9,384,381,381,84,84,84,81,375,75,96,60,36,36,9,2023-09-03 23:48:41,9
3825,3825,684,1503,387,870,873,873,213,213,213,216,822,168,195,129,36,36,36,2023-09-03 23:50:41,3
3834,3834,2454,2715,2121,303,300,300,291,291,291,288,15,27,3,0,36,36,3,2023-09-03 23:52:41,0
3882,3882,2502,2766,2175,294,297,297,294,294,294,297,0,33,0,0,36,36,0,2023-09-03 23:54:41,0
3888,3888,2118,2421,1779,321,321,321,321,321,321,321,0,24,0,0,36,36,0,2023-09-03 23:56:41,0
3888,3888,2337,2577,2034,273,270,270,273,273,273,270,0,42,0,0,36,36,0,2023-09-03 23:58:41,0
3816,3816,1749,1887,1578,153,156,156,153,153,153,156,0,15,0,0,36,36,0,2023-09-04 00:00:41,0
3876,3876,126,78,24,21,21,21,21,21,21,21,0,6,12,0,36,36,0,2023-09-04 00:02:41,24
3876,3876,72,18,15,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 00:04:41,0
3885,3885,276,1167,18,918,915,912,195,195,195,192,900,183,219,150,36,36,27,2023-09-04 00:06:41,27
3912,3912,3147,3555,2856,459,462,462,222,222,222,225,297,87,72,39,36,36,18,2023-09-04 00:08:41,0
3879,3879,3570,3813,3276,270,270,270,270,270,270,270,0,48,0,0,36,36,0,2023-09-04 00:10:41,0
3789,3789,3654,3891,3327,282,282,282,282,282,282,282,0,33,0,0,36,36,0,2023-09-04 00:12:41,0
3888,3888,3324,3555,3000,276,276,276,276,276,276,276,0,42,0,0,36,36,0,2023-09-04 00:14:41,0
3888,3888,3327,3597,3027,309,309,309,261,261,261,261,60,42,12,0,36,36,12,2023-09-04 00:16:41,0
3912,3912,420,465,309,84,84,84,72,72,72,72,15,3,3,0,36,36,3,2023-09-04 00:18:41,0
3879,3879,60,18,12,3,3,3,3,3,3,3,0,3,0,0,36,36,0,2023-09-04 00:20:41,0
3783,3783,156,450,18,339,336,336,78,78,78,75,324,66,81,54,36,36,6,2023-09-04 00:22:41,6
3888,3888,594,1455,312,903,906,906,204,204,204,207,876,177,210,135,36,36,39,2023-09-04 00:24:41,0
3882,3882,2925,3207,2634,297,297,297,273,273,273,273,30,33,6,0,36,36,6,2023-09-04 00:26:41,0
3888,3888,3000,3210,2730,240,240,240,240,240,240,240,0,30,0,0,36,36,0,2023-09-04 00:28:41,0
3891,3891,2787,3042,2496,279,279,279,267,267,267,267,15,39,3,3,36,36,0,2023-09-04 00:30:41,0
3873,3873,2451,2607,2181,213,213,213,213,213,213,213,0,24,0,0,36,36,0,2023-09-04 00:32:41,0
3825,3825,36,33,9,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-04 00:34:41,0
3885,3885,24,15,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 00:36:41,0
3891,3891,201,828,6,660,657,657,138,138,138,135,651,135,156,111,36,36,15,2023-09-04 00:38:41,6
3879,3879,1278,1905,1017,648,651,651,210,210,210,213,549,123,135,78,36,36,30,2023-09-04 00:40:41,3
3882,3882,3138,3351,2847,255,252,252,255,255,255,252,0,36,0,0,36,36,0,2023-09-04 00:42:41,0
3810,3810,3240,3459,2934,261,264,264,261,261,261,264,0,30,0,0,36,36,0,2023-09-04 00:44:41,0
3885,3885,1476,1596,1281,156,156,156,156,156,156,156,0,15,0,0,36,36,0,2023-09-04 00:46:41,0
3882,3882,60,30,18,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-04 00:48:41,0
3894,3894,45,15,9,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 00:50:41,0
3864,3864,240,1074,0,861,858,858,177,177,177,174,855,171,210,141,36,36,24,2023-09-04 00:52:41,9
3810,3810,1974,2439,1650,525,528,528,249,249,249,252,345,90,81,48,36,36,21,2023-09-04 00:54:41,0
3888,3888,2649,2907,2364,270,270,270,270,270,270,270,0,15,0,0,36,36,0,2023-09-04 00:56:41,0
3888,3888,2640,2850,2268,291,291,291,291,291,291,291,0,33,0,0,36,36,0,2023-09-04 00:58:41,0
3873,3873,330,345,261,42,42,42,42,42,42,42,0,0,0,0,36,36,0,2023-09-04 01:00:41,0
3846,3846,45,18,6,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-04 01:02:41,0
3879,3879,165,543,27,402,396,396,99,99,99,93,378,78,96,60,36,36,9,2023-09-04 01:04:41,6
3888,3888,738,1563,480,849,855,855,192,192,192,198,822,171,195,129,36,36,36,2023-09-04 01:06:41,0
3891,3891,3219,3429,2892,276,270,270,270,270,270,264,6,33,0,6,36,36,0,2023-09-04 01:08:41,0
3888,3888,2841,3087,2565,258,264,264,258,258,258,264,0,33,0,0,36,36,0,2023-09-04 01:10:41,0
3864,3864,33,21,3,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-04 01:12:41,0
3885,3885,42,6,6,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 01:14:41,0
3798,3798,162,717,3,570,567,567,123,123,123,120,558,114,132,90,36,36,15,2023-09-04 01:16:41,6
3897,3897,1251,1938,948,735,738,738,222,222,222,225,642,144,159,99,36,36,30,2023-09-04 01:18:41,0
3888,3888,3213,3423,2925,249,249,249,249,249,249,249,0,27,0,0,36,36,0,2023-09-04 01:20:41,0
3873,3873,1452,1566,1296,135,135,135,135,135,135,135,0,12,0,0,36,36,0,2023-09-04 01:22:41,0
3885,3885,288,405,117,144,144,144,144,144,144,144,0,18,0,0,36,36,0,2023-09-04 01:24:41,0
3810,3810,24,42,3,27,24,24,12,12,12,9,18,3,3,3,36,36,0,2023-09-04 01:26:41,0
3915,3915,288,1230,3,984,987,987,195,195,195,198,987,198,243,162,36,36,30,2023-09-04 01:28:41,9
3861,3861,2247,2628,1944,417,417,417,261,261,261,261,195,78,45,24,36,36,15,2023-09-04 01:30:41,0
3873,3873,2640,2823,2421,201,201,201,201,201,201,201,0,24,0,0,36,36,0,2023-09-04 01:32:41,0
3885,3885,48,18,6,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-04 01:34:41,0
3801,3801,45,84,12,54,54,54,18,18,18,18,45,9,9,6,36,36,3,2023-09-04 01:36:41,3
3894,3894,201,804,9,633,630,630,138,138,138,135,618,126,147,105,36,36,15,2023-09-04 01:38:41,9
3885,3885,1260,1929,1002,681,684,684,216,216,216,219,582,132,144,84,36,36,30,2023-09-04 01:40:41,0
3876,3876,3417,3603,3189,207,207,207,207,207,207,207,0,30,0,0,36,36,0,2023-09-04 01:42:41,0
3885,3885,150,111,75,18,18,18,18,18,18,18,0,0,0,0,36,36,0,2023-09-04 01:44:41,0
3834,3834,36,39,12,12,12,12,12,12,12,12,0,9,0,0,36,36,0,2023-09-04 01:46:41,0
3879,3879,156,588,9,462,459,459,99,99,99,96,453,93,111,72,36,36,15,2023-09-04 01:48:41,12
3888,3888,990,1713,687,795,798,798,198,198,198,201,747,156,180,117,36,36,30,2023-09-04 01:50:41,0
3879,3879,3075,3327,2769,279,279,279,279,279,279,279,0,33,0,0,36,36,0,2023-09-04 01:52:41,0
3885,3885,51,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 01:54:41,0
3888,3888,30,33,9,12,12,12,12,12,12,12,0,3,0,0,36,36,0,2023-09-04 01:56:41,0
3807,3807,162,636,9,501,498,498,105,105,105,102,495,102,120,78,36,36,15,2023-09-04 01:58:41,6
3888,3888,1038,1797,768,780,783,783,216,216,216,219,705,150,171,111,36,36,30,2023-09-04 02:00:41,3
3870,3870,2586,2763,2367,198,198,198,198,198,198,198,0,18,0,0,36,36,0,2023-09-04 02:02:41,0
3885,3885,33,21,9,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-04 02:04:41,0
3903,3903,21,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 02:06:41,0
3801,3801,204,882,3,708,702,702,144,144,144,138,702,141,168,120,36,36,15,2023-09-04 02:08:41,9
3885,3885,1767,2367,1488,624,630,630,228,228,228,234,498,123,123,69,36,36,30,2023-09-04 02:10:41,0
3876,3876,2280,2415,2097,159,159,159,159,159,159,159,0,12,0,0,36,36,0,2023-09-04 02:12:41,0
3888,3888,27,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 02:14:41,0
3882,3882,27,24,6,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-04 02:16:41,0
3828,3828,240,1029,3,819,819,819,171,171,171,171,810,165,198,135,36,36,21,2023-09-04 02:18:41,9
3876,3876,2022,2580,1740,567,567,567,255,255,255,255,390,117,93,54,36,36,24,2023-09-04 02:20:41,0
3876,3876,1794,1947,1602,174,174,174,171,171,171,171,3,15,0,3,36,36,0,2023-09-04 02:22:41,0
3888,3888,51,18,6,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-04 02:24:41,0
3885,3885,12,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 02:26:41,0
3819,3819,264,1116,12,888,882,882,183,183,183,177,879,177,213,144,36,36,27,2023-09-04 02:28:41,6
3876,3876,2412,2868,2166,468,474,474,213,213,213,219,321,102,78,45,36,36,18,2023-09-04 02:30:41,3
3879,3879,744,768,612,78,78,78,78,78,78,78,0,12,0,0,36,36,0,2023-09-04 02:32:41,0
3888,3888,36,33,9,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-04 02:34:41,0
3885,3885,111,375,3,291,288,288,66,66,66,63,279,60,72,45,36,36,6,2023-09-04 02:36:41,6
3807,3807,462,1377,192,942,945,945,207,207,207,210,921,186,219,144,36,36,39,2023-09-04 02:38:41,0
3894,3894,2709,2877,2532,177,177,177,165,165,165,165,15,9,3,0,36,36,3,2023-09-04 02:40:41,0
3879,3879,39,24,6,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-04 02:42:41,0
3885,3885,15,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 02:44:41,0
3879,3879,210,957,6,756,753,753,165,165,165,162,738,150,180,126,36,36,15,2023-09-04 02:46:41,9
3873,3873,2046,2631,1761,609,612,612,240,240,240,243,462,114,111,63,36,36,30,2023-09-04 02:48:41,0
3837,3837,663,669,582,42,42,42,42,42,42,42,0,6,0,0,36,36,0,2023-09-04 02:50:41,0
3870,3870,18,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 02:52:41,0
3885,3885,111,420,0,333,330,330,72,72,72,69,324,69,81,54,36,36,6,2023-09-04 02:54:41,6
3903,3903,516,1359,228,897,900,900,198,198,198,201,876,177,210,135,36,36,39,2023-09-04 02:56:41,6
3876,3876,2394,2568,2076,246,246,246,246,246,246,246,0,48,0,0,36,36,0,2023-09-04 02:58:41,0
3825,3825,42,21,0,9,9,9,9,9,9,9,0,0,0,0,36,36,0,2023-09-04 03:00:41,0
3858,3858,24,15,3,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-04 03:02:41,0
3885,3885,165,750,0,606,603,603,126,126,126,123,600,120,141,99,36,36,15,2023-09-04 03:04:41,6
3885,3885,1356,2037,1095,696,696,696,216,216,216,216,600,129,150,90,36,36,30,2023-09-04 03:06:41,0
3906,3906,1401,1488,1257,114,117,117,114,114,114,117,0,12,0,0,36,36,0,2023-09-04 03:08:41,0
3795,3795,15,6,6,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 03:10:41,0
3885,3885,42,78,6,54,51,51,18,18,18,15,45,9,9,9,36,36,0,2023-09-04 03:12:41,0
3888,3888,267,1224,3,978,978,978,198,198,198,198,975,195,240,156,36,36,33,2023-09-04 03:14:41,6
3879,3879,2622,2985,2358,381,384,384,237,237,237,240,180,63,42,24,36,36,12,2023-09-04 03:16:41,0
3897,3897,33,6,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 03:18:41,0
3828,3828,39,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 03:20:41,0
3885,3885,171,687,3,549,546,546,114,114,114,111,543,108,129,87,36,36,15,2023-09-04 03:22:41,6
3888,3888,1062,1776,810,729,732,732,204,204,204,207,657,144,162,102,36,36,30,2023-09-04 03:24:41,0
3879,3879,855,903,795,54,54,54,54,54,54,54,0,3,0,0,36,36,0,2023-09-04 03:26:41,0
3891,3891,36,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 03:28:41,0
3888,3888,84,264,9,201,201,201,45,45,45,45,195,39,48,30,36,36,6,2023-09-04 03:30:41,3
3783,3783,261,1203,0,966,963,963,195,195,195,192,963,195,234,153,36,36,39,2023-09-04 03:32:41,6
3927,3927,1890,2049,1701,189,192,192,156,156,156,159,42,21,9,6,36,36,0,2023-09-04 03:34:41,0
3888,3888,9,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 03:36:41,0
3876,3876,33,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 03:38:41,0
3798,3798,219,1011,3,810,804,804,168,168,168,162,801,159,195,132,36,36,21,2023-09-04 03:40:41,6
3882,3882,1833,2364,1566,546,552,552,228,228,228,234,399,111,96,57,36,36,24,2023-09-04 03:42:41,3
3885,3885,228,228,192,18,18,18,18,18,18,18,0,0,0,0,36,36,0,2023-09-04 03:44:41,0
3888,3888,27,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 03:46:41,0
3888,3888,129,504,3,402,399,399,81,81,81,78,399,78,99,60,36,36,12,2023-09-04 03:48:41,12
3888,3888,882,1680,618,834,837,837,195,195,195,198,801,162,192,129,36,36,33,2023-09-04 03:50:41,0
3801,3801,1134,1209,1029,90,90,90,87,87,87,87,3,6,0,3,36,36,0,2023-09-04 03:52:41,0
3846,3846,18,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 03:54:41,0
3879,3879,33,138,0,111,108,108,27,27,27,24,102,21,21,15,36,36,6,2023-09-04 03:56:41,0
3909,3909,270,1221,6,975,975,975,198,198,198,198,972,195,237,156,36,36,33,2023-09-04 03:58:41,9
3867,3867,1524,1764,1314,270,273,273,171,171,171,174,126,36,33,18,36,36,6,2023-09-04 04:00:41,0
3912,3912,69,24,9,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-04 04:02:41,0
3807,3807,24,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 04:04:41,0
3888,3888,210,1011,3,810,807,807,165,165,165,162,804,162,195,135,36,36,21,2023-09-04 04:06:41,6
3891,3891,1773,2319,1470,573,576,576,258,258,258,261,396,96,96,54,36,36,24,2023-09-04 04:08:41,0
3891,3891,36,15,9,3,3,3,3,3,3,3,0,3,0,0,36,36,0,2023-09-04 04:10:41,0
3798,3798,27,12,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 04:12:41,0
3888,3888,165,591,6,471,468,468,96,96,96,93,468,93,114,72,36,36,15,2023-09-04 04:14:41,9
3882,3882,927,1686,690,774,777,777,189,189,189,192,732,153,177,117,36,36,30,2023-09-04 04:16:41,0
3915,3915,804,843,693,75,75,75,75,75,75,75,0,3,0,0,36,36,0,2023-09-04 04:18:41,0
3870,3870,12,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 04:20:41,0
3873,3873,57,210,3,168,165,165,36,36,36,33,162,33,36,27,36,36,6,2023-09-04 04:22:41,3
3816,3816,267,1188,0,951,951,951,192,192,192,192,951,189,234,147,36,36,36,2023-09-04 04:24:41,9
3885,3885,1347,1548,1173,219,222,222,150,150,150,153,87,33,21,15,36,36,3,2023-09-04 04:26:41,0
3897,3897,33,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 04:28:41,0
3879,3879,18,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 04:30:41,0
3873,3873,249,1164,6,930,927,927,192,192,192,189,921,186,222,150,36,36,30,2023-09-04 04:32:41,6
3786,3786,1512,1893,1305,396,399,399,174,174,174,177,279,57,69,39,36,36,15,2023-09-04 04:34:41,0
3900,3900,9,6,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 04:36:41,0
3894,3894,24,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 04:38:41,0
3861,3861,192,879,6,699,696,696,147,147,147,144,690,138,168,117,36,36,15,2023-09-04 04:40:41,9
3900,3900,1272,1827,1008,600,603,603,192,192,192,195,510,117,123,72,36,36,30,2023-09-04 04:42:41,3
3882,3882,39,6,6,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 04:44:41,0
3813,3813,21,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 04:46:41,0
3888,3888,159,699,3,564,561,561,114,114,114,111,561,114,132,93,36,36,15,2023-09-04 04:48:41,6
3888,3888,1179,1848,909,708,711,711,198,198,198,201,639,141,159,96,36,36,30,2023-09-04 04:50:41,0
3885,3885,219,225,174,24,24,24,24,24,24,24,0,3,0,0,36,36,0,2023-09-04 04:52:41,0
3888,3888,21,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 04:54:41,0
3795,3795,114,510,6,402,399,399,84,84,84,81,396,81,99,63,36,36,12,2023-09-04 04:56:41,6
3912,3912,738,1542,495,828,831,831,186,186,186,189,804,165,192,126,36,36,33,2023-09-04 04:58:41,0
3852,3852,531,579,471,54,54,54,54,54,54,54,0,6,0,0,36,36,0,2023-09-04 05:00:41,0
3897,3897,36,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 05:02:41,0
3885,3885,108,405,6,312,309,309,69,69,69,66,303,66,78,51,36,36,6,2023-09-04 05:04:41,6
3798,3798,396,1296,159,909,912,912,192,192,192,195,897,183,213,138,36,36,39,2023-09-04 05:06:41,6
3918,3918,987,1065,861,102,102,102,102,102,102,102,0,9,0,0,36,36,0,2023-09-04 05:08:41,0
3858,3858,21,12,0,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-04 05:10:41,0
3885,3885,72,261,6,204,201,201,45,45,45,42,198,39,48,30,36,36,6,2023-09-04 05:12:41,3
3879,3879,258,1206,6,963,963,963,195,195,195,195,960,195,234,153,36,36,36,2023-09-04 05:14:41,3
3819,3819,1053,1161,960,114,117,117,81,81,81,84,42,21,9,6,36,36,3,2023-09-04 05:16:41,3
3903,3903,27,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 05:18:41,0
3846,3846,33,78,0,63,63,63,15,15,15,15,60,12,12,12,36,36,0,2023-09-04 05:20:41,0
3891,3891,270,1233,12,978,975,975,201,201,201,198,969,195,237,153,36,36,36,2023-09-04 05:22:41,6
3882,3882,1182,1452,1005,285,288,288,150,150,150,153,171,42,42,24,36,36,9,2023-09-04 05:24:41,0
3888,3888,15,12,6,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 05:26:41,0
3813,3813,27,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 05:28:41,0
3876,3876,261,1191,0,954,951,951,195,195,195,192,948,189,234,153,36,36,30,2023-09-04 05:30:41,12
3888,3888,1005,1323,849,333,336,336,132,132,132,135,252,60,57,36,36,36,15,2023-09-04 05:32:41,0
3882,3882,21,6,6,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 05:34:41,0
3888,3888,21,21,6,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-04 05:36:41,0
3825,3825,249,1116,3,894,891,891,183,183,183,180,888,180,216,144,36,36,27,2023-09-04 05:38:41,6
3879,3879,1074,1437,921,375,378,378,126,126,126,129,312,72,75,45,36,36,18,2023-09-04 05:40:41,0
3873,3873,24,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 05:42:41,0
3888,3888,27,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 05:44:41,0
3888,3888,240,1140,3,915,912,912,183,183,183,180,912,183,219,150,36,36,27,2023-09-04 05:46:41,9
3777,3777,1107,1464,915,381,384,384,153,153,153,156,288,63,72,39,36,36,18,2023-09-04 05:48:41,0
3897,3897,54,36,12,12,12,12,12,12,12,12,0,0,0,0,36,36,0,2023-09-04 05:50:41,0
3870,3870,27,18,6,6,6,6,6,6,6,6,0,0,0,0,36,36,0,2023-09-04 05:52:41,0
3894,3894,228,1008,12,795,789,789,168,168,168,162,783,162,192,132,36,36,21,2023-09-04 05:54:41,9
3798,3798,1317,1842,1086,534,540,540,201,201,201,207,417,99,99,57,36,36,24,2023-09-04 05:56:41,3
3900,3900,30,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 05:58:41,0
3882,3882,36,18,6,6,6,6,6,6,6,6,0,3,0,0,36,36,0,2023-09-04 06:00:41,0
3870,3870,153,681,3,546,543,543,114,114,114,111,540,108,129,87,36,36,15,2023-09-04 06:02:41,9
3816,3816,1005,1710,747,729,732,732,201,201,201,204,660,138,162,102,36,36,30,2023-09-04 06:04:41,0
3879,3879,633,690,537,75,75,75,75,75,75,75,0,6,0,0,36,36,0,2023-09-04 06:06:41,0
3894,3894,30,3,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 06:08:41,0
3888,3888,69,294,3,231,231,231,51,51,51,51,225,45,54,33,36,36,6,2023-09-04 06:10:41,9
3870,3870,252,1203,0,966,963,963,198,198,198,195,957,192,231,153,36,36,39,2023-09-04 06:12:41,0
3816,3816,1473,1602,1311,150,153,153,138,138,138,141,18,15,6,3,36,36,0,2023-09-04 06:14:41,0
3885,3885,15,12,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 06:16:41,0
3891,3891,36,27,6,15,12,12,9,9,9,6,6,6,0,3,36,36,0,2023-09-04 06:18:41,0
3873,3873,258,1215,3,969,969,969,198,198,198,198,963,189,237,153,36,36,30,2023-09-04 06:20:41,6
3813,3813,1668,2013,1467,360,363,363,177,177,177,180,231,75,54,33,36,36,15,2023-09-04 06:22:41,0
3888,3888,24,9,3,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 06:24:41,0
3885,3885,15,6,3,0,0,0,0,0,0,0,0,0,0,0,36,36,0,2023-09-04 06:26:41,0
3900,3900,219,861,24,669,666,666,147,147,147,144,651,135,153,111,36,36,15,2023-09-04 06:28:41,6
3795,3795,1299,1953,1029,666,669,669,228,228,228,231,549,135,138,78,36,36,30,2023-09-04 06:30:41,0
3870,3870,681,795,513,141,141,141,141,141,141,141,0,18,0,0,36,36,0,2023-09-04 06:32:41,0
3882,3882,18,6,0,3,3,3,3,3,3,3,0,0,0,0,36,36,0,2023-09-04 06:34:41,0
3885,3885,21,63,3,48,45,45,12,12,12,9,42,9,6,9,36,36,0,2023-09-04 06:36:41,0
3900,3900,294,1212,3,960,960,960,204,204,204,204,948,192,237,153,36,36,30,2023-09-04 06:38:41,6
3765,3765,1812,2226,1524,432,435,435,261,261,261,264,213,78,48,30,36,36,15,2023-09-04 06:40:41,0
