get metadata from header,parseDataReportFlag ok,parse metadata,infra.grpc.invoker,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Depts only have yunzhanghu,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,approve status error,svc.ApproveCallback failed,Response=<:MAP:>,message,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,GetSupervisorPosition success,timestamp,unknown
11266,11266,11267,11266,4087,170,430,390,170,170,379,379,170,372,170,170,40,4087,170,430,40,27,27,7,3,2,3,3,3,2,2,2,0,2023-11-04 10:18:00,1
11167,11167,11169,11167,4060,185,422,390,185,185,369,369,185,357,185,185,32,4060,185,422,32,26,26,12,3,2,3,3,3,2,2,2,0,2023-11-04 10:20:00,1
11314,11314,11311,11314,4101,205,449,395,205,205,373,373,205,362,205,205,54,4101,205,449,54,26,26,10,2,2,2,2,2,2,2,2,1,2023-11-04 10:22:00,0
11240,11240,11240,11240,4084,173,440,408,173,173,387,387,173,377,173,173,32,4084,173,440,32,29,29,10,5,5,5,5,5,2,2,2,0,2023-11-04 10:24:00,0
11250,11250,11251,11250,4068,189,449,391,189,189,379,379,189,375,189,189,58,4068,189,449,58,26,26,4,2,2,2,2,2,2,2,2,0,2023-11-04 10:26:00,0
11259,11259,11258,11259,4094,191,542,396,191,191,384,384,191,374,191,191,146,4094,191,542,146,27,27,9,3,3,3,3,3,2,2,2,1,2023-11-04 10:28:00,0
11352,11352,11352,11352,4112,184,459,417,184,184,390,390,184,383,184,184,42,4112,184,459,42,29,29,7,5,5,5,5,5,2,2,2,0,2023-11-04 10:30:00,2
11256,11256,11257,11256,4071,190,535,396,190,190,388,388,190,381,190,190,139,4071,190,535,139,26,26,7,2,2,2,2,2,2,2,2,0,2023-11-04 10:32:00,0
11281,11281,11280,11281,4086,184,447,400,184,184,378,378,184,365,184,184,47,4086,184,447,47,27,27,12,3,3,3,3,3,2,2,2,1,2023-11-04 10:34:00,0
11258,11258,11260,11258,4074,185,450,399,185,185,392,392,185,385,185,185,51,4074,185,450,51,26,26,7,2,2,2,2,2,2,2,2,0,2023-11-04 10:36:00,2
11218,11218,11216,11218,4069,200,441,395,200,200,375,375,200,369,200,200,46,4069,200,441,46,29,29,6,5,5,5,5,5,2,2,2,0,2023-11-04 10:38:00,0
11299,11299,11300,11299,4098,208,448,397,208,208,387,387,208,376,208,208,51,4098,208,448,51,26,26,11,2,2,2,2,2,2,2,2,0,2023-11-04 10:40:00,0
11256,11256,11255,11256,4076,192,458,417,192,192,391,391,192,376,192,192,41,4076,192,458,41,27,27,15,3,2,3,3,3,2,2,2,0,2023-11-04 10:42:00,1
11267,11267,11268,11267,4080,183,446,395,183,183,400,400,183,394,183,183,51,4080,183,446,51,27,27,6,3,2,3,3,3,2,2,2,0,2023-11-04 10:44:00,1
11211,11211,11212,11211,4044,183,440,391,182,182,382,382,182,368,182,183,49,4044,182,440,49,28,28,14,4,4,4,4,4,2,2,2,0,2023-11-04 10:46:00,0
11245,11245,11243,11245,4077,195,443,400,196,196,379,379,196,374,196,195,43,4077,196,443,43,27,27,5,3,3,3,3,3,2,2,2,0,2023-11-04 10:48:00,0
11303,11303,11304,11303,4077,194,450,397,194,194,398,398,194,386,194,194,53,4077,194,450,53,26,26,11,2,2,2,2,2,2,2,2,1,2023-11-04 10:50:00,0
11244,11244,11244,11244,4064,180,458,403,180,180,386,386,180,378,180,180,55,4064,180,458,55,29,29,7,5,5,5,5,5,2,2,2,1,2023-11-04 10:52:00,0
11235,11235,11236,11235,4081,194,441,398,194,194,373,373,194,360,194,194,43,4081,194,441,43,27,27,13,3,3,3,3,3,2,2,2,0,2023-11-04 10:54:00,0
11279,11279,11277,11279,4088,176,430,390,176,176,392,392,176,386,176,176,40,4088,176,430,40,26,26,6,2,2,2,2,2,2,2,2,0,2023-11-04 10:56:00,0
11257,11257,11257,11257,4091,175,437,397,175,175,381,381,175,374,175,175,40,4091,175,437,40,27,27,6,3,3,3,3,3,2,2,2,1,2023-11-04 10:58:00,0
11262,11262,11263,11262,4075,186,453,400,186,186,384,384,186,374,186,186,53,4075,186,453,53,29,29,10,5,5,5,5,5,2,2,2,0,2023-11-04 11:00:00,0
11282,11282,11281,11282,4092,184,462,409,184,184,376,376,184,370,184,184,53,4092,184,462,53,26,26,6,2,2,2,2,2,2,2,2,0,2023-11-04 11:02:00,0
11272,11272,11273,11272,4098,162,432,395,162,162,383,383,162,378,162,162,37,4098,162,432,37,27,27,4,3,2,3,3,3,2,2,2,1,2023-11-04 11:04:00,1
11245,11245,11245,11245,4065,175,452,387,175,175,390,390,175,377,175,175,65,4065,175,452,65,26,26,13,2,2,2,2,2,2,2,2,0,2023-11-04 11:06:00,2
11224,11224,11224,11224,4062,184,454,408,183,183,377,377,183,368,183,184,46,4062,183,454,46,29,29,9,5,4,5,5,5,2,2,2,0,2023-11-04 11:08:00,3
11202,11202,11201,11202,4051,190,450,408,191,191,378,378,191,368,191,190,42,4051,191,450,42,26,26,10,2,2,2,2,2,2,2,2,0,2023-11-04 11:10:00,0
11308,11308,11310,11308,4093,190,430,380,190,190,383,383,190,369,190,190,50,4093,190,430,50,27,27,13,3,3,3,3,3,2,2,2,1,2023-11-04 11:12:00,2
11281,11281,11280,11281,4090,190,445,408,190,190,386,386,190,377,190,190,37,4090,190,445,37,29,29,9,5,5,5,5,5,2,2,2,0,2023-11-04 11:14:00,0
11286,11286,11285,11286,4092,191,447,402,191,191,372,372,191,365,191,191,45,4092,191,447,45,26,26,7,2,2,2,2,2,2,2,2,0,2023-11-04 11:16:00,0
11303,11303,11304,11303,4083,188,593,402,188,188,391,391,188,377,188,188,191,4083,188,593,140,28,28,14,3,3,3,4,4,2,2,2,0,2023-11-04 11:18:00,52
11218,11218,11221,11218,4042,188,444,396,187,187,388,388,187,382,187,188,48,4042,187,444,48,26,26,6,2,2,2,2,2,2,2,2,0,2023-11-04 11:20:00,0
11270,11270,11267,11270,4071,193,448,405,194,194,367,367,194,360,194,193,43,4071,194,448,43,29,29,7,5,5,5,5,5,2,2,2,0,2023-11-04 11:22:00,0
11195,11195,11196,11195,4055,182,423,385,182,182,371,371,182,362,182,182,38,4055,182,423,38,27,27,7,3,3,3,3,3,2,2,2,2,2023-11-04 11:24:00,0
11191,11191,11192,11191,4065,171,431,391,171,171,381,381,171,373,171,171,40,4065,171,431,40,26,26,8,2,2,2,2,2,2,2,2,0,2023-11-04 11:26:00,0
11287,11287,11284,11287,4098,181,430,390,181,181,411,411,181,395,181,181,40,4098,181,430,40,27,27,16,3,2,3,3,3,2,2,2,0,2023-11-04 11:28:00,1
11282,11282,11282,11282,4086,185,446,404,185,185,381,381,185,378,185,185,42,4086,185,446,42,28,28,3,4,4,4,4,4,2,2,2,0,2023-11-04 11:30:00,0
11220,11220,11220,11220,4070,180,544,390,180,180,375,375,180,370,180,180,154,4070,180,544,154,27,27,5,3,2,3,3,3,2,2,2,0,2023-11-04 11:32:00,3
11285,11285,11286,11285,4072,186,470,409,186,186,384,384,186,374,186,186,61,4072,186,470,61,26,26,10,2,2,2,2,2,2,2,2,0,2023-11-04 11:34:00,0
11137,11137,11138,11137,4043,164,435,396,164,164,389,389,164,378,164,164,39,4043,164,435,39,29,29,11,5,5,5,5,5,2,2,2,0,2023-11-04 11:36:00,0
11268,11268,11268,11268,4082,173,437,388,173,173,393,393,173,385,173,173,49,4082,173,437,49,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-04 11:38:00,0
11209,11209,11207,11209,4064,188,455,398,188,188,373,373,188,361,188,188,57,4064,188,455,57,26,26,12,2,2,2,2,2,2,2,2,0,2023-11-04 11:40:00,0
11297,11297,11297,11297,4081,195,462,408,195,195,383,383,195,371,195,195,54,4081,195,462,54,27,27,12,3,3,3,3,3,2,2,2,0,2023-11-04 11:42:00,0
11258,11258,11259,11258,4066,177,466,406,177,177,393,393,177,384,177,177,60,4066,177,466,60,29,29,9,5,5,5,5,5,2,2,2,0,2023-11-04 11:44:00,0
11247,11247,11247,11247,4076,186,426,384,186,186,389,389,186,382,186,186,42,4076,186,426,42,26,26,7,2,2,2,2,2,2,2,2,0,2023-11-04 11:46:00,0
11253,11253,11252,11253,4077,173,448,412,173,173,391,391,173,383,173,173,36,4077,173,448,36,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-04 11:48:00,0
11224,11224,11224,11224,4073,185,448,399,185,185,382,382,185,373,185,185,49,4073,185,448,49,26,26,9,2,2,2,2,2,2,2,2,0,2023-11-04 11:50:00,0
11229,11229,11230,11229,4075,186,431,375,186,186,368,368,186,361,186,186,56,4075,186,431,56,29,29,7,5,4,5,5,5,2,2,2,0,2023-11-04 11:52:00,3
11286,11286,11286,11286,4082,191,452,409,191,191,394,394,191,381,191,191,43,4082,191,452,43,26,26,13,2,2,2,2,2,2,2,2,0,2023-11-04 11:54:00,0
11189,11189,11188,11189,4057,175,437,381,175,175,378,378,175,369,175,175,56,4057,175,437,56,27,27,8,3,2,3,3,3,2,2,2,1,2023-11-04 11:56:00,1
11287,11287,11287,11287,4088,190,458,409,190,190,398,398,190,387,190,190,49,4088,190,458,49,29,29,11,5,5,5,5,5,2,2,2,0,2023-11-04 11:58:00,0
11242,11242,11243,11242,4062,179,459,395,179,179,395,395,179,388,179,179,64,4062,179,459,64,26,26,7,2,2,2,2,2,2,2,2,0,2023-11-04 12:00:00,0
11215,11215,11215,11215,4073,194,545,401,194,194,379,379,194,376,194,194,144,4073,194,545,144,27,27,3,3,3,3,3,3,2,2,2,0,2023-11-04 12:02:00,1
11221,11221,11222,11221,4074,186,433,389,186,186,374,374,186,365,186,186,44,4074,186,433,44,26,26,9,2,2,2,2,2,2,2,2,0,2023-11-04 12:04:00,0
11253,11253,11252,11253,4092,185,450,399,185,185,375,375,185,363,185,185,51,4092,185,450,51,29,29,11,5,5,5,5,5,2,2,2,1,2023-11-04 12:06:00,0
11220,11220,11221,11220,4074,183,533,385,183,183,380,380,183,370,183,183,148,4074,183,533,148,27,27,10,3,3,3,3,3,2,2,2,0,2023-11-04 12:08:00,0
11294,11294,11292,11294,4095,177,443,406,177,177,391,391,177,382,177,177,37,4095,177,443,37,26,26,9,2,2,2,2,2,2,2,2,0,2023-11-04 12:10:00,0
11276,11276,11277,11276,4100,175,543,406,175,175,384,384,175,378,175,175,137,4100,175,543,137,27,27,6,3,3,3,3,3,2,2,2,0,2023-11-04 12:12:00,0
11212,11212,11212,11212,4089,174,447,401,174,174,378,378,174,368,174,174,46,4089,174,447,46,28,28,10,4,4,4,4,4,2,2,2,0,2023-11-04 12:14:00,0
11255,11255,11256,11255,4063,191,435,391,191,191,393,393,191,383,191,191,44,4063,191,435,44,27,27,10,3,2,3,3,3,2,2,2,0,2023-11-04 12:16:00,1
11300,11300,11299,11300,4072,172,556,411,172,172,403,403,172,395,172,172,145,4072,172,556,145,27,27,7,3,2,3,3,3,2,2,2,1,2023-11-04 12:18:00,1
11304,11304,11304,11304,4105,184,452,407,184,184,394,394,184,379,184,184,45,4105,184,452,45,28,28,15,4,4,4,4,4,2,2,2,0,2023-11-04 12:20:00,0
11240,11240,11241,11240,4055,188,454,401,188,188,387,387,188,376,188,188,53,4055,188,454,53,27,27,11,3,3,3,3,3,2,2,2,0,2023-11-04 12:22:00,0
11155,11155,11154,11155,4052,178,448,403,178,178,373,373,178,362,178,178,45,4052,178,448,45,26,26,11,2,2,2,2,2,2,2,2,0,2023-11-04 12:24:00,0
11298,11298,11298,11298,4104,195,436,389,195,195,381,381,195,373,195,195,47,4104,195,436,47,27,27,7,3,3,3,3,3,2,2,2,1,2023-11-04 12:26:00,0
11287,11287,11287,11287,4084,188,451,396,188,188,374,374,188,371,188,188,55,4084,188,451,55,29,29,3,5,5,5,5,5,2,2,2,0,2023-11-04 12:28:00,0
11263,11263,11264,11263,4068,190,449,397,190,190,382,382,190,373,190,190,52,4068,190,449,52,26,26,9,2,2,2,2,2,2,2,2,0,2023-11-04 12:30:00,0
11266,11266,11266,11266,4084,206,536,399,205,205,370,370,205,356,205,206,137,4084,205,536,137,27,27,14,3,3,3,3,3,2,2,2,0,2023-11-04 12:32:00,0
11259,11259,11257,11259,4066,190,441,389,191,191,400,400,191,392,191,190,52,4066,191,441,52,26,26,8,2,2,2,2,2,2,2,2,0,2023-11-04 12:34:00,0
11311,11311,11311,11311,4100,194,457,421,194,194,373,373,194,361,194,194,36,4100,194,457,36,29,29,12,5,5,5,5,5,2,2,2,0,2023-11-04 12:36:00,0
11243,11243,11244,11243,4065,190,558,402,190,190,376,376,190,369,190,190,156,4065,190,558,156,26,26,7,2,2,2,2,2,2,2,2,0,2023-11-04 12:38:00,0
11243,11243,11244,11243,4072,186,450,407,186,186,376,376,186,366,186,186,43,4072,186,450,43,27,27,10,3,2,3,3,3,2,2,2,0,2023-11-04 12:40:00,1
11328,11328,11328,11328,4102,199,465,405,199,199,391,391,199,380,199,199,60,4102,199,465,60,27,27,10,3,2,3,3,3,2,2,2,1,2023-11-04 12:42:00,1
11292,11292,11290,11292,4081,182,461,410,182,182,396,396,182,385,182,182,51,4081,182,461,51,28,28,10,4,4,4,4,4,2,2,2,1,2023-11-04 12:44:00,0
11282,11282,11284,11282,4076,191,450,396,191,191,403,403,191,393,191,191,54,4076,191,450,54,27,27,10,3,3,3,3,3,2,2,2,0,2023-11-04 12:46:00,0
11313,11313,11313,11312,4093,188,455,397,188,188,381,381,188,373,188,188,58,4093,188,455,58,26,26,8,2,2,2,2,2,2,2,2,0,2023-11-04 12:48:00,0
11203,11203,11202,11204,4052,181,454,407,181,181,384,384,181,372,181,181,47,4052,181,454,47,29,29,11,5,5,5,5,5,2,2,2,1,2023-11-04 12:50:00,0
11234,11234,11234,11234,4066,185,447,402,185,185,382,382,185,374,185,185,45,4066,185,447,45,27,27,8,3,3,3,3,3,2,2,2,0,2023-11-04 12:52:00,0
11266,11266,11265,11266,4081,192,444,397,192,192,376,376,192,367,192,192,47,4081,192,444,47,26,26,9,2,2,2,2,2,2,2,2,0,2023-11-04 12:54:00,0
11247,11247,11247,11247,4068,193,442,379,193,193,391,391,193,380,193,193,63,4068,193,442,63,27,27,10,3,3,3,3,3,2,2,2,1,2023-11-04 12:56:00,2
11236,11236,11236,11236,4081,190,549,403,190,190,383,383,190,375,190,190,146,4081,190,549,146,29,29,8,5,5,5,5,5,2,2,2,0,2023-11-04 12:58:00,0
11247,11247,11248,11247,4080,191,444,404,191,191,387,387,191,370,191,191,40,4080,191,444,40,26,26,16,2,2,2,2,2,2,2,2,1,2023-11-04 13:00:00,0
11277,11277,11276,11277,4073,195,438,400,195,195,391,391,195,382,195,195,38,4073,195,438,38,27,27,9,3,2,3,3,3,2,2,2,0,2023-11-04 13:02:00,1
11355,11355,11357,11355,4111,180,466,410,180,180,396,396,180,388,180,180,56,4111,180,466,56,26,26,8,2,2,2,2,2,2,2,2,0,2023-11-04 13:04:00,0
11258,11258,11258,11258,4088,189,451,409,189,189,368,368,189,364,189,189,42,4088,189,451,42,29,29,3,5,4,5,5,5,2,2,2,1,2023-11-04 13:06:00,1
11298,11298,11297,11298,4085,191,545,399,191,191,386,386,191,376,191,191,146,4085,191,545,146,26,26,10,2,2,2,2,2,2,2,2,0,2023-11-04 13:08:00,0
11292,11292,11293,11292,4078,186,448,402,186,186,387,387,186,382,186,186,46,4078,186,448,46,27,27,5,3,3,3,3,3,2,2,2,0,2023-11-04 13:10:00,2
11308,11308,11307,11308,4094,209,463,422,209,209,368,368,209,361,209,209,41,4094,209,463,41,29,29,7,5,5,5,5,5,2,2,2,0,2023-11-04 13:12:00,2
11201,11201,11201,11201,4062,180,449,401,180,180,376,376,180,366,180,180,48,4062,180,449,48,26,26,10,2,2,2,2,2,2,2,2,0,2023-11-04 13:14:00,0
11142,11142,11142,11142,4044,180,427,387,180,180,374,374,180,365,180,180,40,4044,180,427,40,27,27,8,3,3,3,3,3,2,2,2,1,2023-11-04 13:16:00,0
11258,11258,11259,11258,4086,180,497,401,180,180,381,381,180,370,180,180,96,4086,180,497,45,27,27,11,2,2,2,3,3,2,2,2,0,2023-11-04 13:18:00,52
11247,11247,11246,11247,4075,199,447,397,199,199,391,391,199,375,199,199,50,4075,199,447,50,29,29,16,5,5,5,5,5,2,2,2,0,2023-11-04 13:20:00,0
11282,11282,11282,11282,4087,178,446,405,178,178,381,381,178,372,178,178,41,4087,178,446,41,27,27,9,3,3,3,3,3,2,2,2,0,2023-11-04 13:22:00,0
11292,11292,11291,11292,4090,186,435,381,186,186,384,384,186,376,186,186,54,4090,186,435,54,26,26,8,2,2,2,2,2,2,2,2,0,2023-11-04 13:24:00,0
11289,11289,11291,11289,4088,177,445,406,177,177,389,389,177,381,177,177,39,4088,177,445,39,27,27,8,3,2,3,3,3,2,2,2,0,2023-11-04 13:26:00,1
11237,11237,11236,11237,4081,177,541,407,177,177,399,399,177,385,177,177,134,4081,177,541,134,28,28,14,4,4,4,4,4,2,2,2,0,2023-11-04 13:28:00,0
11263,11263,11262,11263,4085,186,461,411,186,186,368,368,186,365,186,186,50,4085,186,461,50,27,27,3,3,2,3,3,3,2,2,2,0,2023-11-04 13:30:00,1
11237,11237,11239,11237,4069,181,416,388,181,181,390,390,181,383,181,181,28,4069,181,416,28,26,26,7,2,2,2,2,2,2,2,2,0,2023-11-04 13:32:00,0
11305,11305,11304,11305,4111,177,434,392,177,177,391,391,177,383,177,177,42,4111,177,434,42,29,29,8,5,5,5,5,5,2,2,2,0,2023-11-04 13:34:00,0
11241,11241,11241,11241,4055,178,438,398,178,178,381,381,178,371,178,178,40,4055,178,438,40,27,27,10,3,3,3,3,3,2,2,2,0,2023-11-04 13:36:00,0
11203,11203,11203,11203,4068,168,429,385,168,168,386,386,168,376,168,168,44,4068,168,429,44,26,26,9,2,2,2,2,2,2,2,2,1,2023-11-04 13:38:00,0
11249,11249,11248,11249,4080,185,432,399,185,185,385,385,185,381,185,185,33,4080,185,432,33,27,27,4,3,3,3,3,3,2,2,2,0,2023-11-04 13:40:00,0
11156,11156,11156,11156,4044,179,446,395,179,179,374,374,179,361,179,179,51,4044,179,446,51,29,29,13,5,5,5,5,5,2,2,2,0,2023-11-04 13:42:00,0
11213,11213,11213,11213,4066,193,436,400,193,193,390,390,193,379,193,193,36,4066,193,436,36,26,26,11,2,2,2,2,2,2,2,2,0,2023-11-04 13:44:00,0
11271,11271,11271,11271,4084,183,471,412,183,183,394,394,183,379,183,183,59,4084,183,471,59,27,27,15,3,3,3,3,3,2,2,2,0,2023-11-04 13:46:00,0
11259,11259,11259,11259,4090,172,544,386,172,172,374,374,172,363,172,172,158,4090,172,544,158,26,26,11,2,2,2,2,2,2,2,2,0,2023-11-04 13:48:00,0
11295,11295,11296,11295,4075,197,448,408,197,197,386,386,197,379,197,197,40,4075,197,448,40,29,29,6,5,4,5,5,5,2,2,2,1,2023-11-04 13:50:00,1
11241,11241,11240,11241,4074,183,442,399,183,183,383,383,183,374,183,183,43,4074,183,442,43,26,26,9,2,2,2,2,2,2,2,2,0,2023-11-04 13:52:00,0
11300,11300,11300,11300,4087,196,451,402,196,196,372,372,196,368,196,196,49,4087,196,451,49,27,27,4,3,2,3,3,3,2,2,2,0,2023-11-04 13:54:00,1
11311,11311,11312,11311,4092,190,448,398,190,190,393,393,190,384,190,190,50,4092,190,448,50,27,27,8,3,3,3,3,3,2,2,2,1,2023-11-04 13:56:00,0
11321,11321,11321,11321,4092,189,574,420,189,189,374,374,189,360,189,189,154,4092,189,574,154,28,28,14,4,4,4,4,4,2,2,2,0,2023-11-04 13:58:00,0
11292,11292,11292,11292,4095,184,445,401,184,184,378,378,184,371,184,184,44,4095,184,445,44,27,27,7,3,3,3,3,3,2,2,2,0,2023-11-04 14:00:00,0
11198,11198,11198,11198,4067,192,435,388,192,192,364,364,192,355,192,192,47,4067,192,435,47,26,26,9,2,2,2,2,2,2,2,2,0,2023-11-04 14:02:00,0
11320,11320,11321,11320,4110,186,466,413,186,186,372,372,186,364,186,186,53,4110,186,466,53,29,29,8,5,5,5,5,5,2,2,2,0,2023-11-04 14:04:00,2
11131,11131,11133,11131,4035,179,442,397,179,179,377,377,179,368,179,179,45,4035,179,442,45,26,26,9,3,3,3,3,3,2,2,2,0,2023-11-04 14:06:00,0
11253,11253,11250,11252,4099,168,438,401,168,168,375,375,168,367,168,168,37,4099,168,438,37,26,26,8,2,2,2,2,2,2,2,2,0,2023-11-04 14:08:00,0
11327,11327,11326,11328,4095,195,453,405,195,195,393,393,195,382,195,195,48,4095,195,453,48,27,27,10,3,3,3,3,3,2,2,2,1,2023-11-04 14:10:00,0
11275,11275,11278,11275,4085,187,550,389,187,187,379,379,187,368,187,187,161,4085,187,550,161,28,28,11,4,4,4,4,4,2,2,2,0,2023-11-04 14:12:00,2
11291,11291,11288,11291,4088,185,439,389,185,185,377,377,185,369,185,185,50,4088,185,439,50,27,27,8,3,2,3,3,3,2,2,2,0,2023-11-04 14:14:00,1
11240,11240,11241,11240,4069,180,440,402,180,180,394,394,180,381,180,180,38,4069,180,440,38,26,26,12,2,2,2,2,2,2,2,2,1,2023-11-04 14:16:00,0
11257,11257,11256,11257,4080,197,435,397,197,197,378,378,197,370,197,197,38,4080,197,435,38,27,27,8,3,2,3,3,3,2,2,2,0,2023-11-04 14:18:00,1
11275,11275,11277,11275,4085,189,452,407,189,189,377,377,189,369,189,189,45,4085,189,452,45,29,29,8,5,5,5,5,5,2,2,2,0,2023-11-04 14:20:00,0
11256,11256,11254,11256,4061,192,550,397,192,192,388,388,192,381,192,192,153,4061,192,550,153,26,26,7,2,2,2,2,2,2,2,2,0,2023-11-04 14:22:00,0
11315,11315,11316,11315,4097,186,445,404,186,186,385,385,186,374,186,186,41,4097,186,445,41,27,27,11,3,3,3,3,3,2,2,2,0,2023-11-04 14:24:00,0
11338,11338,11338,11338,4114,187,453,417,187,187,399,399,187,391,187,187,36,4114,187,453,36,30,30,8,5,5,5,5,5,2,2,2,0,2023-11-04 14:26:00,0
11255,11255,11256,11255,4067,178,454,399,178,178,385,385,178,373,178,178,55,4067,178,454,55,26,26,12,2,2,2,2,2,2,2,2,0,2023-11-04 14:28:00,0
11186,11186,11184,11186,4038,201,442,384,201,201,391,391,201,385,201,201,58,4038,201,442,58,26,26,5,3,3,3,3,3,2,2,2,1,2023-11-04 14:30:00,0
11236,11236,11238,11236,4068,190,540,397,190,190,371,371,190,363,190,190,143,4068,190,540,143,26,26,7,2,2,2,2,2,2,2,2,1,2023-11-04 14:32:00,0
11228,11228,11227,11228,4081,180,435,394,180,180,391,391,180,383,180,180,41,4081,180,435,41,29,29,8,5,5,5,5,5,2,2,2,0,2023-11-04 14:34:00,0
10857,10857,10856,10857,3978,157,414,374,157,157,352,352,157,340,157,157,40,3978,157,414,40,26,26,12,2,2,2,2,2,2,2,2,0,2023-11-04 14:36:00,0
10800,10800,10800,10800,4076,118,380,343,118,118,308,308,118,301,118,118,37,4076,118,380,37,27,27,7,3,2,3,3,3,2,2,2,0,2023-11-04 14:38:00,1
10795,10795,10796,10795,4098,111,364,322,111,111,310,310,111,303,111,111,42,4098,111,364,42,27,27,6,3,2,3,3,3,2,2,2,1,2023-11-04 14:40:00,1
10801,10801,10800,10801,4080,109,478,330,109,109,312,312,109,304,109,109,148,4080,109,478,148,28,28,8,4,4,4,4,4,2,2,2,0,2023-11-04 14:42:00,0
10849,10849,10849,10849,4103,127,374,329,127,127,320,320,127,310,127,127,45,4103,127,374,45,27,27,10,3,3,3,3,3,2,2,2,0,2023-11-04 14:44:00,0
10811,10811,10811,10811,4088,124,355,317,124,124,314,314,124,306,124,124,38,4088,124,355,38,26,26,8,2,2,2,2,2,2,2,2,0,2023-11-04 14:46:00,0
10786,10786,10786,10786,4089,109,371,327,109,109,315,315,109,306,109,109,44,4089,109,371,44,29,29,8,5,5,5,5,5,2,2,2,1,2023-11-04 14:48:00,0
10755,10755,10756,10755,4065,118,382,329,118,118,303,303,118,294,118,118,53,4065,118,382,53,27,27,8,3,3,3,3,3,2,2,2,1,2023-11-04 14:50:00,0
10817,10817,10816,10817,4080,117,374,331,117,117,326,326,117,319,117,117,43,4080,117,374,43,26,26,7,2,2,2,2,2,2,2,2,0,2023-11-04 14:52:00,0
10752,10752,10754,10752,4063,117,371,329,117,117,300,300,117,294,117,117,42,4063,117,371,42,27,27,6,3,3,3,3,3,2,2,2,0,2023-11-04 14:54:00,0
10727,10727,10725,10727,4047,113,374,327,113,113,323,323,113,310,113,113,47,4047,113,374,47,29,29,13,5,5,5,5,5,2,2,2,0,2023-11-04 14:56:00,0
10763,10763,10763,10763,4069,115,465,327,115,115,319,319,115,310,115,115,138,4069,115,465,138,26,26,9,2,2,2,2,2,2,2,2,0,2023-11-04 14:58:00,0
10797,10797,10797,10797,4091,121,361,327,121,121,310,310,121,302,121,121,34,4091,121,361,34,26,26,8,2,2,2,2,2,2,2,2,0,2023-11-04 15:00:00,0
10818,10818,10819,10818,4084,119,381,331,119,119,325,325,119,318,119,119,50,4084,119,381,50,27,27,6,3,2,3,3,3,2,2,2,1,2023-11-04 15:02:00,3
10849,10849,10849,10849,4099,122,397,339,122,122,313,313,122,309,122,122,58,4099,122,397,58,29,29,4,5,4,5,5,5,2,2,2,0,2023-11-04 15:04:00,1
10837,10837,10837,10837,4100,109,382,337,109,109,319,319,109,310,109,109,45,4100,109,382,45,26,26,9,2,2,2,2,2,2,2,2,0,2023-11-04 15:06:00,0
10829,10829,10829,10829,4098,122,473,328,122,122,306,306,122,301,122,122,145,4098,122,473,145,27,27,5,3,3,3,3,3,2,2,2,0,2023-11-04 15:08:00,0
10781,10781,10781,10781,4073,122,384,340,122,122,306,306,122,303,122,122,44,4073,122,384,44,26,26,3,2,2,2,2,2,2,2,2,0,2023-11-04 15:10:00,0
10795,10795,10794,10795,4075,117,373,336,117,117,324,324,117,318,117,117,37,4075,117,373,37,29,29,6,5,5,5,5,5,2,2,2,0,2023-11-04 15:12:00,0
10783,10783,10784,10783,4089,116,366,329,116,116,307,307,116,302,116,116,37,4089,116,366,37,27,27,5,3,3,3,3,3,2,2,2,0,2023-11-04 15:14:00,0
10829,10829,10830,10829,4084,115,393,334,115,115,313,313,115,307,115,115,59,4084,115,393,59,26,26,6,2,2,2,2,2,2,2,2,0,2023-11-04 15:16:00,0
10896,10896,10894,10896,4120,123,445,341,123,123,321,321,123,315,123,123,104,4120,123,445,53,30,30,6,5,5,5,6,6,2,2,2,0,2023-11-04 15:18:00,52
10709,10709,10710,10709,4052,118,380,335,118,118,303,303,118,294,118,118,45,4052,118,380,45,27,27,8,3,3,3,3,3,2,2,2,1,2023-11-04 15:20:00,0
10793,10793,10792,10793,4073,122,371,332,122,122,322,322,122,315,122,122,39,4073,122,371,39,26,26,6,2,2,2,2,2,2,2,2,1,2023-11-04 15:22:00,0
10757,10757,10759,10757,4073,115,376,325,115,115,306,306,115,300,115,115,51,4073,115,376,51,27,27,6,3,2,3,3,3,2,2,2,0,2023-11-04 15:24:00,1
10851,10851,10849,10851,4092,115,375,334,115,115,320,320,115,309,115,115,41,4092,115,375,41,28,28,11,4,4,4,4,4,2,2,2,0,2023-11-04 15:26:00,0
