<:GIN:>,Response=<:MAP:>,infra.grpc.handler,GetLatestMailChannelOrderByHashCode: get empty mail channel order,RecordThirdPartyCost,dealSmsCallback complete <:callback:>,deal<:SmsCallback:>,receive <:*:>,getAppSmsLimit <:*:> not exist,begin Consume call,PushSmsOrderResult: <:result:>,send by <:*:> OrderID=<:SEQ:>,no need process continue:<:SEQ:> I STATUS c:true in:<:NUM:> target:<:NUM:> type:int64 CH VERSION <:*:> <:*:> <:*:> type:string,send by <:*:> OrderID=<:SEQ:> <:traceID:> <:transactionID:> <:spanID:>,not find dictionary type=<:NUM:>,UpdateWeChatLog UpdateWeChatStatus msgID=<:NUM:> code=<:NUM:> <:detail:>,scCallBack receive <:request:>,<:dealMailCallback:>,dealMailCallback complete <:callback:>,PushMailSendResult: <:result:>,scCallBack DealCallBack <:event:>,sanZi <:*:> return <:*:> <:traceID:> <:transactionID:> <:spanID:>,begin <:*:>,use preferred orderID=<:SEQ:> <:channel:>,SendMailTask success,SendMail cast=<:NUM:> Ms,saveChannelOrder orderID=<:SEQ:>,SendWeChatMsg <:*:>,WeChatMsg Send WechatMsg <:*:>,uCloud <:*:> callback return <:*:> <:traceID:> <:transactionID:> <:spanID:>,syncSmsChannel: m.doSyncSmsChannel: sms <:channel:>,<:NUM:> <:*:>,load <:*:> config ok,dealSmsCallback dealSmsCallbackRetry <:order:>,ykmsymsg <:*:> start kms,juhe sendSms <:rs:>,syncSmsStatusCode: m.doSyncSmsStatusCode: sms <:status:>,sendSmsMsg failed <:*:> <:*:>,ykms addr: ykms://ymsg@<:IP:>:<:NUM:>,version,waiting task controller finished,task controller finished,dao close finished,msg,timestamp,unknown
970,954,602,521,84,28,28,28,12,144,28,54,120,30,71,30,59,35,35,35,35,1,24,24,24,24,24,3,30,9,5,7,6,0,2,2,0,0,1,1,1,2,1,33,2023-10-20 13:33:39,7
1101,1088,352,0,91,23,23,23,9,168,23,56,140,28,30,35,99,71,71,71,71,0,28,28,28,28,28,7,35,6,5,5,6,0,2,1,0,0,1,1,1,2,1,38,2023-10-20 13:35:39,0
957,934,102,0,92,40,40,41,24,78,38,55,65,40,41,37,34,21,21,21,21,1,13,13,13,13,13,7,37,14,5,0,0,2,0,3,1,0,0,0,0,0,0,37,2023-10-20 13:37:39,3
1048,1022,82,0,85,43,43,44,14,112,44,58,94,40,45,27,45,29,29,29,27,4,18,18,18,18,18,5,27,13,5,8,6,0,2,0,2,1,1,1,1,2,1,30,2023-10-20 13:39:39,3
951,926,361,0,82,43,43,44,23,59,42,50,49,39,45,32,27,18,18,17,17,2,10,10,10,10,10,8,32,8,5,9,6,1,2,3,1,0,1,1,1,2,1,35,2023-10-20 13:41:39,2
946,926,81,0,91,46,46,44,15,67,45,54,56,42,56,37,25,13,13,14,14,3,11,11,11,11,11,12,37,7,5,0,0,1,0,0,0,0,0,0,0,0,0,37,2023-10-20 13:43:39,5
1040,1026,746,427,81,29,29,29,13,93,25,46,77,26,30,35,40,24,24,24,24,3,16,16,16,16,16,10,35,4,5,7,6,4,2,0,0,0,1,1,1,2,1,38,2023-10-20 13:45:39,1
957,930,943,813,94,50,50,51,22,111,43,64,93,41,56,30,43,26,26,26,25,1,18,18,18,18,18,9,30,8,5,5,6,5,2,4,1,0,1,1,1,2,1,33,2023-10-20 13:47:39,9
1056,1029,1064,956,126,79,79,81,60,98,65,100,82,70,30,26,41,25,25,25,25,6,16,16,16,16,16,6,26,6,5,0,0,14,0,1,2,0,0,0,0,0,0,26,2023-10-20 13:49:39,4
958,923,1201,820,113,62,62,61,37,57,52,75,47,54,45,38,26,16,16,16,16,8,10,10,10,10,10,9,38,15,5,7,6,11,2,2,1,1,1,1,1,2,1,41,2023-10-20 13:51:39,0
964,938,930,853,86,49,49,50,27,121,46,66,101,43,71,20,40,20,20,20,20,2,20,20,20,20,20,7,20,8,5,5,6,3,2,2,0,0,1,1,1,2,1,23,2023-10-20 13:53:39,2
1011,1001,1149,837,62,29,29,28,16,54,28,37,45,27,30,24,19,10,10,10,10,1,9,9,9,9,9,1,24,2,5,8,6,1,2,0,0,0,1,1,1,2,1,27,2023-10-20 13:55:39,6
939,923,945,840,88,38,38,38,16,66,36,46,55,33,41,42,30,19,19,19,19,1,11,11,11,11,11,17,42,10,5,0,0,2,0,0,1,0,0,0,0,0,0,42,2023-10-20 13:57:39,3
1038,1022,913,858,67,35,35,35,16,66,34,40,55,28,45,27,26,15,15,15,15,1,11,11,11,11,11,12,27,8,5,5,6,1,2,0,2,0,1,1,1,2,1,30,2023-10-20 13:59:39,3
968,924,1205,853,79,63,63,65,21,54,36,50,45,36,45,29,20,11,11,11,11,25,9,9,9,9,9,13,29,3,5,8,6,4,2,5,1,1,1,1,1,2,1,32,2023-10-20 14:01:39,15
943,920,984,910,83,39,39,39,16,66,38,46,55,33,56,37,23,13,13,13,12,5,11,11,11,11,11,8,37,8,5,0,0,2,0,0,0,1,0,0,0,0,0,37,2023-10-20 14:03:39,14
1032,1007,1191,868,85,43,43,43,19,67,43,49,57,39,30,36,21,15,15,15,11,3,10,10,10,10,10,2,36,5,5,9,6,0,2,2,0,0,1,1,1,2,1,39,2023-10-20 14:05:39,7
952,926,1017,845,129,50,50,50,50,83,40,79,68,54,56,50,41,26,26,26,26,5,15,15,15,15,15,9,50,8,5,9,6,10,2,0,1,0,1,1,1,2,1,53,2023-10-20 14:07:39,4
1035,1020,1039,991,58,23,23,23,10,66,23,30,55,19,30,28,24,13,13,13,13,1,11,11,11,11,11,10,28,6,5,0,0,0,0,0,2,0,0,0,0,0,0,28,2023-10-20 14:09:39,5
998,969,1353,987,96,41,41,43,20,124,40,64,103,41,45,32,43,21,21,22,22,1,21,21,21,21,21,15,32,10,5,9,6,2,2,3,1,1,1,1,1,2,1,35,2023-10-20 14:11:39,5
996,971,712,601,132,48,48,50,18,188,44,79,157,44,71,53,66,36,36,35,35,2,31,31,31,31,31,17,53,7,5,7,6,4,2,2,0,0,1,1,1,2,1,56,2023-10-20 14:13:39,11
1079,1068,321,0,102,33,33,33,21,144,31,56,120,30,15,46,61,37,37,37,37,0,24,24,24,24,24,14,46,6,5,0,0,2,0,0,0,0,0,0,0,0,0,46,2023-10-20 14:15:39,8
939,903,152,0,108,57,57,58,25,76,55,71,62,55,56,37,22,13,13,13,13,4,14,14,14,14,14,8,37,16,5,9,6,2,2,1,1,0,1,1,1,2,1,40,2023-10-20 14:17:39,7
1072,1057,70,0,76,29,29,28,17,126,29,49,106,29,45,27,56,31,31,31,31,1,20,20,20,20,20,7,27,4,5,8,6,0,2,0,2,0,1,1,1,2,1,30,2023-10-20 14:19:39,6
941,918,355,0,80,41,41,41,21,50,39,50,42,40,30,29,16,8,8,8,8,2,8,8,8,8,8,9,29,11,5,0,0,2,0,0,1,0,0,0,0,0,0,29,2023-10-20 14:21:39,33
960,936,66,0,74,42,42,42,14,72,43,52,60,40,71,22,31,19,19,19,19,3,12,12,12,12,12,9,22,10,5,8,6,0,2,2,0,1,1,1,1,2,1,25,2023-10-20 14:23:39,30
1032,1010,727,435,73,42,42,43,17,65,41,45,54,33,30,28,29,18,18,18,18,2,11,11,11,11,11,2,28,10,5,8,6,1,2,1,0,0,1,1,1,2,1,31,2023-10-20 14:25:39,30
944,924,959,821,85,37,37,38,16,91,36,51,76,35,56,34,39,24,24,24,24,0,15,15,15,15,15,11,34,10,5,9,6,1,2,2,1,0,1,1,1,2,1,37,2023-10-20 14:27:39,8
1055,1036,1062,962,98,54,54,54,17,118,49,70,98,45,30,28,43,23,23,23,23,3,20,20,20,20,20,4,28,6,5,0,0,5,0,0,2,0,0,0,0,0,0,28,2023-10-20 14:29:39,6
950,936,1174,826,70,23,23,24,9,92,20,38,77,19,45,32,31,16,16,16,16,0,15,15,15,15,15,11,32,4,5,9,6,4,2,2,1,1,1,1,1,2,1,35,2023-10-20 14:31:39,7
965,938,931,847,135,43,44,44,71,108,37,102,90,39,71,31,39,23,23,23,21,1,18,18,18,18,18,5,31,8,5,8,6,7,2,1,0,1,1,1,1,2,1,34,2023-10-20 14:33:39,17
1100,1045,1143,840,950,97,96,98,866,156,94,915,130,35,15,44,59,33,33,33,33,20,26,26,26,26,26,19,44,6,5,0,0,3,0,0,0,0,0,0,0,0,0,44,2023-10-20 14:35:39,62
1269,933,976,830,1382,894,894,893,1304,78,892,1342,65,39,56,31,36,23,23,23,23,81,13,13,13,13,13,8,31,11,5,6,6,2,2,4,1,0,1,1,1,2,1,34,2023-10-20 14:37:39,859
1140,1097,988,852,152,61,61,73,18,252,60,96,210,53,45,56,100,58,58,58,58,3,42,42,42,42,42,15,56,7,5,5,6,1,2,6,2,0,1,1,1,2,1,59,2023-10-20 14:39:39,18
985,941,1270,873,132,93,93,94,39,102,80,99,85,69,30,33,42,25,25,25,25,6,17,17,17,17,17,10,33,18,5,0,0,13,0,2,1,0,0,0,0,0,0,33,2023-10-20 14:41:39,16
962,937,1008,899,116,1065,1065,1066,13,120,1064,60,100,39,71,56,49,29,29,29,29,3,20,20,20,20,20,8,56,6,5,9,6,1,2,1,0,1,1,1,1,2,1,59,2023-10-20 14:43:39,1037
1047,1012,1156,869,87,60,60,60,29,60,55,66,50,51,30,21,21,10,10,10,10,4,10,10,10,10,10,6,21,14,5,8,6,5,2,2,0,0,1,1,1,2,1,24,2023-10-20 14:45:39,9
1031,963,1061,868,112,248,248,248,23,168,246,78,140,47,41,34,63,36,36,36,36,1,28,28,28,28,28,10,34,6,5,0,0,2,0,2,1,0,0,0,0,0,0,34,2023-10-20 14:47:39,211
1054,1036,1036,961,85,42,42,42,19,114,41,58,95,38,45,27,41,22,22,22,22,0,19,19,19,19,19,14,27,8,5,8,6,1,2,1,2,0,1,1,1,2,1,30,2023-10-20 14:49:39,8
978,956,1354,984,97,40,40,40,18,112,38,60,93,39,45,38,53,34,34,34,34,1,19,19,19,19,19,13,38,8,5,5,6,2,2,2,1,0,1,1,1,2,1,41,2023-10-20 14:51:39,2
964,941,680,592,92,41,41,42,17,127,40,62,106,39,71,29,54,33,33,33,33,0,21,21,21,21,21,3,29,6,5,9,6,2,2,5,0,1,1,1,1,2,1,32,2023-10-20 14:53:39,1
1056,1038,271,0,91,41,41,41,7,127,40,59,106,37,15,32,52,31,31,31,31,0,21,21,21,21,21,10,32,8,5,0,0,1,0,2,0,0,0,0,0,0,0,32,2023-10-20 14:55:39,1
963,941,191,0,103,49,49,50,30,120,47,77,100,55,56,26,42,22,22,22,22,0,20,20,20,20,20,6,26,12,5,8,6,2,2,3,1,0,1,1,1,2,1,29,2023-10-20 14:57:39,7
1044,1015,80,0,87,67,67,69,34,94,59,74,78,50,45,13,34,18,18,18,18,1,16,16,16,16,16,0,13,7,5,9,6,8,2,1,2,0,1,1,1,2,1,16,2023-10-20 14:59:39,6
1195,928,381,0,118,318,318,293,46,74,51,79,62,53,30,39,27,16,16,16,15,235,12,12,12,12,12,14,39,11,5,0,0,12,0,1,1,1,0,0,0,0,0,39,2023-10-20 15:01:39,44
967,934,96,0,107,62,62,65,20,117,62,68,97,45,71,39,40,20,20,20,20,5,20,20,20,20,20,11,39,13,5,9,6,1,2,2,0,1,1,1,1,2,1,42,2023-10-20 15:03:39,12
1062,1030,806,427,109,45,45,48,9,141,44,73,118,49,30,36,50,31,31,31,27,1,23,23,23,23,23,4,36,15,5,5,6,1,2,5,0,0,1,1,1,2,1,39,2023-10-20 15:05:39,13
972,942,937,821,111,60,60,62,21,114,58,83,95,62,41,28,40,21,21,21,21,4,19,19,19,19,19,12,28,6,5,0,0,2,0,4,1,0,0,0,0,0,0,28,2023-10-20 15:07:39,14
1078,1044,1061,977,93,53,53,57,18,149,51,74,124,47,45,19,50,26,26,26,25,2,25,25,25,25,25,7,19,8,5,9,6,2,2,5,2,0,1,1,1,2,1,22,2023-10-20 15:09:39,8
960,923,1221,828,119,65,65,66,34,91,61,81,76,62,45,38,41,27,27,27,26,2,15,15,15,15,15,9,38,18,5,8,6,4,2,2,1,0,1,1,1,2,1,41,2023-10-20 15:11:39,2
992,967,969,859,117,42,42,44,14,186,41,73,155,41,56,44,70,39,39,39,39,0,31,31,31,31,31,6,44,12,5,0,0,1,0,1,0,0,0,0,0,0,0,44,2023-10-20 15:13:39,5
1084,1053,1180,859,110,44,44,45,16,141,43,64,117,39,30,46,55,31,31,31,31,3,24,24,24,24,24,16,46,11,5,4,6,1,2,1,0,1,1,1,1,2,1,49,2023-10-20 15:15:39,2
1008,988,981,815,112,42,42,43,16,219,39,80,183,41,56,33,89,53,53,53,53,1,36,36,36,36,36,7,33,8,5,9,6,3,2,0,1,0,1,1,1,2,1,36,2023-10-20 15:17:39,1
1108,1078,1020,879,142,71,71,70,16,256,71,108,213,65,45,33,94,51,51,51,51,2,43,43,43,43,43,1,33,14,5,9,6,0,2,1,2,0,1,1,1,2,1,36,2023-10-20 15:19:39,8
933,912,1252,875,104,57,57,58,36,74,50,73,62,54,30,31,30,18,18,18,18,3,12,12,12,12,12,7,31,6,5,0,0,7,0,2,1,0,0,0,0,0,0,31,2023-10-20 15:21:39,2
950,932,978,910,75,35,35,35,14,102,34,51,85,33,71,24,38,21,21,21,21,0,17,17,17,17,17,6,24,7,5,8,6,1,2,0,0,0,1,1,1,2,1,27,2023-10-20 15:23:39,1
1072,1050,1180,867,94,40,40,40,15,126,40,59,105,37,30,35,53,32,32,32,32,2,21,21,21,21,21,4,35,13,5,8,6,1,2,1,0,1,1,1,1,2,1,38,2023-10-20 15:25:39,0
990,964,1061,880,131,59,59,59,28,162,54,92,135,59,41,39,63,36,36,36,36,3,27,27,27,27,27,8,39,7,5,0,0,5,0,2,1,0,0,0,0,0,0,39,2023-10-20 15:27:39,3
1056,1036,1077,990,100,42,42,42,14,114,40,62,95,41,45,38,48,29,29,29,29,2,19,19,19,19,19,12,38,6,5,9,6,2,2,1,2,0,1,1,1,2,1,41,2023-10-20 15:29:39,2
969,948,1373,972,127,73,73,73,42,138,65,89,115,57,45,38,51,28,28,28,28,0,23,23,23,23,23,7,38,6,5,9,6,9,2,0,1,1,1,1,1,2,1,41,2023-10-20 15:31:39,4
948,933,583,502,92,30,30,30,15,76,29,46,63,32,56,47,27,15,15,15,15,2,13,13,12,13,13,15,47,7,5,0,0,1,0,1,0,0,0,0,0,0,0,47,2023-10-20 15:33:39,5
1058,1037,294,0,98,45,45,46,18,98,42,62,82,42,30,35,42,25,25,25,25,2,16,16,17,16,16,11,35,11,5,7,6,4,2,0,0,1,1,1,1,2,1,38,2023-10-20 15:35:39,0
1005,989,186,0,122,33,33,35,11,221,33,67,184,30,56,55,86,47,47,49,49,1,37,37,37,37,37,12,55,6,5,9,6,0,2,2,1,0,1,1,1,2,1,58,2023-10-20 15:37:39,4
1055,1031,100,0,105,51,51,51,21,151,50,75,126,49,30,30,57,34,34,32,32,2,25,25,25,25,25,4,30,6,5,0,0,1,0,2,2,0,0,0,0,0,0,30,2023-10-20 15:39:39,5
988,956,404,0,126,61,61,61,22,120,58,85,100,62,45,41,56,36,36,36,36,1,20,20,20,20,20,6,41,17,5,9,6,3,2,1,1,0,1,1,1,2,1,44,2023-10-20 15:41:39,4
1024,1002,122,0,149,43,43,42,21,209,39,74,174,38,71,75,88,53,53,53,53,0,35,35,35,35,35,26,75,8,5,8,6,1,2,2,0,0,1,1,1,2,1,78,2023-10-20 15:43:39,3
1060,1038,729,428,114,47,47,46,33,109,38,73,91,47,15,41,41,23,23,23,23,4,18,18,18,18,18,11,41,5,5,0,0,8,0,1,0,0,0,0,0,0,0,41,2023-10-20 15:45:39,2
966,926,1019,832,128,86,86,86,56,84,75,95,70,68,56,33,30,16,16,16,16,4,14,14,14,14,14,19,33,12,5,7,6,12,2,2,1,1,1,1,1,2,1,36,2023-10-20 15:47:39,6
1027,1005,1029,967,64,37,37,39,13,42,37,47,35,40,45,17,15,8,8,8,8,1,7,7,7,7,7,2,17,9,5,8,6,0,2,1,2,0,1,1,1,2,1,20,2023-10-20 15:49:39,2
986,956,1235,835,126,53,53,52,28,162,50,81,135,51,45,45,61,41,41,41,37,2,27,27,27,24,24,11,45,7,5,9,6,3,2,3,1,0,1,1,1,2,1,48,2023-10-20 15:51:39,7
972,948,968,872,105,50,50,49,22,138,46,73,115,46,56,32,51,28,28,28,28,2,23,23,23,23,23,6,32,9,5,0,0,4,0,3,0,0,0,0,0,0,0,32,2023-10-20 15:53:39,10
1060,1022,1157,871,111,71,71,72,42,84,63,83,70,61,30,28,32,18,18,18,18,3,14,14,14,14,14,9,28,15,5,8,6,8,2,3,0,0,1,1,1,2,1,31,2023-10-20 15:55:39,5
995,958,1037,834,115,54,54,54,22,162,52,78,135,48,56,37,71,45,45,45,44,4,27,27,27,27,27,8,37,14,5,8,6,3,2,0,1,1,1,1,1,2,1,40,2023-10-20 15:57:39,4
1110,1083,955,852,109,41,41,42,15,190,40,76,158,43,30,33,80,48,48,48,48,1,32,32,32,32,32,8,33,12,5,0,0,1,0,4,2,0,0,0,0,0,0,33,2023-10-20 15:59:39,17
1013,966,1229,843,130,81,81,81,44,116,62,83,97,57,45,47,45,26,26,26,26,20,19,19,19,19,19,29,47,11,5,5,6,5,2,2,1,1,1,1,1,2,1,50,2023-10-20 16:01:39,18
960,929,988,898,102,56,56,56,20,74,54,66,60,50,71,36,25,11,11,11,11,3,14,14,14,14,14,15,36,12,5,8,6,2,2,3,0,0,1,1,1,2,1,39,2023-10-20 16:03:39,9
1087,1044,1165,860,112,70,70,70,22,126,69,73,106,52,15,39,47,31,31,31,27,3,20,20,20,20,20,14,39,11,5,0,0,1,0,1,0,0,0,0,0,0,0,39,2023-10-20 16:05:39,31
973,940,1029,848,113,54,54,55,17,141,53,74,118,49,56,39,44,26,26,25,23,3,23,23,23,21,21,14,39,9,5,6,6,2,2,4,1,1,1,1,1,2,1,42,2023-10-20 16:07:39,7
1069,1048,1077,976,113,41,41,41,23,163,40,73,136,45,45,40,57,33,33,34,30,1,27,27,27,27,27,12,40,6,5,8,6,1,2,0,2,0,1,1,1,2,1,43,2023-10-20 16:09:39,5
994,965,1404,969,187,115,115,116,79,162,94,144,134,95,30,43,55,27,27,27,27,4,28,28,28,28,28,17,43,7,5,0,0,21,0,3,1,0,0,0,0,0,0,43,2023-10-20 16:11:39,4
987,945,693,576,129,70,70,69,30,132,66,90,111,65,71,39,48,27,27,27,27,2,21,21,21,21,21,10,39,17,5,9,6,4,2,4,0,0,1,1,1,2,1,42,2023-10-20 16:13:39,5
1091,1063,363,0,139,54,54,55,31,144,48,74,120,44,30,65,60,36,36,36,36,7,24,24,24,24,24,20,65,4,5,9,6,6,2,1,0,0,1,1,1,2,1,68,2023-10-20 16:15:39,6
999,967,195,0,193,100,100,100,83,191,83,136,159,86,56,57,75,43,43,43,43,5,32,32,32,32,32,17,57,4,5,8,6,18,2,0,1,1,1,1,1,2,1,60,2023-10-20 16:17:39,9
1086,1057,132,0,151,85,85,87,48,175,72,112,146,70,30,39,68,39,39,39,39,2,29,29,29,29,29,6,39,10,5,0,0,13,0,2,2,0,0,0,0,0,0,39,2023-10-20 16:19:39,5
1003,972,421,0,168,95,95,95,65,154,79,116,128,74,45,52,58,33,33,34,33,4,26,26,26,25,25,18,52,6,5,9,6,16,2,1,1,0,1,1,1,2,1,55,2023-10-20 16:21:39,10
1009,976,97,0,114,43,43,45,22,200,38,77,167,39,71,37,76,48,48,47,44,4,33,33,33,32,32,13,37,6,5,8,6,5,2,3,0,0,1,1,1,2,1,40,2023-10-20 16:23:39,11
1118,1058,922,427,363,284,284,283,260,156,203,307,130,199,15,56,54,34,34,34,30,10,26,26,26,24,24,30,56,14,5,0,0,81,0,1,0,0,0,0,0,0,0,56,2023-10-20 16:25:39,23
1009,986,974,813,137,40,40,40,19,192,39,76,159,41,56,61,74,41,41,41,41,4,33,33,33,33,33,20,61,10,5,9,6,2,2,2,1,1,1,1,1,2,1,64,2023-10-20 16:27:39,6
1068,1041,1068,982,99,65,65,67,19,136,64,65,114,42,45,34,47,25,25,25,25,2,22,22,22,22,22,14,34,6,5,9,6,1,2,3,2,0,1,1,1,2,1,37,2023-10-20 16:29:39,22
982,962,1229,833,115,39,39,41,16,158,40,68,131,41,30,47,61,34,33,34,34,0,27,27,27,27,27,12,47,7,5,0,0,0,0,3,1,1,0,0,0,0,0,47,2023-10-20 16:31:39,6
1127,1108,1006,878,139,35,35,34,9,424,34,102,354,31,71,37,199,129,130,129,129,0,70,70,70,70,70,11,37,14,5,9,6,1,2,0,0,0,1,1,1,2,1,40,2023-10-20 16:33:39,14
1109,1042,1329,851,260,190,190,192,43,150,182,222,125,189,30,38,58,32,32,33,33,7,25,25,25,25,25,12,38,11,5,9,6,8,2,3,0,0,1,1,1,2,1,41,2023-10-20 16:35:39,8
990,960,991,834,120,59,59,61,20,164,58,87,137,58,41,33,57,31,31,30,30,1,27,27,27,27,27,11,33,9,5,0,0,2,0,2,1,1,0,0,0,0,0,33,2023-10-20 16:37:39,7
1049,1029,930,851,89,43,43,44,19,102,42,57,85,39,45,32,37,20,20,20,20,3,17,17,17,17,17,9,32,5,5,9,6,1,2,1,2,0,1,1,1,2,1,35,2023-10-20 16:39:39,10
961,942,1256,864,116,55,55,55,31,114,49,80,95,55,45,36,46,27,27,27,27,1,19,19,19,19,19,6,36,6,5,7,6,6,2,0,1,0,1,1,1,2,1,39,2023-10-20 16:41:39,2
925,905,982,910,84,31,31,31,9,54,31,37,45,28,56,47,19,10,10,10,10,2,9,9,9,9,9,12,47,10,5,0,0,0,0,1,0,0,0,0,0,0,0,47,2023-10-20 16:43:39,7
1069,1046,1160,847,106,49,49,49,23,108,49,67,90,49,30,40,43,25,25,25,25,0,18,18,18,18,18,20,40,9,5,9,6,0,2,1,0,0,1,1,1,2,1,43,2023-10-20 16:45:39,3
1003,968,281,102,140,75,75,75,50,150,67,102,125,65,56,37,52,27,27,27,27,4,25,25,25,25,25,20,37,7,5,6,6,9,2,5,1,1,1,1,1,2,1,40,2023-10-20 16:47:39,13
1070,1033,118,0,126,72,72,74,40,108,70,94,90,74,45,32,44,26,26,26,26,4,18,18,18,18,18,9,32,9,5,9,6,2,2,4,2,0,1,1,1,2,1,35,2023-10-20 16:49:39,7
974,929,412,0,156,115,115,115,70,102,94,123,85,85,30,33,35,19,19,19,18,5,17,17,17,17,17,9,33,13,5,0,0,21,0,3,1,0,0,0,0,0,0,33,2023-10-20 16:51:39,9
984,954,93,0,103,51,51,54,25,148,49,75,123,48,71,28,53,27,27,28,28,1,25,25,25,25,25,8,28,7,5,8,6,2,2,4,0,0,1,1,1,2,1,31,2023-10-20 16:53:39,5
1080,1047,328,0,119,59,59,61,33,116,56,74,97,52,30,45,54,36,36,35,35,2,19,19,19,19,19,12,45,11,5,5,6,3,2,2,0,0,1,1,1,2,1,48,2023-10-20 16:55:39,4
966,937,156,0,101,56,56,57,25,114,52,79,95,57,41,22,40,22,22,21,21,3,19,19,19,19,19,6,22,13,5,0,0,3,0,1,1,0,0,0,0,0,0,22,2023-10-20 16:57:39,2
1068,1035,97,0,113,71,71,74,37,120,65,92,100,65,45,21,42,21,21,22,22,0,20,20,20,20,20,11,21,11,5,7,6,7,2,3,2,1,1,1,1,2,1,24,2023-10-20 16:59:39,5
1014,956,406,0,150,98,98,95,47,132,75,101,110,71,45,49,54,32,32,32,32,24,22,22,22,22,22,28,49,10,5,9,6,5,2,1,1,1,1,1,1,2,1,52,2023-10-20 17:01:39,16
1014,982,118,0,134,63,63,62,27,214,62,95,178,55,56,39,76,40,40,40,40,3,36,36,36,36,36,16,39,5,5,0,0,1,0,3,0,0,0,0,0,0,0,39,2023-10-20 17:03:39,19
1065,1044,294,0,98,31,31,31,14,134,30,58,112,35,30,40,46,28,28,28,24,1,22,22,22,22,22,15,40,6,5,9,6,1,2,1,0,0,1,1,1,2,1,43,2023-10-20 17:05:39,8
997,957,193,0,132,63,63,65,23,130,62,92,108,69,56,40,54,32,32,32,32,4,22,22,22,22,22,17,40,9,5,4,6,1,2,3,1,0,1,1,1,2,1,43,2023-10-20 17:07:39,6
1082,1049,103,0,111,67,67,68,23,206,63,92,172,53,30,19,69,36,36,36,35,2,34,34,34,33,33,5,19,10,5,0,0,5,0,3,2,1,0,0,0,0,0,19,2023-10-20 17:09:39,4
980,944,402,0,133,81,81,81,47,144,72,112,119,78,45,22,48,25,25,25,25,4,25,25,25,25,25,10,22,14,5,8,6,9,2,1,1,0,1,1,1,2,1,25,2023-10-20 17:11:39,2
1010,963,146,0,165,109,109,109,65,175,92,140,147,96,71,24,67,36,36,38,38,5,28,28,28,28,28,5,24,8,5,9,6,16,2,4,0,0,1,1,1,2,1,27,2023-10-20 17:13:39,1
1102,1062,308,0,147,64,64,65,24,173,61,88,144,56,30,59,69,46,46,44,40,2,29,29,29,29,29,14,59,12,5,7,6,3,2,3,0,0,1,1,1,2,1,62,2023-10-20 17:15:39,10
969,940,198,0,108,49,49,49,17,126,47,66,105,44,41,42,43,24,24,24,23,0,21,21,21,20,20,16,42,7,5,0,0,1,0,4,1,0,0,0,0,0,0,42,2023-10-20 17:17:39,9
1082,1018,180,0,182,126,126,132,19,96,123,152,79,132,45,30,34,17,17,17,17,1,17,17,17,17,17,3,30,13,5,3,6,3,2,9,2,1,1,1,1,2,1,33,2023-10-20 17:19:39,19
978,938,390,0,122,84,84,86,32,120,74,92,101,63,45,30,43,24,24,24,24,2,19,19,19,19,19,7,30,13,5,8,6,10,2,2,1,0,1,1,1,2,1,33,2023-10-20 17:21:39,12
990,956,120,0,129,66,66,68,20,138,66,92,115,69,56,37,57,34,34,34,34,0,23,23,23,23,23,9,37,12,5,0,0,0,0,2,0,0,0,0,0,0,0,37,2023-10-20 17:23:39,5
1057,1026,303,0,106,53,53,52,29,81,50,69,67,52,30,38,32,20,20,20,19,1,14,14,13,13,13,11,38,12,5,6,6,3,2,4,0,0,1,1,1,2,1,41,2023-10-20 17:25:39,8
999,966,1008,809,141,58,58,58,31,209,53,99,174,59,56,41,80,43,43,46,44,2,35,35,36,36,36,13,41,10,5,7,6,5,2,2,1,0,1,1,1,2,1,44,2023-10-20 17:27:39,2
1052,1026,966,874,99,52,52,52,21,98,50,64,82,46,30,35,39,26,26,23,23,2,16,16,16,16,16,5,35,11,5,0,0,2,0,5,2,0,0,0,0,0,0,35,2023-10-20 17:29:39,6
984,963,1297,915,106,48,48,48,35,136,43,76,113,48,45,31,52,28,28,29,29,0,23,23,22,22,22,11,31,3,5,8,6,5,2,3,1,1,1,1,1,2,1,34,2023-10-20 17:31:39,4
1006,965,967,835,155,77,77,78,34,172,74,92,144,60,71,62,66,39,39,38,38,4,28,28,29,29,29,20,62,11,5,4,6,4,2,3,0,1,1,1,1,2,1,65,2023-10-20 17:33:39,5
1064,1038,1190,862,97,42,42,42,21,90,37,57,75,37,15,40,32,17,17,17,17,2,15,15,15,15,15,23,40,7,5,0,0,5,0,0,0,0,0,0,0,0,0,40,2023-10-20 17:35:39,2
950,923,973,851,111,56,56,56,24,82,54,71,68,56,56,40,29,15,15,15,15,1,14,14,14,14,14,15,40,13,5,9,6,1,2,1,1,0,1,1,1,2,1,43,2023-10-20 17:37:39,4
1169,1025,1424,863,575,466,466,469,39,104,457,545,87,519,45,30,38,21,21,21,21,24,17,17,17,17,17,8,30,11,5,9,6,9,2,4,2,0,1,1,1,2,1,33,2023-10-20 17:39:39,5
1117,956,1655,830,555,513,513,515,28,156,505,517,130,482,45,38,56,30,30,30,30,21,26,26,26,26,26,10,38,5,5,7,6,9,2,5,1,1,1,1,1,2,1,41,2023-10-20 17:41:39,2
1004,975,1023,890,143,59,59,60,18,186,58,83,156,52,56,60,73,43,43,43,43,2,30,30,30,30,30,10,60,11,5,0,0,1,0,3,0,0,0,0,0,0,0,60,2023-10-20 17:43:39,7
