request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1272,1272,12,14,0,11,9,9,5,5,5,3,7,1,1,12,12,1,0,0,2023-11-15 01:52:48,0
1294,1294,40,110,3,80,79,79,22,22,22,21,77,19,25,12,12,15,2,2,2023-11-15 01:53:16,0
1291,1291,96,370,3,280,281,281,70,70,70,71,280,70,86,12,12,55,13,2,2023-11-15 01:54:48,0
1294,1294,86,365,0,282,282,282,72,72,72,72,280,70,81,12,12,56,14,0,2023-11-15 01:55:16,0
1304,1304,156,429,67,277,278,278,76,76,76,77,269,70,76,12,12,54,10,4,2023-11-15 01:56:48,0
1298,1298,304,517,216,221,222,222,72,72,72,73,199,53,57,12,12,39,7,4,2023-11-15 01:57:16,0
1282,1282,981,1033,902,65,65,65,65,65,65,65,0,5,0,12,12,0,0,0,2023-11-15 01:58:48,0
1268,1268,1096,1156,1015,70,70,70,70,70,70,70,0,6,0,12,12,0,0,0,2023-11-15 01:59:16,0
1273,1273,445,466,406,30,30,30,30,30,30,30,0,3,0,12,12,0,0,0,2023-11-15 02:00:48,0
1297,1297,164,164,144,10,10,10,10,10,10,10,0,1,0,12,12,0,0,0,2023-11-15 02:01:16,0
1293,1293,13,12,4,4,4,4,4,4,4,4,0,0,0,12,12,0,0,0,2023-11-15 02:02:48,0
1293,1293,21,15,5,5,5,5,5,5,5,5,0,0,0,12,12,0,0,0,2023-11-15 02:03:16,0
1303,1303,28,51,2,38,37,37,11,11,11,10,36,9,10,12,12,7,2,0,2023-11-15 02:04:48,0
1295,1295,43,144,2,108,107,107,28,28,28,27,106,27,33,12,12,20,4,2,2023-11-15 02:05:16,0
1286,1286,93,349,2,263,264,260,68,68,68,68,258,64,81,12,12,51,10,2,2023-11-15 02:06:48,24
1295,1295,88,337,3,257,257,253,66,66,66,66,252,63,75,12,12,53,10,0,2023-11-15 02:07:16,24
1265,1265,160,410,66,261,261,261,74,74,74,75,249,67,71,12,12,50,9,4,2023-11-15 02:08:48,0
1268,1268,376,583,279,217,218,218,79,79,79,80,185,54,54,12,12,35,7,4,2023-11-15 02:09:16,0
1295,1295,1120,1187,1039,74,74,74,74,74,74,74,0,9,0,12,12,0,0,0,2023-11-15 02:10:48,0
1296,1296,1204,1261,1125,68,68,68,68,68,68,68,0,7,0,12,12,0,0,0,2023-11-15 02:11:16,0
1295,1295,645,680,592,44,44,44,44,44,44,44,0,5,0,12,12,0,0,0,2023-11-15 02:12:48,0
1293,1293,330,353,291,31,31,31,31,31,31,31,0,3,0,12,12,0,0,0,2023-11-15 02:13:16,0
1298,1298,14,10,2,4,4,4,4,4,4,4,0,1,0,12,12,0,0,0,2023-11-15 02:14:48,0
1295,1295,9,6,2,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-15 02:15:16,0
1301,1301,15,6,2,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-15 02:16:48,0
1296,1296,37,79,5,54,53,53,18,18,18,17,48,12,15,12,12,10,2,0,2023-11-15 02:17:16,0
1290,1290,95,353,5,264,263,263,69,69,69,68,259,65,79,12,12,53,10,2,2023-11-15 02:18:48,0
1270,1270,95,374,3,284,284,284,72,72,72,72,282,71,84,12,12,56,13,2,2023-11-15 02:19:16,0
1270,1270,93,372,6,283,284,284,73,73,73,74,281,70,80,12,12,53,13,4,2023-11-15 02:20:48,0
1296,1296,334,568,246,240,241,241,74,74,74,75,222,57,63,12,12,43,8,4,2023-11-15 02:21:16,0
1291,1291,957,1043,873,90,89,89,81,81,81,80,12,13,3,12,12,3,0,0,2023-11-15 02:22:48,0
1296,1296,925,1003,835,84,84,84,84,84,84,84,0,12,0,12,12,0,0,0,2023-11-15 02:23:16,0
1305,1305,509,539,462,38,39,39,38,38,38,39,0,7,0,12,12,0,0,0,2023-11-15 02:24:48,0
1294,1294,282,293,261,16,16,16,16,16,16,16,0,3,0,12,12,0,0,0,2023-11-15 02:25:16,0
1292,1292,15,9,5,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-15 02:26:48,0
1294,1294,11,5,3,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 02:27:16,0
1287,1287,14,20,0,15,14,14,6,6,6,5,12,3,3,12,12,3,0,0,2023-11-15 02:28:48,0
1273,1273,38,119,0,90,89,89,24,24,24,23,87,22,27,12,12,18,2,2,2023-11-15 02:29:16,0
1272,1272,100,383,3,289,290,290,73,73,73,74,288,72,88,12,12,56,14,2,2023-11-15 02:30:48,0
1291,1291,99,367,3,280,279,279,73,73,73,72,277,69,81,12,12,55,14,0,2023-11-15 02:31:16,0
1296,1296,206,456,116,261,260,260,72,72,72,71,252,64,71,12,12,50,9,4,2023-11-15 02:32:48,0
1299,1299,422,632,324,220,222,222,79,79,79,81,188,55,54,12,12,36,7,4,2023-11-15 02:33:16,0
1297,1297,1050,1122,957,82,83,83,82,82,82,83,0,15,0,12,12,0,0,0,2023-11-15 02:34:48,0
1294,1294,867,924,800,62,62,62,62,62,62,62,0,8,0,12,12,0,0,0,2023-11-15 02:35:16,0
1296,1296,66,70,54,8,8,8,8,8,8,8,0,0,0,12,12,0,0,0,2023-11-15 02:36:48,0
1295,1295,10,9,3,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-15 02:37:16,0
1261,1261,14,3,1,1,1,1,1,1,1,1,0,1,0,12,12,0,0,0,2023-11-15 02:38:48,0
1265,1265,19,3,1,1,1,1,1,1,1,1,0,1,0,12,12,0,0,0,2023-11-15 02:39:16,0
1302,1302,49,160,1,120,119,119,32,32,32,31,117,29,36,12,12,23,4,2,2023-11-15 02:40:48,1
1297,1297,69,257,1,194,193,193,52,52,52,51,189,47,57,12,12,40,5,2,2023-11-15 02:41:16,1
1290,1290,89,373,1,288,288,288,73,73,73,73,286,72,82,12,12,58,14,0,2023-11-15 02:42:48,0
1295,1295,90,368,2,283,283,283,71,71,71,71,283,71,83,12,12,54,16,1,2023-11-15 02:43:16,0
1298,1298,579,751,499,178,179,179,67,67,67,68,149,42,44,12,12,28,5,4,2023-11-15 02:44:48,0
1295,1295,768,888,699,123,124,124,63,63,63,64,80,26,22,12,12,15,2,3,2023-11-15 02:45:16,0
1273,1273,579,605,527,39,39,39,39,39,39,39,0,3,0,12,12,0,0,0,2023-11-15 02:46:48,0
1266,1266,365,377,327,25,25,25,25,25,25,25,0,2,0,12,12,0,0,0,2023-11-15 02:47:16,0
1284,1284,9,1,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 02:48:48,0
1294,1294,10,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 02:49:16,0
1302,1302,7,3,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 02:50:48,0
1297,1297,25,77,0,59,58,58,16,16,16,15,57,14,17,12,12,11,2,1,2023-11-15 02:51:16,0
1294,1294,90,353,3,268,267,267,68,68,68,67,266,66,81,12,12,54,10,2,2023-11-15 02:52:48,0
1295,1295,94,366,4,277,277,277,71,71,71,71,275,69,83,12,12,55,13,1,2023-11-15 02:53:16,0
1296,1296,90,360,1,279,279,279,71,71,71,71,278,70,79,12,12,53,13,4,2023-11-15 02:54:48,0
1272,1272,316,542,235,232,233,233,67,67,67,68,220,56,62,12,12,43,8,4,2023-11-15 02:55:16,0
1272,1272,955,1023,880,74,75,75,68,68,68,69,8,6,2,12,12,2,0,0,2023-11-15 02:56:48,0
1296,1296,706,754,646,54,54,54,54,54,54,54,0,3,0,12,12,0,0,0,2023-11-15 02:57:16,0
1292,1292,13,9,5,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-15 02:58:48,0
1296,1296,14,11,4,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-15 02:59:16,0
1295,1295,7,3,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:00:48,0
1296,1296,9,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:01:16,0
1295,1295,51,202,1,155,154,154,40,40,40,39,153,38,45,12,12,31,5,2,2023-11-15 03:02:48,0
1295,1295,77,299,2,227,226,226,58,58,58,57,225,58,69,12,12,47,8,2,2023-11-15 03:03:16,0
1278,1278,93,375,3,288,288,288,73,73,73,73,287,73,83,12,12,56,16,0,2023-11-15 03:04:48,0
1270,1270,86,369,1,286,286,286,72,72,72,72,285,70,81,12,12,53,14,3,2023-11-15 03:05:16,0
1291,1291,604,739,513,152,152,152,68,68,68,68,112,34,34,12,12,22,2,4,2023-11-15 03:06:48,0
1295,1295,859,943,768,102,103,103,71,71,71,72,42,19,12,12,12,9,1,1,2023-11-15 03:07:16,0
1295,1295,566,596,519,38,39,39,38,38,38,39,0,4,0,12,12,0,0,0,2023-11-15 03:08:48,0
1295,1295,290,300,266,17,17,17,17,17,17,17,0,2,0,12,12,0,0,0,2023-11-15 03:09:16,0
1291,1291,10,8,5,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:10:48,0
1296,1296,11,6,3,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:11:16,0
1296,1296,9,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 03:12:48,0
1295,1295,31,90,1,68,67,67,18,18,18,17,66,16,20,12,12,12,2,2,2023-11-15 03:13:16,0
1278,1278,97,374,4,283,282,282,73,73,73,72,280,70,85,12,12,55,13,2,2023-11-15 03:14:48,0
1271,1271,95,366,3,279,279,279,71,71,71,71,278,70,83,12,12,57,13,0,2023-11-15 03:15:16,0
1296,1296,143,410,51,277,277,277,73,73,73,73,272,71,77,12,12,54,10,4,2023-11-15 03:16:48,0
1296,1296,375,598,286,230,231,231,74,74,74,75,208,56,59,12,12,40,8,4,2023-11-15 03:17:16,0
1289,1289,791,833,732,50,51,51,50,50,50,51,0,8,0,12,12,0,0,0,2023-11-15 03:18:48,0
1296,1296,537,564,498,33,33,33,33,33,33,33,0,7,0,12,12,0,0,0,2023-11-15 03:19:16,0
1296,1296,10,6,3,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:20:48,0
1297,1297,13,5,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:21:16,0
1296,1296,9,2,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:22:48,0
1294,1294,13,23,0,18,17,17,6,6,6,5,16,4,4,12,12,4,0,0,2023-11-15 03:23:16,0
1274,1274,81,310,1,237,236,236,60,60,60,59,235,59,71,12,12,48,9,2,2023-11-15 03:24:48,0
1267,1267,93,375,1,286,286,286,72,72,72,72,285,71,87,12,12,55,14,2,2023-11-15 03:25:16,0
1289,1289,89,365,3,280,280,280,72,72,72,72,278,70,80,12,12,53,13,4,2023-11-15 03:26:48,0
1296,1296,193,446,111,257,258,258,69,69,69,70,251,64,71,12,12,50,9,4,2023-11-15 03:27:16,0
1296,1296,845,924,783,84,85,85,55,55,55,56,39,14,11,12,12,8,1,0,2023-11-15 03:28:48,0
1296,1296,722,758,676,41,41,41,41,41,41,41,0,4,0,12,12,0,0,0,2023-11-15 03:29:16,0
1296,1296,6,3,2,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 03:30:48,0
1296,1296,8,3,2,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 03:31:16,0
1265,1265,6,1,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 03:32:48,0
1265,1265,8,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:33:16,0
1298,1298,62,229,2,174,174,174,45,45,45,45,172,44,51,12,12,36,5,2,2023-11-15 03:34:48,0
1294,1294,84,317,1,242,241,241,62,62,62,61,240,61,73,12,12,49,9,2,2023-11-15 03:35:16,0
1291,1291,96,368,1,283,282,282,72,72,72,71,281,71,83,12,12,54,16,0,2023-11-15 03:36:48,0
1296,1296,91,370,1,287,287,287,72,72,72,72,286,73,81,12,12,54,14,4,2023-11-15 03:37:16,0
1295,1295,753,897,665,151,152,152,77,77,77,78,99,34,28,12,12,19,2,4,2023-11-15 03:38:48,0
1295,1295,731,804,665,78,79,79,59,59,59,60,26,15,8,12,12,6,0,0,2023-11-15 03:39:16,0
1299,1299,12,10,6,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-15 03:40:48,0
1265,1265,17,10,6,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-15 03:41:16,0
1273,1273,14,3,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:42:48,0
1296,1296,12,3,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:43:16,0
1296,1296,53,206,0,159,157,157,42,42,42,40,155,40,45,12,12,32,5,2,2023-11-15 03:44:48,0
1294,1294,76,300,2,227,226,226,60,60,60,59,222,57,67,12,12,47,7,2,2023-11-15 03:45:16,0
1293,1293,90,365,3,279,280,280,71,71,71,72,278,69,81,12,12,53,16,0,2023-11-15 03:46:48,0
1293,1293,87,367,1,284,284,284,71,71,71,71,284,70,82,12,12,52,15,3,2023-11-15 03:47:16,0
1299,1299,634,787,553,158,159,159,69,69,69,70,119,37,36,12,12,24,2,4,2023-11-15 03:48:48,0
1295,1295,648,731,587,88,89,89,54,54,54,55,46,19,13,12,12,10,1,1,2023-11-15 03:49:16,0
1265,1265,40,40,34,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-15 03:50:48,0
1279,1279,7,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:51:16,0
1290,1290,7,4,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:52:48,0
1293,1293,7,3,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 03:53:16,0
1303,1303,48,174,0,133,133,133,34,34,34,34,132,33,40,12,12,26,5,2,2023-11-15 03:54:48,0
1293,1293,65,262,0,201,200,200,51,51,51,50,200,50,61,12,12,43,5,2,2023-11-15 03:55:16,0
1296,1296,87,364,1,282,281,281,71,71,71,70,281,70,81,12,12,56,14,0,2023-11-15 03:56:48,0
1296,1296,89,368,1,284,284,284,71,71,71,71,284,71,83,12,12,54,16,1,2023-11-15 03:57:16,0
1285,1285,464,635,378,177,178,178,73,73,73,74,139,41,41,12,12,27,4,4,2023-11-15 03:58:48,0
1273,1273,644,759,566,121,122,122,70,70,70,71,68,25,18,12,12,12,2,3,2023-11-15 03:59:16,0
1275,1275,214,226,192,17,17,17,17,17,17,17,0,3,0,12,12,0,0,0,2023-11-15 04:00:48,0
1295,1295,13,8,4,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-15 04:01:16,0
1295,1295,11,5,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:02:48,0
1295,1295,12,5,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:03:16,0
1302,1302,49,141,2,105,105,105,27,27,27,27,104,26,33,12,12,20,4,2,2023-11-15 04:04:48,0
1294,1294,65,230,2,175,174,174,46,46,46,45,172,43,51,12,12,36,5,2,2023-11-15 04:05:16,0
1292,1292,86,361,1,280,279,279,71,71,71,70,278,69,79,12,12,56,13,0,2023-11-15 04:06:48,0
1296,1296,89,365,1,281,281,281,70,70,70,70,281,70,83,12,12,54,16,0,2023-11-15 04:07:16,0
1263,1263,477,672,391,200,201,201,73,73,73,74,170,50,50,12,12,33,6,4,2023-11-15 04:08:48,0
1268,1268,660,799,581,144,145,145,70,70,70,71,99,34,28,12,12,19,2,4,2023-11-15 04:09:16,0
1301,1301,211,225,191,17,17,17,17,17,17,17,0,2,0,12,12,0,0,0,2023-11-15 04:10:48,0
1288,1288,10,8,1,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-15 04:11:16,0
1298,1298,7,4,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:12:48,0
1296,1296,10,6,4,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:13:16,0
1303,1303,46,155,4,115,113,113,31,31,31,29,111,28,34,12,12,22,4,2,2023-11-15 04:14:48,0
1303,1303,64,247,2,187,186,186,49,49,49,48,184,47,56,12,12,39,5,2,2023-11-15 04:15:16,0
1266,1266,101,378,4,289,289,289,74,74,74,74,287,73,83,12,12,58,14,0,2023-11-15 04:16:48,0
1269,1269,101,373,3,286,286,286,72,72,72,72,285,71,83,12,12,54,16,1,2023-11-15 04:17:16,0
1282,1282,500,672,417,181,183,183,66,66,66,68,154,41,45,12,12,29,5,4,2023-11-15 04:18:48,0
1288,1288,563,673,500,116,117,117,54,54,54,55,83,24,23,12,12,16,2,3,2023-11-15 04:19:16,0
1299,1299,92,93,83,5,5,5,5,5,5,5,0,0,0,12,12,0,0,0,2023-11-15 04:20:48,0
1296,1296,7,2,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:21:16,0
1296,1296,9,5,1,2,1,1,2,2,2,1,0,0,0,12,12,0,0,0,2023-11-15 04:22:48,0
1296,1296,11,5,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:23:16,0
1298,1298,52,170,5,125,126,126,32,32,32,33,124,31,38,12,12,24,5,2,2023-11-15 04:24:48,0
1268,1268,71,253,6,190,188,188,49,49,49,47,187,47,56,12,12,40,5,2,2023-11-15 04:25:16,0
1273,1273,116,366,3,282,280,280,72,72,72,70,279,69,80,12,12,56,13,0,2023-11-15 04:26:48,0
1304,1304,118,372,2,285,286,286,72,72,72,73,285,71,84,12,12,54,16,1,2023-11-15 04:27:16,0
1286,1286,494,668,407,182,184,184,71,71,71,73,149,42,44,12,12,29,5,4,2023-11-15 04:28:48,0
1289,1289,510,623,444,118,119,119,58,58,58,59,80,25,22,12,12,15,2,3,2023-11-15 04:29:16,0
1300,1300,49,49,39,5,5,5,5,5,5,5,0,1,0,12,12,0,0,0,2023-11-15 04:30:48,0
1297,1297,9,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:31:16,0
1296,1296,6,4,0,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-15 04:32:48,0
1296,1296,8,5,1,2,2,2,2,2,2,2,0,1,0,12,12,0,0,0,2023-11-15 04:33:16,0
1280,1280,48,171,1,130,129,129,33,33,33,32,129,32,39,12,12,25,5,2,2023-11-15 04:34:48,0
1282,1282,67,261,1,198,197,197,51,51,51,50,196,49,60,12,12,42,5,2,2023-11-15 04:35:16,0
1292,1292,90,371,1,287,286,286,73,73,73,72,285,71,82,12,12,57,14,0,2023-11-15 04:36:48,0
1295,1295,91,370,1,285,285,285,72,72,72,72,284,71,83,12,12,54,16,1,2023-11-15 04:37:16,0
1290,1290,415,584,331,174,176,176,71,71,71,73,138,42,41,12,12,27,4,4,2023-11-15 04:38:48,0
1294,1294,523,639,449,121,122,122,67,67,67,68,72,27,19,12,12,13,2,3,2023-11-15 04:39:16,0
1294,1294,136,145,119,13,13,13,13,13,13,13,0,2,0,12,12,0,0,0,2023-11-15 04:40:48,0
1295,1295,6,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 04:41:16,0
1296,1296,5,2,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:42:48,0
1295,1295,6,2,0,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:43:16,0
1267,1267,38,125,1,93,92,92,24,24,24,23,92,23,30,12,12,18,3,2,2023-11-15 04:44:48,0
1264,1264,52,213,1,164,163,163,41,41,41,40,163,41,47,12,12,34,5,2,2023-11-15 04:45:16,0
1307,1307,86,366,0,284,285,285,71,71,71,72,284,71,81,12,12,57,14,0,2023-11-15 04:46:48,0
1296,1296,90,373,0,287,287,287,73,73,73,73,286,71,85,12,12,55,16,0,2023-11-15 04:47:16,0
1288,1288,433,629,348,203,203,203,71,71,71,71,176,49,51,12,12,34,6,4,2023-11-15 04:48:48,0
1296,1296,492,622,420,137,138,138,60,60,60,61,103,31,30,12,12,20,2,4,2023-11-15 04:49:16,0
1296,1296,86,92,74,9,9,9,9,9,9,9,0,0,0,12,12,0,0,0,2023-11-15 04:50:48,0
1297,1297,8,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 04:51:16,0
1291,1291,4,1,0,1,0,0,1,1,1,0,0,0,0,12,12,0,0,0,2023-11-15 04:52:48,0
1296,1296,11,9,3,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-15 04:53:16,0
1269,1269,50,152,4,110,111,111,29,29,29,30,108,27,34,12,12,21,4,2,2023-11-15 04:54:48,0
1264,1264,61,234,1,178,177,177,45,45,45,44,177,45,54,12,12,38,5,2,2023-11-15 04:55:16,0
1297,1297,86,369,0,287,286,286,72,72,72,71,286,71,82,12,12,58,13,0,2023-11-15 04:56:48,0
1295,1295,87,367,0,284,284,284,71,71,71,71,284,70,83,12,12,54,16,0,2023-11-15 04:57:16,0
1290,1290,429,614,345,190,191,191,72,72,72,73,158,42,46,12,12,30,6,4,2023-11-15 04:58:48,0
1296,1296,456,580,387,129,130,130,61,61,61,62,91,25,25,12,12,17,2,4,2023-11-15 04:59:16,0
1296,1296,54,58,44,7,7,7,7,7,7,7,0,0,0,12,12,0,0,0,2023-11-15 05:00:48,0
1296,1296,8,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 05:01:16,0
1281,1281,4,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 05:02:48,0
1268,1268,7,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 05:03:16,0
1288,1288,51,170,5,125,123,123,35,35,35,33,120,30,37,12,12,24,4,2,2023-11-15 05:04:48,0
1294,1294,68,257,5,192,191,191,50,50,50,49,189,48,57,12,12,41,5,2,2023-11-15 05:05:16,0
1293,1293,98,376,3,286,288,288,73,73,73,75,284,72,82,12,12,57,14,0,2023-11-15 05:06:48,0
1292,1292,97,377,2,288,288,288,75,75,75,75,284,71,83,12,12,53,16,1,2023-11-15 05:07:16,0
1295,1295,440,619,356,184,184,184,73,73,73,73,148,40,43,12,12,28,5,4,2023-11-15 05:08:48,0
1292,1292,486,597,419,117,118,118,58,58,58,59,79,23,22,12,12,15,2,3,2023-11-15 05:09:16,0
1296,1296,74,70,64,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-15 05:10:48,0
1292,1292,10,1,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 05:11:16,0
1270,1270,6,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 05:12:48,0
1278,1278,7,1,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 05:13:16,0
1294,1294,49,172,3,129,129,129,33,33,33,33,128,32,39,12,12,25,5,2,2023-11-15 05:14:48,0
1295,1295,69,263,3,198,197,197,51,51,51,50,196,49,60,12,12,42,5,2,2023-11-15 05:15:16,0
1298,1298,93,373,3,287,285,285,73,73,73,71,284,71,81,12,12,58,13,0,2023-11-15 05:16:48,0
1296,1296,94,368,2,283,283,283,71,71,71,71,282,71,82,12,12,54,16,1,2023-11-15 05:17:16,0
1286,1286,419,573,341,164,166,166,60,60,60,62,140,40,42,12,12,26,5,4,2023-11-15 05:18:48,0
1294,1294,396,489,342,100,101,101,45,45,45,46,74,23,20,12,12,13,2,3,2023-11-15 05:19:16,0
1296,1296,7,6,2,2,2,2,2,2,2,2,0,0,0,12,12,0,0,0,2023-11-15 05:20:48,0
1296,1296,8,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 05:21:16,0
1274,1274,8,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 05:22:48,0
1266,1266,8,3,1,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 05:23:16,0
1296,1296,52,199,1,153,151,151,40,40,40,38,150,37,44,12,12,30,5,2,2023-11-15 05:24:48,0
1301,1301,72,292,1,223,222,222,57,57,57,56,221,56,67,12,12,47,7,2,2023-11-15 05:25:16,0
1305,1305,96,369,1,284,286,286,70,70,70,72,286,72,83,12,12,56,16,0,2023-11-15 05:26:48,0
1290,1290,95,366,1,282,283,283,70,70,70,71,283,70,82,12,12,52,15,3,2023-11-15 05:27:16,0
1293,1293,432,574,359,148,148,148,61,61,61,61,116,37,35,12,12,23,2,4,2023-11-15 05:28:48,0
1296,1296,410,484,359,80,80,80,44,44,44,44,48,20,13,12,12,10,1,1,2023-11-15 05:29:16,0
1295,1295,11,8,2,3,3,3,3,3,3,3,0,0,0,12,12,0,0,0,2023-11-15 05:30:48,0
1262,1262,15,11,3,4,4,4,4,4,4,4,0,0,0,12,12,0,0,0,2023-11-15 05:31:16,0
1255,1255,9,5,3,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 05:32:48,0
1302,1302,11,5,3,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 05:33:16,0
1299,1299,65,244,1,186,185,185,48,48,48,47,184,46,56,12,12,39,5,2,2023-11-15 05:34:48,0
1295,1295,82,334,0,255,254,254,64,64,64,63,254,63,78,12,12,51,10,2,2023-11-15 05:35:16,0
1296,1296,89,361,1,278,278,278,69,69,69,69,278,70,81,12,12,53,16,1,2023-11-15 05:36:48,0
1287,1287,85,353,1,274,274,274,69,69,69,69,274,69,78,12,12,52,13,4,2023-11-15 05:37:16,0
1290,1290,423,544,352,128,129,129,61,61,61,62,90,26,25,12,12,17,2,3,2023-11-15 05:38:48,0
1303,1303,404,459,352,62,63,63,44,44,44,45,24,10,6,12,12,6,0,0,2023-11-15 05:39:16,0
1277,1277,3,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 05:40:48,0
1265,1265,5,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,2023-11-15 05:41:16,0
1289,1289,7,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 05:42:48,0
1298,1298,8,4,2,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-15 05:43:16,0
1302,1302,68,259,0,198,196,196,52,52,52,50,194,49,59,12,12,42,5,2,2023-11-15 05:44:48,0
1295,1295,88,347,2,263,262,262,68,68,68,67,260,65,80,12,12,53,10,2,2023-11-15 05:45:16,0
