request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>","CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,"s.dao.GetBankByNo failed, err=sql: no rows in result set, <:bankNo:> <:transactionID:> <:spanID:>","matchRetByBankNameOrNo: s.BankMatchByBankNo failed, err=sql: no rows in result set, <:bankNo:> <:transactionID:> <:spanID:>","binMatch failed, <:cardNo:> <:transactionID:> <:spanID:>",huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,"cardQuery: <:*:> failed, <:*:>",<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,"s.dao.GetBankByName failed, err=sql: no rows in result set, <:*:> <:traceID:> <:transactionID:> <:spanID:>","matchRetByBankNameOrNo: s.BankMatchByName failed, err=sql: no rows in result set, <:*:> <:traceID:> <:transactionID:> <:spanID:>","Alert! New bank name=Discover <:*:> Services，I, code= <:traceID:> <:transactionID:> <:spanID:>",need retry pre call <:*:> err:need retry err: <:NUM:> error occurred: * <:*:> <:*:> context deadline exceeded (Client.Timeout exceeded while awaiting headers) <:traceID:> <:transactionID:> <:spanID:>,"DoPost: client.Do failed, <:ERRORPOST:>","CardQuery: util.DoPost failed, <:ERRORPOST:>","verifyCard: all bank channel failed, <:cardNo:> by yrouter <:traceID:> <:transactionID:> <:spanID:>","s.BinMatch failed, errCode=<:NUM:>, <:cardNo:> <:transactionID:> <:spanID:>","s.getCacheBank failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","need retry pre call cid:juHe err:not need retry err: <:NUM:> error occurred: * juHe invalid response, errorCode=<:NUM:> <:traceID:> <:transactionID:> <:spanID:>",addNewCardBin: add new <:cardBin:>,"verifyCardLocal: not match card local, card in blacklist, <:cardNo:> <:transactionID:> <:spanID:>","client.Do failed, <:ERRORGET:>","CardQuery juhe util.DoGet failed, <:ERRORGET:>",watchConfigHandler,ykms addr: ykms://ycard@<:IP:>:<:NUM:>,"watchConfigHandler, hotConfig={ChannelWeight: {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} {ID:<:NUM:> Percent:<:NUM:>} CardBlacklist: {ChannelID:<:NUM:> CardList: <:SEQ:> } }","s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:NUM:>, bankName= <:traceID:> <:transactionID:> <:spanID:>","verifyCard: <:cardNo:> <:<:resp:> * Post ""<:URL:>"": context deadline exceeded (Client.Timeout exceeded while awaiting headers) <:traceID:> <:transactionID:> <:spanID:>","need retry pre call cid:yuShan err:need retry err: <:NUM:> error occurred: * Post ""<:URL:>"": EOF <:traceID:> <:transactionID:> <:spanID:>",timestamp
1291,1291,534,623,410,103,103,103,103,103,103,103,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:01:58
1271,1271,617,706,502,103,102,102,102,102,102,101,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:03:58
1285,1285,598,681,482,99,100,100,99,99,99,100,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:05:58
1303,1303,667,756,532,112,112,112,112,112,112,112,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:07:58
1299,1299,616,706,503,101,101,101,101,101,101,101,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:09:58
1261,1261,695,781,590,97,97,97,94,94,94,94,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:11:58
1303,1303,607,713,475,122,122,122,116,116,116,116,8,12,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:13:58
1286,1286,573,663,457,103,103,103,103,103,103,103,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:15:58
1305,1305,633,717,527,95,95,95,94,94,94,94,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:17:58
1297,1297,532,610,437,87,87,87,86,86,86,86,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:19:58
1259,1259,586,686,455,117,117,117,114,114,114,114,4,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:21:58
1296,1296,373,433,293,73,73,73,67,67,67,67,8,12,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:23:58
1276,1276,61,70,24,23,23,23,23,23,23,23,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:25:58
1314,1314,44,50,17,17,16,16,17,17,17,16,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:27:58
1297,1297,120,369,19,259,259,259,77,77,77,77,242,12,12,73,47,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:29:58
1265,1265,134,426,9,308,307,307,95,95,95,94,284,12,12,85,54,4,4,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:31:58
1294,1294,490,677,192,204,206,206,86,86,86,88,158,12,12,233,36,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:33:58
1283,1283,546,621,426,99,99,99,96,96,96,96,4,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:35:58
1309,1309,655,748,529,111,111,111,108,108,108,108,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:37:58
1260,1260,602,672,502,85,85,85,85,85,85,85,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:39:58
1300,1300,669,758,559,101,100,100,99,99,99,98,2,12,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:41:58
1300,1300,527,625,407,108,109,109,108,108,108,109,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:43:58
1282,1282,565,635,462,88,88,88,85,85,85,85,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:45:58
1278,1278,569,644,474,85,85,85,85,85,85,85,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:47:58
1298,1298,540,613,437,88,88,88,88,88,88,88,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:49:58
1290,1290,582,656,478,89,89,89,89,89,89,89,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:51:58
1301,1301,523,619,401,110,110,110,107,107,107,107,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:53:58
1279,1279,592,678,475,103,103,103,100,100,100,100,4,12,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:55:58
1275,1275,600,684,486,99,99,99,99,99,99,99,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:57:58
1300,1300,134,152,99,27,26,26,27,27,27,26,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 12:59:58
1292,1292,48,38,15,11,12,12,11,11,11,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:01:58
1299,1299,131,271,44,151,150,150,70,70,70,69,108,12,12,34,21,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:03:58
1256,1256,118,408,10,302,301,301,85,85,85,84,289,12,12,83,59,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:05:58
1309,1309,312,595,18,293,295,295,84,84,84,86,279,12,12,268,57,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:07:58
1298,1298,587,651,489,81,81,81,81,81,81,81,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:09:58
1292,1292,572,652,469,92,91,91,92,92,92,91,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:11:58
1249,1249,546,636,439,98,99,99,98,98,98,99,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:13:58
1300,1300,527,604,416,94,94,94,94,94,94,94,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:15:58
1305,1305,574,663,452,105,105,105,105,105,105,105,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:17:58
1299,1299,638,718,544,87,87,87,87,87,87,87,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:19:58
1291,1291,553,623,445,89,89,89,89,89,89,89,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:21:58
1278,1278,574,672,457,108,108,108,107,107,107,107,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:23:58
1276,1276,498,563,383,90,90,90,90,90,90,90,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:25:58
1309,1309,519,600,396,102,102,102,102,102,102,102,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:27:58
1299,1299,589,692,469,111,111,111,111,111,111,111,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:29:58
1289,1289,525,611,417,98,97,97,97,97,97,96,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:31:58
1297,1297,575,685,452,118,119,119,114,114,114,115,5,12,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:33:58
1264,1264,556,640,457,92,92,92,91,91,91,91,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:35:58
1305,1305,160,179,107,36,36,36,36,36,36,36,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:37:58
1299,1299,54,69,23,27,27,27,18,18,18,18,12,12,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:39:58
1291,1291,67,145,7,99,99,99,33,33,33,33,88,12,12,28,18,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:41:58
1269,1269,122,414,13,304,303,303,86,86,86,85,290,12,12,83,57,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:43:58
1283,1283,267,554,14,295,295,295,85,85,85,85,280,12,12,230,57,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:45:58
1304,1304,558,664,388,123,124,124,109,109,109,110,19,12,12,48,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:47:58
1300,1300,548,649,422,113,113,113,113,113,113,113,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:49:58
1263,1263,487,592,344,124,124,124,124,124,124,124,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:51:58
1302,1302,617,717,491,113,113,113,113,113,113,113,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:53:58
1281,1281,575,659,455,102,102,102,102,102,102,102,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:55:58
1308,1308,517,618,380,119,119,119,119,119,119,119,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:57:58
1263,1263,633,728,499,115,114,114,115,115,115,114,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 13:59:58
1304,1304,601,690,482,103,104,104,103,103,103,104,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:01:58
1296,1296,518,617,395,114,114,114,108,108,108,108,8,12,12,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:03:58
1281,1281,607,713,473,120,120,120,120,120,120,120,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:05:58
1307,1307,581,672,460,106,106,106,106,106,106,106,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:07:58
1266,1266,490,573,391,91,91,91,91,91,91,91,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:09:58
1292,1292,529,616,399,108,108,108,108,108,108,108,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:11:58
1300,1300,39,38,12,13,13,13,13,13,13,13,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:13:58
1281,1281,60,61,19,21,21,21,21,21,21,21,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:15:58
1279,1279,90,243,20,166,165,165,51,51,51,50,153,12,12,45,31,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:17:58
1293,1293,114,399,12,295,296,296,80,80,80,81,287,12,12,83,56,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:19:58
1291,1291,371,620,75,262,262,262,85,85,85,85,236,12,12,257,50,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:21:58
1300,1300,593,678,491,93,93,93,93,93,93,93,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:23:58
1278,1278,546,631,437,97,97,97,97,97,97,97,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:25:58
1286,1286,539,637,417,110,110,110,110,110,110,110,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:27:58
1298,1298,626,722,498,112,112,112,112,112,112,112,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:29:58
1290,1290,550,642,436,103,103,103,103,103,103,103,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:31:58
1302,1302,551,639,446,98,97,97,95,95,95,94,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:33:58
1283,1283,533,626,412,106,107,107,106,106,106,107,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:35:58
1278,1278,563,661,443,109,109,109,109,109,109,109,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:37:58
1301,1301,547,623,447,88,88,88,88,88,88,88,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:39:58
1293,1293,519,586,412,87,87,87,87,87,87,87,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:41:58
1299,1299,547,624,446,91,90,90,88,88,88,87,4,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:43:58
1248,1248,567,653,443,104,105,105,104,104,104,105,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:45:58
1308,1308,87,96,50,23,23,23,23,23,23,23,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:47:58
1301,1301,60,55,25,15,15,15,15,15,15,15,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:49:58
1287,1287,86,218,15,149,149,149,47,47,47,47,136,12,12,41,27,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:51:58
1305,1305,151,439,32,304,303,303,93,93,93,92,281,12,12,81,56,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:53:58
1245,1245,349,605,37,281,282,282,87,87,87,88,259,12,12,263,54,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:55:58
1310,1310,586,681,460,110,110,110,110,110,110,110,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:57:58
1305,1305,591,687,468,110,109,109,110,110,110,109,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 14:59:58
1292,1292,514,610,383,111,112,112,111,111,111,112,0,12,12,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:01:58
1267,1267,567,659,455,102,102,102,102,102,102,102,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:03:58
1284,1284,489,585,359,113,113,113,113,113,113,113,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:05:58
1302,1302,554,639,441,99,99,99,98,98,98,98,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:07:58
1299,1299,579,681,459,112,111,111,111,111,111,110,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:09:58
1293,1293,616,710,495,107,108,108,107,107,107,108,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:11:58
1297,1297,540,634,418,108,108,108,108,108,108,108,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:13:58
1259,1259,611,684,504,90,90,90,90,90,90,90,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:15:58
1302,1302,586,678,463,108,107,107,108,108,108,107,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:17:58
1296,1296,580,676,469,104,104,104,102,102,102,102,2,12,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:19:58
1295,1295,531,619,407,107,108,108,104,104,104,105,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:21:58
1297,1297,569,660,448,106,106,106,106,106,106,106,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:23:58
1261,1261,147,175,92,42,42,42,41,41,41,41,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:25:58
1302,1302,38,37,11,13,13,13,13,13,13,13,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:27:58
1300,1300,76,168,18,106,105,105,38,38,38,37,90,12,12,28,18,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:29:58
1290,1290,130,424,18,305,304,304,91,91,91,90,286,12,12,83,57,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:31:58
1299,1299,314,597,14,301,303,303,82,82,82,84,292,12,12,271,59,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:33:58
1255,1255,543,616,444,90,90,90,81,81,81,81,12,12,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:35:58
1301,1301,552,641,437,100,100,100,100,100,100,100,0,12,12,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:37:58
1298,1298,603,695,484,107,107,107,104,104,104,104,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:39:58
1295,1295,669,778,534,123,123,123,120,120,120,120,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:41:58
1292,1292,613,690,502,94,94,94,94,94,94,94,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:43:58
1256,1256,497,572,387,93,93,93,92,92,92,92,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:45:58
1297,1297,546,645,424,111,111,111,110,110,110,110,1,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:47:58
1306,1306,580,689,460,121,120,120,109,109,109,108,16,12,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:49:58
1290,1290,514,604,396,105,106,106,102,102,102,103,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:51:58
1270,1270,514,601,390,105,105,105,105,105,105,105,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:53:58
1285,1285,586,657,485,86,86,86,86,86,86,86,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:55:58
1310,1310,516,609,396,106,106,106,106,106,106,106,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:57:58
1299,1299,448,518,351,85,85,85,82,82,82,82,4,12,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-01-06 15:59:58
