parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,timestamp,unknown
10303,10304,10303,10303,4072,48,277,48,48,262,15,48,4072,240,240,237,48,48,48,277,27,27,15,3,3,2,3,3,3,2,2,2,2023-11-24 15:10:00,1
10319,10318,10318,10318,4096,48,276,48,48,262,14,48,4096,237,237,237,48,48,48,276,27,27,14,3,3,0,3,3,3,2,2,2,2023-11-24 15:12:00,0
10284,10285,10285,10285,4070,48,323,48,48,267,56,48,4070,238,238,237,48,48,48,323,31,31,5,7,7,1,6,6,6,2,2,2,2023-11-24 15:14:00,52
10297,10297,10297,10297,4080,48,267,48,48,263,4,48,4080,238,238,237,48,48,48,267,27,27,4,3,3,1,3,3,3,2,2,2,2023-11-24 15:16:00,0
10306,10306,10306,10306,4084,48,274,48,48,263,11,48,4084,237,237,237,48,48,48,274,27,27,11,3,3,0,3,3,3,2,2,2,2023-11-24 15:18:00,0
10287,10284,10284,10284,4069,45,279,44,44,263,16,44,4069,238,238,238,44,45,44,279,28,28,16,4,4,0,4,4,3,2,2,2,2023-11-24 15:20:00,1
10256,10258,10258,10258,4055,47,280,48,48,265,15,48,4055,236,236,236,48,47,48,280,30,30,15,6,6,0,6,6,5,2,2,2,2023-11-24 15:22:00,1
10261,10262,10262,10262,4063,48,272,48,48,262,10,48,4063,237,237,237,48,48,48,272,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-24 15:24:00,0
10302,10302,10302,10302,4081,48,272,48,48,263,9,48,4081,237,237,237,48,48,48,272,27,27,9,3,3,0,3,3,3,2,2,2,2023-11-24 15:26:00,2
10206,10203,10203,10203,4043,48,271,48,48,261,10,48,4043,237,237,236,48,48,48,271,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-24 15:28:00,1
10309,10310,10310,10310,4087,48,278,48,48,265,13,48,4087,236,236,236,48,48,48,278,30,30,13,6,6,0,6,6,6,2,2,2,2023-11-24 15:30:00,0
10302,10303,10303,10303,4084,48,270,48,48,262,8,48,4084,240,240,238,48,48,48,270,27,27,8,3,3,0,3,3,3,2,2,2,2023-11-24 15:32:00,2
10284,10285,10285,10285,4074,48,270,48,48,263,7,48,4074,237,237,236,48,48,48,270,27,27,7,3,3,1,3,3,3,2,2,2,2023-11-24 15:34:00,0
10285,10282,10282,10282,4074,48,272,48,48,266,6,48,4074,239,239,238,48,48,48,272,30,30,6,6,6,0,6,6,6,2,2,2,2023-11-24 15:36:00,1
10307,10309,10309,10309,4083,48,274,48,48,263,11,48,4083,237,237,236,48,48,48,274,27,27,11,3,3,1,3,3,3,2,2,2,2023-11-24 15:38:00,0
10304,10302,10302,10302,4083,48,272,48,48,261,11,48,4083,241,241,238,48,48,48,272,27,27,11,3,3,3,3,3,2,2,2,2,2023-11-24 15:40:00,1
10288,10289,10289,10289,4075,48,277,48,48,264,13,48,4075,237,237,236,48,48,48,277,28,28,13,4,4,1,4,4,3,2,2,2,2023-11-24 15:42:00,1
10290,10293,10291,10291,4067,48,283,48,48,266,17,48,4067,239,239,238,48,48,48,283,30,30,17,6,6,1,6,6,6,2,2,2,2023-11-24 15:44:00,2
10308,10309,10309,10309,4082,48,272,48,48,263,9,48,4082,238,238,237,48,48,48,272,27,27,9,3,3,1,3,3,3,2,2,2,2023-11-24 15:46:00,2
10287,10286,10286,10286,4072,48,271,48,48,261,10,48,4072,239,239,238,48,48,48,271,27,27,10,3,3,1,3,3,3,2,2,2,2023-11-24 15:48:00,0
10311,10312,10312,10312,4084,48,278,48,48,263,15,48,4084,239,239,237,48,48,48,278,27,27,15,3,3,2,3,3,3,2,2,2,2023-11-24 15:50:00,0
10222,10222,10222,10222,4051,44,277,44,44,264,13,44,4051,235,235,235,44,44,44,277,30,30,13,6,6,0,6,6,6,2,2,2,2023-11-24 15:52:00,0
10289,10290,10288,10288,4075,48,275,48,48,263,12,48,4075,237,237,237,48,48,48,275,27,27,12,3,3,0,3,3,3,2,2,2,2023-11-24 15:54:00,0
10291,10291,10291,10291,4073,48,274,48,48,263,11,48,4073,236,236,236,48,48,48,274,27,27,11,3,3,0,3,3,3,2,2,2,2023-11-24 15:56:00,2
10291,10292,10292,10292,4077,48,273,48,48,262,11,48,4077,238,238,238,48,48,48,273,28,28,11,4,4,0,4,4,3,2,2,2,2023-11-24 15:58:00,1
10315,10314,10314,10314,4083,48,289,48,48,262,27,48,4083,237,237,237,48,48,48,289,26,26,27,2,2,0,2,2,2,2,2,2,2023-11-24 16:00:00,0
10282,10283,10283,10283,4078,48,273,48,48,264,9,48,4078,237,237,237,48,48,48,273,28,28,9,4,4,0,4,4,3,2,2,2,2023-11-24 16:02:00,1
10302,10300,10300,10300,4084,48,275,48,48,262,13,48,4084,236,236,236,48,48,48,275,27,27,13,3,3,0,3,3,3,2,2,2,2023-11-24 16:04:00,0
10288,10290,10290,10290,4077,48,271,48,48,265,6,48,4077,238,238,238,48,48,48,271,30,30,6,6,6,0,6,6,6,2,2,2,2023-11-24 16:06:00,0
10297,10295,10295,10295,4078,48,278,48,48,263,15,48,4078,237,237,237,48,48,48,278,27,27,15,3,3,0,3,3,3,2,2,2,2023-11-24 16:08:00,0
10300,10302,10302,10302,4074,48,279,48,48,263,16,48,4074,237,237,237,48,48,48,279,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-24 16:10:00,0
10304,10303,10303,10303,4083,48,273,48,48,262,11,48,4083,239,239,238,48,48,48,273,27,27,11,3,3,1,3,3,3,2,2,2,2023-11-24 16:12:00,2
10313,10314,10314,10314,4088,48,334,48,48,267,67,48,4088,237,237,237,48,48,48,334,31,31,16,7,7,0,6,6,6,2,2,2,2023-11-24 16:14:00,52
10210,10209,10209,10209,4037,48,275,48,48,260,15,48,4037,235,235,235,48,48,48,275,27,27,15,3,3,0,3,3,3,2,2,2,2023-11-24 16:16:00,0
10280,10281,10281,10281,4069,48,273,48,48,263,10,48,4069,237,237,237,48,48,48,273,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-24 16:18:00,0
10305,10304,10304,10304,4087,48,276,48,48,263,13,48,4087,238,238,237,48,48,48,276,28,28,13,4,4,0,4,4,2,2,2,2,2023-11-24 16:20:00,3
10300,10299,10299,10299,4079,48,281,48,48,266,15,48,4079,238,238,237,48,48,48,281,30,30,15,6,6,1,6,6,6,2,2,2,2023-11-24 16:22:00,0
10292,10292,10292,10292,4079,46,273,45,45,263,10,45,4079,238,238,237,45,46,45,273,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-24 16:24:00,1
10276,10275,10275,10275,4063,46,271,47,47,262,9,47,4063,238,238,238,47,46,47,271,27,27,9,3,3,0,3,3,3,2,2,2,2023-11-24 16:26:00,4
10300,10303,10303,10303,4085,48,273,48,48,262,11,48,4085,238,238,236,48,48,48,273,27,27,11,3,3,1,3,3,3,2,2,2,2023-11-24 16:28:00,1
10295,10293,10293,10293,4075,48,280,48,48,266,14,48,4075,238,238,238,48,48,48,280,30,30,14,6,6,0,6,6,6,2,2,2,2023-11-24 16:30:00,0
10306,10308,10308,10308,4079,48,280,48,48,263,17,48,4079,238,238,236,48,48,48,280,27,27,17,3,3,2,3,3,3,2,2,2,2023-11-24 16:32:00,0
10301,10301,10301,10301,4082,48,274,48,48,263,11,48,4082,239,239,238,48,48,48,274,27,27,11,3,3,1,3,3,3,2,2,2,2023-11-24 16:34:00,0
10306,10305,10305,10305,4089,48,270,48,48,263,7,48,4089,239,239,236,48,48,48,270,28,28,7,4,4,2,4,4,3,2,2,2,2023-11-24 16:36:00,2
10312,10312,10312,10312,4090,48,276,48,48,266,10,48,4090,238,238,238,48,48,48,276,30,30,10,6,6,0,6,6,5,2,2,2,2023-11-24 16:38:00,11
10221,10222,10222,10222,4055,48,270,48,48,260,10,48,4055,235,235,235,48,48,48,270,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-24 16:40:00,0
10257,10255,10255,10255,4054,48,272,48,48,262,10,48,4054,237,237,237,48,48,48,272,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-24 16:42:00,0
10290,10292,10292,10292,4077,48,277,48,48,266,11,48,4077,236,236,236,48,48,48,277,30,30,11,6,6,0,6,6,6,2,2,2,2023-11-24 16:44:00,0
10302,10300,10300,10300,4079,48,272,48,48,263,9,48,4079,238,238,238,48,48,48,272,27,27,9,3,3,0,3,3,3,2,2,2,2023-11-24 16:46:00,0
10287,10289,10289,10289,4070,48,274,48,48,263,11,48,4070,240,240,239,48,48,48,274,27,27,11,3,3,1,3,3,3,2,2,2,2023-11-24 16:48:00,10
10297,10296,10296,10296,4077,48,271,48,48,261,10,48,4077,237,237,237,48,48,48,271,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-24 16:50:00,0
10275,10274,10274,10274,4066,48,275,48,48,266,9,48,4066,237,237,237,48,48,48,275,30,30,9,6,6,0,6,6,6,2,2,2,2023-11-24 16:52:00,0
10309,10310,10310,10310,4080,48,280,48,48,263,17,48,4080,237,237,237,48,48,48,280,27,27,17,3,3,0,3,3,3,2,2,2,2023-11-24 16:54:00,0
10302,10303,10303,10303,4087,48,271,48,48,263,8,48,4087,238,238,237,48,48,48,271,27,27,8,3,3,1,3,3,2,2,2,2,2023-11-24 16:56:00,5
10286,10283,10283,10283,4074,48,273,48,48,262,11,48,4074,236,236,236,48,48,48,273,28,28,11,4,4,0,4,4,3,2,2,2,2023-11-24 16:58:00,7
10303,10304,10304,10304,4080,44,277,44,44,266,11,44,4080,239,239,238,44,44,44,277,30,30,11,6,6,1,6,6,6,2,2,2,2023-11-24 17:00:00,10
10263,10262,10262,10262,4069,48,272,48,48,263,9,48,4069,237,237,237,48,48,48,272,27,27,9,3,3,0,3,3,3,2,2,2,2023-11-24 17:02:00,0
10214,10217,10217,10217,4049,48,269,48,48,260,9,48,4049,235,235,235,48,48,48,269,26,26,9,3,3,0,3,3,3,2,2,2,2023-11-24 17:04:00,0
10283,10283,10283,10283,4070,48,269,48,48,262,7,48,4070,238,238,238,48,48,48,269,27,27,7,3,3,0,3,3,3,2,2,2,2023-11-24 17:06:00,0
10300,10299,10299,10299,4080,48,276,48,48,265,11,48,4080,236,236,236,48,48,48,276,30,30,11,6,6,0,6,6,6,2,2,2,2023-11-24 17:08:00,2
10298,10299,10299,10299,4076,48,277,48,48,263,14,48,4076,238,238,238,48,48,48,277,27,27,14,3,3,0,3,3,3,2,2,2,2023-11-24 17:10:00,0
10284,10284,10284,10284,4077,48,277,48,48,269,8,48,4077,236,236,236,48,48,48,277,33,33,8,6,3,0,3,3,3,2,2,2,2023-11-24 17:12:00,11
10311,10309,10309,10309,4086,48,348,48,48,287,61,48,4086,238,238,237,48,48,48,348,51,51,10,16,5,0,4,4,3,2,2,2,2023-11-24 17:14:00,87
10308,10309,10309,10309,4085,48,310,48,48,300,10,48,4085,238,238,237,48,48,48,310,66,66,10,24,6,1,6,6,5,2,2,2,2023-11-24 17:16:00,55
10290,10289,10289,10289,4076,48,318,48,48,309,9,48,4076,240,240,237,48,48,48,318,73,73,9,26,3,3,3,3,3,2,2,2,2023-11-24 17:18:00,72
10298,10302,10300,10300,4077,48,325,48,48,311,14,48,4077,238,238,238,48,48,48,325,75,75,14,27,3,0,3,3,3,2,2,2,2023-11-24 17:20:00,72
10278,10278,10278,10278,4070,48,324,48,48,314,10,48,4070,237,237,236,48,48,48,324,78,78,10,30,6,1,6,6,6,2,2,2,2023-11-24 17:22:00,72
10309,10307,10307,10307,4086,48,312,48,48,301,11,48,4086,238,238,238,48,48,48,312,67,67,11,23,3,0,3,3,3,2,2,2,2023-11-24 17:24:00,60
10282,10284,10284,10284,4072,48,308,48,48,297,11,48,4072,236,236,236,48,48,48,308,61,61,11,20,3,0,3,3,3,2,2,2,2023-11-24 17:26:00,61
10211,10211,10211,10211,4043,48,307,48,48,297,10,48,4043,237,237,236,48,48,48,307,63,63,10,21,3,1,3,3,3,2,2,2,2023-11-24 17:28:00,54
10286,10286,10286,10286,4078,44,327,44,44,318,9,44,4078,236,236,236,44,44,44,327,82,82,9,32,6,0,6,6,6,2,2,2,2023-11-24 17:30:00,78
10287,10286,10286,10286,4078,48,319,48,48,313,6,48,4078,240,240,238,48,48,48,319,77,77,6,28,3,2,3,3,3,2,2,2,2023-11-24 17:32:00,75
10291,10292,10292,10292,4080,48,319,48,48,307,12,48,4080,236,236,236,48,48,48,319,73,73,12,26,3,0,3,3,2,2,2,2,2023-11-24 17:34:00,70
10297,10297,10297,10297,4075,48,316,48,48,304,12,48,4075,238,238,238,48,48,48,316,68,68,12,24,4,0,4,4,3,2,2,2,2023-11-24 17:36:00,63
10310,10309,10309,10309,4087,48,326,48,48,312,14,48,4087,237,237,236,48,48,48,326,76,76,14,29,6,1,6,6,6,2,2,2,2023-11-24 17:38:00,69
10305,10304,10304,10304,4080,48,327,48,48,315,12,48,4080,238,238,238,48,48,48,327,79,79,12,29,3,0,3,3,3,2,2,2,2023-11-24 17:40:00,78
10278,10279,10279,10279,4072,48,312,48,48,299,13,48,4072,236,236,236,48,48,48,312,65,65,13,22,3,0,3,3,3,2,2,2,2023-11-24 17:42:00,57
10278,10278,10278,10278,4068,48,309,48,48,303,6,48,4068,239,239,238,48,48,48,309,67,67,6,23,3,1,3,3,3,2,2,2,2023-11-24 17:44:00,60
10282,10283,10283,10283,4077,48,304,48,48,298,6,48,4077,236,236,236,48,48,48,304,62,62,6,22,6,0,6,6,6,2,2,2,2023-11-24 17:46:00,48
10294,10294,10294,10294,4071,48,305,48,48,293,12,48,4071,238,238,238,48,48,48,305,57,57,12,18,3,0,3,3,3,2,2,2,2023-11-24 17:48:00,45
10283,10282,10283,10282,4068,48,313,48,48,295,18,48,4068,237,237,236,48,48,48,313,59,59,18,19,3,1,3,3,3,2,2,2,2023-11-24 17:50:00,48
10285,10285,10284,10285,4069,48,301,48,48,290,11,48,4069,239,239,239,48,48,48,301,54,54,11,17,4,0,4,4,3,2,2,2,2023-11-24 17:52:00,40
10190,10191,10191,10191,4040,48,314,48,48,307,7,48,4040,236,236,235,48,48,48,314,74,74,7,28,6,1,6,6,5,2,2,2,2023-11-24 17:54:00,67
10245,10244,10244,10244,4058,48,291,48,48,284,7,48,4058,236,236,236,48,48,48,291,49,49,7,14,3,0,3,3,3,2,2,2,2023-11-24 17:56:00,33
10245,10245,10245,10245,4059,48,315,48,48,302,13,48,4059,237,237,237,48,48,48,315,67,67,13,23,3,0,3,3,3,2,2,2,2023-11-24 17:58:00,60
10264,10265,10265,10265,4068,48,304,48,48,296,8,48,4068,237,237,237,48,48,48,304,61,61,8,20,3,0,3,3,3,2,2,2,2023-11-24 18:00:00,61
10165,10163,10163,10163,4010,44,272,44,44,264,8,44,4010,236,236,236,44,44,44,272,30,30,8,6,6,0,6,6,6,2,2,2,2023-11-24 18:02:00,2
10234,10236,10236,10236,4054,48,293,48,48,282,11,48,4054,236,236,236,48,48,48,293,47,47,11,13,3,0,3,3,3,2,2,2,2023-11-24 18:04:00,30
10174,10170,10170,10170,4023,48,278,48,48,275,3,48,4023,236,236,236,48,48,48,278,41,41,3,10,3,0,3,3,3,2,2,2,2023-11-24 18:06:00,21
10202,10206,10206,10206,4042,48,305,48,48,296,9,48,4042,236,236,236,48,48,48,305,63,63,9,21,3,0,3,3,3,2,2,2,2023-11-24 18:08:00,59
10244,10244,10244,10244,4059,48,312,48,48,301,11,48,4059,236,236,236,48,48,48,312,66,66,11,24,6,0,6,6,6,2,2,2,2023-11-24 18:10:00,54
10247,10246,10246,10246,4069,48,312,48,48,307,5,48,4069,236,236,236,48,48,48,312,73,73,5,26,3,0,3,3,2,2,2,2,2023-11-24 18:12:00,70
10279,10280,10280,10280,4061,48,337,48,48,269,68,48,4061,241,241,240,48,48,48,337,33,33,17,7,5,1,4,4,3,2,2,2,2023-11-24 18:14:00,59
10287,10287,10287,10287,4080,48,284,48,48,277,7,48,4080,236,236,236,48,48,48,284,41,41,7,10,3,0,3,3,3,2,2,2,2023-11-24 18:16:00,21
10203,10202,10202,10202,4040,48,291,48,48,284,7,48,4040,236,236,236,48,48,48,291,50,50,7,16,6,0,6,6,6,2,2,2,2023-11-24 18:18:00,30
10314,10315,10315,10315,4086,48,292,48,48,273,19,48,4086,237,237,237,48,48,48,292,39,39,19,9,3,0,3,3,3,2,2,2,2023-11-24 18:20:00,18
10278,10278,10278,10278,4063,48,306,48,48,289,17,48,4063,238,238,237,48,48,48,306,53,53,17,16,3,1,3,3,3,2,2,2,2023-11-24 18:22:00,39
10308,10306,10306,10306,4087,48,315,48,48,302,13,48,4087,238,238,237,48,48,48,315,66,66,13,23,4,1,4,4,4,2,2,2,2023-11-24 18:24:00,57
10295,10296,10296,10296,4084,48,310,48,48,303,7,48,4084,237,237,237,48,48,48,310,67,67,7,24,5,0,5,5,5,2,2,2,2023-11-24 18:26:00,57
10294,10294,10294,10294,4080,48,281,48,48,273,8,48,4080,237,237,237,48,48,48,281,39,39,8,9,3,0,3,3,3,2,2,2,2023-11-24 18:28:00,18
10279,10280,10280,10280,4067,48,272,48,48,264,8,48,4067,239,239,238,48,48,48,272,28,28,8,4,4,0,4,4,3,2,2,2,2023-11-24 18:30:00,2
10285,10285,10285,10285,4076,44,279,44,44,266,13,44,4076,237,237,237,44,44,44,279,30,30,13,6,6,0,6,6,5,2,2,2,2023-11-24 18:32:00,1
10320,10319,10319,10319,4096,48,274,48,48,263,11,48,4096,239,239,238,48,48,48,274,27,27,11,3,3,0,3,3,3,2,2,2,2023-11-24 18:34:00,1
10280,10281,10281,10281,4064,48,274,48,48,261,13,48,4064,237,237,237,48,48,48,274,27,27,13,3,3,0,3,3,3,2,2,2,2023-11-24 18:36:00,2
10289,10286,10286,10286,4075,48,280,48,48,267,13,48,4075,236,236,236,48,48,48,280,31,31,13,5,3,0,3,3,3,2,2,2,2023-11-24 18:38:00,16
10304,10306,10306,10306,4084,48,282,48,48,273,9,48,4084,239,239,238,48,48,48,282,37,36,9,9,6,0,6,6,6,2,2,2,2023-11-24 18:40:00,10
10187,10188,10188,10188,4033,48,271,48,48,261,10,48,4033,234,234,234,48,48,48,271,28,29,10,4,3,0,3,3,3,2,2,2,2023-11-24 18:42:00,3
10297,10297,10297,10297,4082,48,270,48,48,262,8,48,4082,239,239,238,48,48,48,270,27,27,8,3,3,0,3,3,3,2,2,2,2023-11-24 18:44:00,3
10308,10308,10308,10308,4085,48,277,48,48,263,14,48,4085,236,236,236,48,48,48,277,27,27,14,3,3,0,3,3,3,2,2,2,2023-11-24 18:46:00,0
10307,10305,10306,10306,4080,48,281,48,48,266,15,48,4080,241,241,238,48,48,48,281,30,30,15,6,6,1,6,6,6,2,2,2,2023-11-24 18:48:00,2
10294,10293,10292,10292,4076,48,273,48,48,262,11,48,4076,237,237,237,48,48,48,273,27,27,11,3,3,0,3,3,2,2,2,2,2023-11-24 18:50:00,1
10301,10303,10303,10303,4077,48,275,48,48,263,12,48,4077,237,237,237,48,48,48,275,28,28,12,4,4,0,4,4,3,2,2,2,2023-11-24 18:52:00,1
10318,10319,10319,10319,4092,48,378,48,48,263,115,48,4092,237,237,237,48,48,48,378,27,27,115,3,3,0,3,3,3,2,2,2,2023-11-24 18:54:00,0
10293,10293,10293,10293,4082,48,270,48,48,265,5,48,4082,237,237,237,48,48,48,270,30,30,5,6,6,0,6,6,6,2,2,2,2023-11-24 18:56:00,3
10296,10296,10296,10296,4076,48,273,48,48,263,10,48,4076,237,237,237,48,48,48,273,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-24 18:58:00,1
10298,10298,10298,10298,4082,48,273,48,48,263,10,48,4082,237,237,237,48,48,48,273,27,27,10,3,3,0,3,3,3,2,2,2,2023-11-24 19:00:00,0
10239,10237,10239,10239,4038,48,272,48,48,261,11,48,4038,238,238,237,48,48,48,272,27,27,11,3,3,1,3,3,3,2,2,2,2023-11-24 19:02:00,2
10305,10305,10305,10305,4089,44,277,44,44,263,14,44,4089,237,237,237,44,44,44,277,27,27,14,3,3,0,3,3,3,2,2,2,2023-11-24 19:04:00,9
10221,10221,10221,10221,4055,48,263,48,48,258,5,48,4055,235,235,235,48,48,48,263,24,24,5,0,0,0,0,0,0,2,2,2,2023-11-24 19:06:00,1
10299,10298,10298,10298,4080,48,269,48,48,260,9,48,4080,237,237,237,48,48,48,269,24,24,9,0,0,0,0,0,0,2,2,2,2023-11-24 19:08:00,0
10288,10289,10289,10289,4070,48,277,48,48,261,16,48,4070,237,237,237,48,48,48,277,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-24 19:10:00,0
10305,10303,10303,10303,4085,48,280,48,48,266,14,48,4085,237,237,237,48,48,48,280,30,30,14,6,6,0,6,6,6,2,2,2,2023-11-24 19:12:00,0
10296,10298,10298,10298,4069,48,335,48,48,264,71,48,4069,237,237,237,48,48,48,335,28,28,20,4,4,0,3,3,2,2,2,2,2023-11-24 19:14:00,53
10310,10310,10310,10310,4085,48,273,48,48,264,9,48,4085,238,238,238,48,48,48,273,28,28,9,4,4,0,4,4,3,2,2,2,2023-11-24 19:16:00,1
10301,10300,10300,10300,4080,48,270,48,48,263,7,48,4080,237,237,237,48,48,48,270,27,27,7,3,3,0,3,3,3,2,2,2,2023-11-24 19:18:00,0
10286,10287,10287,10287,4074,48,272,48,48,264,8,48,4074,238,238,238,48,48,48,272,30,30,8,6,6,0,6,6,6,2,2,2,2023-11-24 19:20:00,2
10276,10276,10276,10276,4064,48,280,48,48,263,17,48,4064,236,236,236,48,48,48,280,27,27,17,3,3,0,3,3,3,2,2,2,2023-11-24 19:22:00,0
10311,10311,10311,10311,4090,48,274,48,48,263,11,48,4090,240,240,239,48,48,48,274,27,27,11,3,3,0,3,3,3,2,2,2,2023-11-24 19:24:00,11
10299,10299,10299,10299,4081,48,275,48,48,266,9,48,4081,237,237,236,48,48,48,275,30,30,9,6,6,1,6,6,6,2,2,2,2023-11-24 19:26:00,0
10297,10297,10297,10297,4081,48,368,48,48,261,107,48,4081,238,238,238,48,48,48,368,27,27,107,3,3,0,3,3,3,2,2,2,2023-11-24 19:28:00,12
10216,10215,10215,10215,4053,48,266,48,48,261,5,48,4053,235,235,235,48,48,48,266,27,27,5,3,3,0,3,3,3,2,2,2,2023-11-24 19:30:00,0
10306,10304,10304,10304,4088,48,273,48,48,264,9,48,4088,237,237,237,48,48,48,273,28,28,9,4,4,0,4,4,3,2,2,2,2023-11-24 19:32:00,1
10276,10279,10279,10279,4069,44,272,44,44,266,6,44,4069,237,237,237,44,44,44,272,30,30,6,6,6,0,6,6,5,2,2,2,2023-11-24 19:34:00,12
10284,10282,10282,10282,4070,48,272,48,48,261,11,48,4070,237,237,237,48,48,48,272,27,27,11,3,3,0,3,3,3,2,2,2,2023-11-24 19:36:00,1
10308,10306,10306,10306,4085,48,274,48,48,263,11,48,4085,238,238,238,48,48,48,274,27,27,11,3,3,0,3,3,3,2,2,2,2023-11-24 19:38:00,0
10294,10297,10297,10297,4080,48,270,48,48,263,7,48,4080,237,237,237,48,48,48,270,27,27,7,3,3,0,3,3,3,2,2,2,2023-11-24 19:40:00,2
10273,10274,10274,10274,4063,48,274,48,48,266,8,48,4063,237,237,237,48,48,48,274,30,30,8,6,6,0,6,6,6,2,2,2,2023-11-24 19:42:00,0
10300,10299,10299,10299,4079,48,278,48,48,263,15,48,4079,237,237,237,48,48,48,278,27,27,15,3,3,0,3,3,3,2,2,2,2023-11-24 19:44:00,0
10294,10295,10295,10295,4073,48,270,48,48,261,9,48,4073,238,238,237,48,48,48,270,27,27,9,3,3,1,3,3,3,2,2,2,2023-11-24 19:46:00,0
10303,10303,10303,10303,4082,48,275,48,48,263,12,48,4082,239,239,238,48,48,48,275,27,27,12,3,3,0,3,3,3,2,2,2,2023-11-24 19:48:00,1
10289,10288,10288,10288,4077,48,272,48,48,266,6,48,4077,236,236,236,48,48,48,272,30,30,6,6,6,0,6,6,6,2,2,2,2023-11-24 19:50:00,0
10314,10315,10315,10315,4083,48,278,48,48,263,15,48,4083,240,240,238,48,48,48,278,27,27,15,3,3,2,3,3,2,2,2,2,2023-11-24 19:52:00,1
10300,10298,10298,10298,4080,48,272,48,48,264,8,48,4080,236,236,236,48,48,48,272,28,28,8,4,4,0,4,4,3,2,2,2,2023-11-24 19:54:00,5
10213,10214,10214,10214,4044,48,267,48,48,258,9,48,4044,237,237,236,48,48,48,267,26,26,9,3,3,1,3,3,3,2,2,2,2023-11-24 19:56:00,4
10300,10300,10300,10300,4084,48,272,48,48,266,6,48,4084,236,236,236,48,48,48,272,30,30,6,6,6,0,6,6,6,2,2,2,2023-11-24 19:58:00,0
10303,10302,10302,10302,4087,48,270,48,48,263,7,48,4087,238,238,238,48,48,48,270,27,27,7,3,3,0,3,3,3,2,2,2,2023-11-24 20:00:00,4
10266,10265,10266,10266,4061,48,276,48,48,263,13,48,4061,236,236,236,48,48,48,276,27,27,13,3,3,0,3,3,3,2,2,2,2023-11-24 20:02:00,0
10302,10302,10302,10302,4084,48,274,48,48,266,8,48,4084,238,238,238,48,48,48,274,30,30,8,6,6,0,6,6,6,2,2,2,2023-11-24 20:04:00,0
10289,10290,10290,10290,4071,48,274,48,48,263,11,48,4071,237,237,237,48,48,48,274,29,29,11,4,3,0,3,3,3,2,2,2,2023-11-24 20:06:00,7
10287,10287,10287,10287,4073,44,275,44,44,263,12,44,4073,237,237,237,44,44,44,275,27,27,12,3,3,0,3,3,3,2,2,2,2023-11-24 20:08:00,9
10289,10289,10289,10289,4072,48,269,48,48,264,5,48,4072,240,240,239,48,48,48,269,28,28,5,4,4,0,4,4,3,2,2,2,2023-11-24 20:10:00,3
10318,10318,10318,10318,4090,48,276,48,48,265,11,48,4090,238,238,236,48,48,48,276,30,30,11,6,6,2,6,6,5,2,2,2,2023-11-24 20:12:00,3
10323,10324,10324,10324,4088,48,329,48,48,264,65,48,4088,241,241,240,48,48,48,329,28,28,14,4,4,1,3,3,3,2,2,2,2023-11-24 20:14:00,52
10303,10302,10302,10302,4079,48,274,48,48,264,10,48,4079,237,237,237,48,48,48,274,28,28,10,3,3,0,3,3,3,2,2,2,2023-11-24 20:16:00,0
10297,10295,10295,10295,4082,48,270,48,48,262,8,48,4082,240,240,237,48,48,48,270,27,27,8,3,3,2,3,3,3,2,2,2,2023-11-24 20:18:00,1
10208,10209,10209,10209,4038,48,277,48,48,263,14,48,4038,235,235,235,48,48,48,277,29,29,14,6,6,0,6,6,6,2,2,2,2023-11-24 20:20:00,4
10280,10282,10282,10282,4069,48,274,48,48,262,12,48,4069,237,237,237,48,48,48,274,27,27,12,3,3,0,3,3,3,2,2,2,2023-11-24 20:22:00,0
10305,10304,10304,10304,4080,48,275,48,48,263,12,48,4080,238,238,238,48,48,48,275,27,27,12,3,3,0,3,3,3,2,2,2,2023-11-24 20:24:00,0
