parse metadata,infra.grpc.invoker,get metadata from header,parseDataReportFlag ok,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,<:REQ:>,getDept success,getBackupEmp success,Depts only have yunzhanghu,getPermTagsAndValues <:*:>,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,no need or no have tags,build <:*:>,ClientEnvHandler is <:*:>,<:GIN:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Response=<:MAP:>,message,superiorAndDeputy empty,approve callback start,svc.ApproveCallback failed,approve status error,loaded policy count:<:NUM:>,loadRegoMySQLInterval success,<:list modules:>,timestamp,unknown,timestamp,"container_memory_rss{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} / 1048576","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_transmit_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8","sum(rate(container_network_receive_bytes_total{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"", pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", node=""10.200.65.114"", metrics_path=""/metrics/cadvisor""}[1m])) by (pod,namespace,node) * 8.1","(sum(irate(container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container!="""",container!=""POD"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"", metrics_path=""/metrics/cadvisor""} [1m])) by(namespace,pod) / on (namespace,pod) (sum(container_spec_cpu_quota{prometheus=""monitoring-cce-bj4-dev-01"",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",container!="""",metrics_path=""/metrics/cadvisor""}) by(namespace,pod) / 100000) ) * 100","irate (container_cpu_usage_seconds_total{prometheus=""monitoring-cce-bj4-dev-01"",container="""",namespace=~""jiesuan"",pod=~""yid-k8s-aiops-81-5778cb86bf-tmvfd"",metrics_path=""/metrics/cadvisor""} [1m]) * 100",target_metric
10779,10780,10780,10780,4083,114,350,114,114,334,16,114,4083,307,307,307,114,114,114,350,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 13:24:00,0,1700736840,256.5546875,4391022.666666667,4072705.866666666,4391022.666666667,13.061724613330119,20.296138090003904,1
10754,10754,10754,10754,4078,115,345,115,115,331,14,115,4078,309,309,308,115,115,115,345,26,26,14,2,2,1,2,2,2,2,2,2,2023-11-23 13:26:00,2,1700736960,268.6484375,3281983.3322221483,3148138.1425428363,3281983.3322221483,14.063809382857006,26.10816484766049,1
10723,10721,10721,10721,4070,118,326,118,118,323,3,118,4070,308,308,307,118,118,118,326,25,25,3,1,1,0,1,1,0,2,2,2,2023-11-23 13:28:00,2,1700737080,270.62890625,2946430.666666666,2740217.333333333,2946430.666666666,13.594700995567512,14.463057760003725,1
10802,10804,10804,10804,4082,132,358,132,132,336,22,132,4082,310,310,309,132,132,132,358,24,24,22,0,0,1,0,0,0,2,2,2,2023-11-23 13:30:00,0,1700737200,259.23828125,5829669.333333332,5291877.866666666,5829669.333333332,14.360430144442944,20.90140471334356,1
10758,10755,10755,10755,4079,118,340,118,118,323,17,118,4079,300,300,298,118,118,118,340,24,24,17,0,0,2,0,0,0,2,2,2,2023-11-23 13:32:00,2,1700737320,258.44921875,4163907.2,3676578.933333333,4163907.2,14.40471384000072,29.330991346675248,1
10797,10799,10799,10799,4075,125,354,125,125,344,10,125,4075,311,311,310,125,125,125,354,24,24,10,0,0,1,0,0,0,2,2,2,2023-11-23 13:34:00,1,1700737440,268.7734375,5452722.133333334,4883832.8,5452722.133333334,15.992437644454187,23.366757666663037,1
10778,10779,10779,10779,4079,120,348,120,120,331,17,120,4079,310,310,309,120,120,120,348,24,24,17,0,0,1,0,0,0,2,2,2,2023-11-23 13:36:00,0,1700737560,257.9140625,4839139.733333333,4588033.066666666,4839139.733333333,18.42378122444239,23.50292868999532,1
10766,10764,10764,10764,4074,116,351,116,116,326,25,116,4074,307,307,305,116,116,116,351,24,24,25,0,0,1,0,0,0,2,2,2,2023-11-23 13:38:00,1,1700737680,257.05859375,6767911.733333332,6081015.2,6767911.733333332,14.90396002887994,9.68755529000191,1
10740,10741,10741,10741,4070,108,348,108,108,327,21,108,4070,310,310,309,108,108,108,348,24,24,21,0,0,0,0,0,0,2,2,2,2023-11-23 13:40:00,1,1700737800,260.7578125,2142328.8,2114520.0,2142328.8,15.439350695556236,27.91528205333937,1
10668,10669,10669,10669,4039,107,343,107,107,321,22,107,4039,303,303,301,107,107,107,343,26,26,22,2,2,1,2,2,2,2,2,2,2023-11-23 13:42:00,1,1700737920,261.3203125,4800544.0,4325114.133333334,4800544.0,12.374934402210377,12.600109026655748,1
10747,10746,10746,10746,4077,107,340,107,107,329,11,107,4077,303,303,302,107,107,107,340,24,24,11,0,0,1,0,0,0,2,2,2,2023-11-23 13:44:00,0,1700738040,260.66796875,6245018.666666668,5838353.866666666,6245018.666666668,12.44635042666535,30.303257873335195,1
10728,10728,10728,10728,4069,114,348,114,114,329,19,114,4069,306,306,304,114,114,114,348,27,27,19,3,3,2,3,3,2,2,2,2,2023-11-23 13:46:00,1,1700738160,271.42578125,4922591.733333333,4574351.466666667,4922591.733333333,14.623412257788004,13.273414276676094,1
10748,10749,10749,10749,4067,120,346,120,120,333,13,120,4067,301,301,300,120,120,120,346,28,28,13,4,4,1,4,4,4,2,2,2,2023-11-23 13:48:00,0,1700738280,258.04296875,5561899.733333333,5083057.333333333,5561899.733333333,7.135584815550827,12.150094376678073,1
10760,10760,10760,10760,4073,116,351,116,116,330,21,116,4073,299,299,298,116,116,116,351,27,27,21,3,3,0,3,3,3,2,2,2,2023-11-23 13:50:00,1,1700738400,268.46875,4990443.2,4333795.466666667,4990443.2,19.521664953321707,17.845532870002593,1
10799,10799,10799,10799,4080,120,358,120,120,339,19,120,4080,304,304,302,120,120,120,358,26,26,19,2,2,0,2,2,2,2,2,2,2023-11-23 13:52:00,2,1700738520,253.23046875,4560481.946991165,4072978.5630938485,4560481.946991165,15.923360304509226,20.636726051005756,1
10772,10772,10772,10772,4078,114,352,114,114,333,19,114,4078,305,305,304,114,114,114,352,29,29,19,5,5,1,5,5,5,2,2,2,2023-11-23 13:54:00,0,1700738640,261.859375,4359543.2,4008449.866666666,4359543.2,16.170459520007068,25.961592236659875,1
10745,10745,10745,10745,4076,114,337,114,114,324,13,114,4076,315,315,312,114,114,114,337,27,27,13,3,3,2,3,3,3,2,2,2,2023-11-23 13:56:00,1,1700738760,260.015625,4664710.133333334,4409871.466666667,4664710.133333334,14.088987919999962,23.405953946664038,1
10767,10766,10766,10766,4080,112,346,112,112,328,18,112,4080,300,300,300,112,112,112,346,26,26,18,2,2,0,2,2,2,2,2,2,2023-11-23 13:58:00,0,1700738880,268.6796875,4436394.347420344,4028638.581522464,4436394.347420344,16.400255810331714,21.27572515331904,1
10778,10777,10777,10777,4073,117,347,117,117,326,21,117,4073,314,314,311,117,117,117,347,27,27,21,3,3,2,3,3,3,2,2,2,2023-11-23 14:00:00,1,1700739000,267.0625,4988438.666666667,4663866.933333334,4988438.666666667,15.291331728884769,20.513088736649173,1
10724,10724,10724,10724,4062,116,359,116,116,337,22,116,4062,300,300,300,116,116,116,359,29,29,22,5,5,0,5,5,5,2,2,2,2023-11-23 14:02:00,0,1700739120,277.74609375,4474817.329820232,3904442.3840176105,4474817.329820232,17.277634508457574,23.88351452156065,1
10756,10757,10757,10757,4075,112,357,112,112,337,20,112,4075,306,306,305,112,112,112,357,26,26,20,2,2,1,2,2,2,2,2,2,2023-11-23 14:04:00,0,1700739240,259.03125,3998612.8,3525995.466666667,3998612.8,16.23810397333323,26.958327116662986,1
10674,10676,10675,10675,4044,118,351,118,118,337,14,118,4044,297,297,293,118,118,118,351,27,27,14,3,3,1,3,3,2,2,2,2,2023-11-23 14:06:00,4,1700739360,268.01953125,5842425.333333332,5261389.6,5842425.333333332,15.483188402221355,21.867201653318872,1
10764,10764,10762,10762,4079,116,351,116,116,331,20,116,4079,304,304,304,116,116,116,351,28,28,20,4,4,0,4,4,4,2,2,2,2023-11-23 14:08:00,7,1700739480,259.11328125,4387205.333333333,4012474.933333333,4387205.333333333,14.871359608886351,25.507527546675803,1
10761,10764,10763,10763,4070,119,348,119,119,331,17,119,4070,299,299,295,119,119,119,348,27,27,17,3,3,3,3,3,2,2,2,2,2023-11-23 14:10:00,2,1700739600,266.625,4434135.2,4024003.7333333325,4434135.2,8.77169835111191,12.051883346648538,1
10770,10770,10770,10770,4080,111,400,111,111,331,69,111,4080,315,315,313,111,111,111,400,27,27,18,3,3,2,2,2,2,2,2,2,2023-11-23 14:12:00,59,1700739720,267.35546875,4248846.4,3722427.2,4248846.4,8.898398548885273,22.27587450666761,1
10756,10756,10756,10756,4076,125,353,125,125,336,17,125,4076,304,304,302,125,125,125,353,27,27,17,3,3,2,3,3,3,2,2,2,2023-11-23 14:14:00,4,1700739840,258.859375,4469633.569976335,4047175.015831751,4469633.569976335,15.145624637532716,13.316025854080275,1
10777,10776,10776,10776,4076,114,348,114,114,331,17,114,4076,311,311,311,114,114,114,348,29,29,17,5,5,0,5,5,5,2,2,2,2023-11-23 14:16:00,1,1700739960,259.51171875,4484180.0,4181853.866666666,4484180.0,14.996581028891445,25.469908310017967,1
10753,10752,10752,10752,4077,109,335,109,109,325,10,109,4077,315,315,315,109,109,109,335,26,26,10,2,2,0,2,2,2,2,2,2,2023-11-23 14:18:00,0,1700740080,257.1953125,4058547.7197774737,3587631.300176555,4058547.7197774737,17.30003661903797,22.16003302242155,1
10796,10795,10795,10795,4075,127,350,127,127,331,19,127,4075,305,305,304,127,127,127,350,27,27,19,3,3,1,3,3,3,2,2,2,2023-11-23 14:20:00,4,1700740200,258.234375,4418247.733333333,4083602.4,4418247.733333333,15.627189559988134,9.214573159988504,1
10748,10751,10751,10751,4069,111,361,111,111,339,22,111,4069,301,301,300,111,111,111,361,26,26,22,2,2,1,2,2,2,2,2,2,2023-11-23 14:22:00,1,1700740320,268.8984375,3223210.666666666,2891387.733333333,3223210.666666666,15.282933735547381,20.123610336668207,1
10759,10758,10758,10758,4084,130,340,129,129,327,13,129,4084,306,306,305,129,130,129,340,29,29,13,5,5,0,5,5,5,2,2,2,2023-11-23 14:24:00,1,1700740440,258.734375,4098901.866666666,3696268.533333333,4098901.866666666,14.376827188890376,32.70999354999125,1
10737,10737,10737,10737,4075,105,348,106,106,336,12,106,4075,302,302,300,106,105,106,348,27,27,12,3,3,0,3,3,3,2,2,2,2023-11-23 14:26:00,2,1700740560,257.734375,4268882.666666667,3798841.866666666,4268882.666666667,11.258931691101882,21.91107489998103,1
10778,10779,10779,10779,4076,120,343,120,120,327,16,120,4076,309,309,307,120,120,120,343,26,26,16,2,2,2,2,2,2,2,2,2,2023-11-23 14:28:00,6,1700740680,266.31640625,6621795.2,6197442.133333334,6621795.2,12.975654682215664,13.695553446668782,1
10789,10789,10789,10789,4089,119,346,119,119,329,17,119,4089,315,315,314,119,119,119,346,27,27,17,3,3,1,3,3,2,2,2,2,2023-11-23 14:30:00,7,1700740800,259.58984375,4271280.338632803,3919530.4469553037,4271280.338632803,10.824178259953127,21.720591607508936,1
10674,10672,10672,10672,4045,106,336,106,106,322,14,106,4045,296,296,295,106,106,106,336,28,28,14,4,4,0,4,4,4,2,2,2,2023-11-23 14:32:00,1,1700740920,270.58984375,5919181.6,5204519.466666667,5919181.6,6.4343650289002765,20.65141202666079,1
10771,10773,10773,10773,4078,124,353,124,124,329,24,124,4078,306,306,306,124,124,124,353,27,27,24,3,3,0,3,3,2,2,2,2,2023-11-23 14:34:00,3,1700741040,256.84375,5442415.733333333,4899146.133333334,5442415.733333333,11.977648995558006,22.72443406667056,1
10765,10765,10765,10765,4082,117,345,117,117,327,18,117,4082,308,308,307,117,117,117,345,26,26,18,2,2,0,2,2,2,2,2,2,2023-11-23 14:36:00,1,1700741160,270.28125,4827708.0583883235,4593977.4711724315,4827708.0583883235,13.95622796552133,22.307021362375547,1
10069,10068,10068,10068,3979,52,272,52,52,258,14,52,3979,235,235,234,52,52,52,272,27,27,14,3,3,1,3,3,3,2,2,2,2023-11-23 14:38:00,0,1700741280,270.8359375,5338734.933333334,5154690.933333334,5338734.933333334,14.345282673328054,22.151514933332997,1
10299,10300,10300,10300,4071,54,283,49,49,265,18,49,4072,237,237,236,48,48,49,283,29,29,18,5,5,1,5,5,5,2,2,2,2023-11-23 14:40:00,1,1700741400,261.47265625,4272445.6,3856421.6,4272445.6,12.956877437779136,22.27285234999727,1
10281,10279,10279,10279,4062,48,277,48,48,261,16,48,4062,241,241,240,48,48,48,277,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 14:42:00,7,1700741520,256.90234375,4070037.866666666,3443733.066666667,4070037.866666666,17.646143146654747,21.183365826655066,1
10318,10320,10320,10320,4088,48,281,48,48,262,19,48,4088,238,238,237,48,48,48,281,27,27,19,3,3,1,3,3,3,2,2,2,2023-11-23 14:44:00,0,1700741640,258.10546875,4179610.4,3708800.8,4179610.4,12.362739526660233,15.924455390001338,1
10291,10289,10289,10289,4071,48,275,48,48,262,13,48,4071,238,238,238,48,48,48,275,26,26,13,2,2,0,2,2,2,2,2,2,2023-11-23 14:46:00,0,1700741760,259.19921875,4015244.533333333,3641823.2,4015244.533333333,15.28384198444352,11.505241289996777,1
10307,10306,10308,10308,4077,48,283,48,48,264,19,48,4077,238,238,238,48,48,48,283,29,29,19,5,5,0,5,5,5,2,2,2,2023-11-23 14:48:00,4,1700741880,255.61328125,4499018.666666667,4120405.333333334,4499018.666666667,17.347632660013105,29.748235976658176,1
10290,10291,10290,10290,4072,48,275,48,48,263,12,48,4072,237,237,236,48,48,48,275,27,27,12,3,3,1,3,3,3,2,2,2,2023-11-23 14:50:00,10,1700742000,258.23046875,4837766.666666667,4536978.133333334,4837766.666666667,20.580278126661955,19.892297303328327,1
10304,10303,10303,10303,4079,48,276,48,48,261,15,48,4079,241,241,238,48,48,48,276,26,26,15,2,2,2,2,2,2,2,2,2,2023-11-23 14:52:00,4,1700742120,254.375,5716000.8,4958951.2,5716000.8,13.048923522227495,23.88502405000812,1
10308,10310,10310,10310,4084,48,279,48,48,265,14,48,4084,238,238,236,48,48,48,279,29,29,14,5,5,1,5,5,4,2,2,2,2023-11-23 14:54:00,2,1700742240,258.4609375,5540891.733333333,4979682.933333334,5540891.733333333,15.63286120665402,13.154804059983384,1
10312,10310,10310,10310,4082,48,281,48,48,262,19,48,4082,238,238,238,48,48,48,281,26,26,19,2,2,0,2,2,2,2,2,2,2023-11-23 14:56:00,0,1700742360,253.109375,4490610.666666667,4136713.866666666,4490610.666666667,15.567057431116051,23.534613523346106,1
10211,10213,10213,10213,4043,46,276,46,46,260,16,46,4043,236,236,235,46,46,46,276,27,27,16,3,3,1,3,3,2,2,2,2,2023-11-23 14:58:00,1,1700742480,256.30859375,4425072.266666667,3917682.1333333324,4425072.266666667,14.615315977781492,22.891009949986863,1
10299,10297,10297,10297,4075,48,287,48,48,261,26,48,4075,237,237,237,48,48,48,287,26,26,26,2,2,0,2,2,2,2,2,2,2023-11-23 15:00:00,9,1700742600,273.44921875,5146491.466666667,4552429.066666666,5146491.466666667,12.355166137777916,13.99270939664954,1
10262,10261,10261,10261,4050,48,281,48,48,265,16,48,4050,241,241,237,48,48,48,281,29,29,16,5,5,2,5,5,5,2,2,2,2023-11-23 15:02:00,3,1700742720,262.765625,5246409.066666666,4795474.133333334,5246409.066666666,14.33963793333128,22.073650333331894,1
10305,10308,10308,10308,4083,48,278,48,48,262,16,48,4083,237,237,237,48,48,48,278,27,27,16,3,3,0,3,3,3,2,2,2,2023-11-23 15:04:00,0,1700742840,264.48046875,5792266.933333334,5247238.133333334,5792266.933333334,9.772539657779918,22.52156923668129,1
10296,10296,10296,10296,4071,46,282,46,46,261,21,46,4071,239,239,238,46,46,46,282,26,26,21,2,2,0,2,2,2,2,2,2,2023-11-23 15:06:00,1,1700742960,258.578125,4724101.866666666,4406599.2,4724101.866666666,8.966316646660239,31.05755096999928,1
10307,10308,10307,10307,4083,48,280,48,48,263,17,48,4083,237,237,237,48,48,48,280,27,27,17,3,3,0,3,3,3,2,2,2,2023-11-23 15:08:00,0,1700743080,264.42578125,4562819.733333333,4179360.0,4562819.733333333,13.921486488882994,22.670941393322817,1
10312,10311,10311,10311,4078,48,289,48,48,265,24,48,4078,238,238,237,48,48,48,289,29,29,24,5,5,0,5,5,5,2,2,2,2023-11-23 15:10:00,1,1700743200,252.00390625,4736273.866666666,4323607.733333333,4736273.866666666,17.70132237557037,10.425319120016258,1
10290,10291,10291,10291,4077,48,275,48,48,260,15,48,4077,238,238,238,48,48,48,275,26,26,15,2,2,0,2,2,2,2,2,2,2023-11-23 15:12:00,0,1700743320,270.90625,4635255.466666667,4132989.333333334,4635255.466666667,14.651316233325307,22.78408578000381,1
10306,10305,10305,10305,4074,48,287,48,48,263,24,48,4074,238,238,237,48,48,48,287,27,27,24,3,3,1,3,3,3,2,2,2,2023-11-23 15:14:00,4,1700743440,272.125,7218573.48434377,6524257.961359094,7218573.48434377,10.635996815456918,29.234532678206183,1
10286,10285,10284,10284,4064,48,281,48,48,262,19,48,4064,238,238,238,48,48,48,281,26,26,19,2,2,0,2,2,2,2,2,2,2023-11-23 15:16:00,0,1700743560,269.9375,4977177.866666666,4652467.466666667,4977177.866666666,15.842959822216976,21.41548997999052,1
10284,10287,10287,10287,4072,48,275,48,48,265,10,48,4072,239,239,236,48,48,48,275,29,29,10,5,5,2,5,5,4,2,2,2,2023-11-23 15:18:00,2,1700743680,263.7734375,4706388.8,4363383.466666667,4706388.8,14.364041791106706,21.738539583335903,1
10285,10282,10282,10282,4068,48,274,48,48,260,14,48,4068,238,238,238,48,48,48,274,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-23 15:20:00,4,1700743800,271.3359375,6208030.4,5708482.933333334,6208030.4,12.691904277776807,18.027107860010194,1
10295,10295,10295,10295,4080,48,274,48,48,263,11,48,4080,236,236,236,48,48,48,274,27,27,11,3,3,0,3,3,2,2,2,2,2023-11-23 15:22:00,4,1700743920,254.7734375,5150348.8,4719569.333333333,5150348.8,16.107789886672332,17.35219567999593,1
10211,10215,10214,10214,4040,48,275,48,48,260,15,48,4040,236,236,236,48,48,48,275,26,26,15,2,2,0,2,2,2,2,2,2,2023-11-23 15:24:00,2,1700744040,254.015625,4961207.2,4351281.066666666,4961207.2,6.66740796000037,22.256069689998792,1
10311,10310,10310,10310,4089,48,278,48,48,265,13,48,4089,236,236,236,48,48,48,278,29,29,13,5,5,0,5,5,5,2,2,2,2023-11-23 15:26:00,6,1700744160,257.59765625,5052541.066666666,4852176.0,5052541.066666666,15.120786660004844,26.906530646665487,1
10276,10276,10276,10276,4070,48,276,48,48,261,15,48,4070,239,239,238,48,48,48,276,27,27,15,3,3,1,3,3,3,2,2,2,2023-11-23 15:28:00,0,1700744280,252.6796875,4039639.7333333325,3766862.1333333324,4039639.7333333325,9.2001913199945,22.392464096677333,1
10299,10300,10300,10300,4078,46,279,46,46,262,17,46,4078,236,236,236,46,46,46,279,26,26,17,2,2,0,2,2,2,2,2,2,2023-11-23 15:30:00,0,1700744400,259.00390625,2004496.8,1878598.666666667,2004496.8,18.32037630888711,23.298266230000692,1
10301,10301,10301,10301,4076,48,284,48,48,262,22,48,4076,238,238,238,48,48,48,284,26,26,22,2,2,0,2,2,2,2,2,2,2023-11-23 15:32:00,0,1700744520,257.3984375,4258837.987337554,3692958.347217594,4258837.987337554,11.403267142073064,10.613131096298128,1
10309,10307,10309,10309,4080,48,285,48,48,265,20,48,4080,238,238,237,48,48,48,285,29,29,20,5,5,0,5,5,5,2,2,2,2023-11-23 15:34:00,6,1700744640,261.015625,5686193.952728605,5167354.8688202165,5686193.952728605,13.095269738091329,21.29450140013103,1
10312,10312,10312,10312,4085,48,274,48,48,260,14,48,4085,240,240,240,48,48,48,274,26,26,14,2,2,0,2,2,2,2,2,2,2023-11-23 15:36:00,0,1700744760,259.125,4831715.466666667,4213579.466666667,4831715.466666667,10.36834872888802,29.2763687333354,1
10290,10289,10289,10289,4076,48,279,48,48,263,16,48,4076,237,237,237,48,48,48,279,27,27,16,3,3,0,3,3,2,2,2,2,2023-11-23 15:38:00,8,1700744880,267.48828125,5545141.866666666,5027050.666666667,5545141.866666666,14.668531146663653,24.12749328332817,1
10297,10296,10296,10296,4077,54,277,49,49,264,13,49,4078,241,241,237,48,48,49,277,28,28,13,4,4,3,4,4,4,2,2,2,2023-11-23 15:40:00,2,1700745000,260.921875,5791476.0,5243161.866666666,5791476.0,15.099076788901586,21.252957999992454,1
10291,10293,10293,10293,4074,46,280,46,46,262,18,46,4074,238,238,237,46,46,46,280,26,26,18,2,2,0,2,2,2,2,2,2,2023-11-23 15:42:00,3,1700745120,252.82421875,4573202.666666667,4073211.7333333325,4573202.666666667,15.172663535550885,30.87854609332377,1
10298,10297,10297,10297,4078,48,277,48,48,261,16,48,4078,237,237,237,48,48,48,277,27,27,16,3,3,0,3,3,2,2,2,2,2023-11-23 15:44:00,1,1700745240,271.09375,3877121.866666666,3686441.066666667,3877121.866666666,6.261843095546485,21.558888199991387,1
10319,10320,10320,10320,4092,48,278,48,48,262,16,48,4092,237,237,237,48,48,48,278,26,26,16,2,2,0,2,2,2,2,2,2,2023-11-23 15:46:00,5,1700745360,259.01171875,2807209.6,2660128.533333333,2807209.6,15.241242015553224,20.617121249985455,1
10311,10310,10310,10310,4083,48,282,48,48,262,20,48,4083,237,237,237,48,48,48,282,26,26,20,2,2,0,2,2,2,2,2,2,2023-11-23 15:48:00,0,1700745480,271.01953125,4564714.666666667,4174638.933333333,4564714.666666667,13.950234997771785,21.09195013334101,1
10191,10191,10191,10191,4033,48,292,48,48,274,18,48,4033,236,236,235,48,48,48,292,41,41,18,10,3,0,3,3,3,2,2,2,2023-11-23 15:50:00,22,1700745600,258.21875,5588500.0,5042257.866666666,5588500.0,16.933759980003945,32.41007267000289,1
10233,10232,10232,10232,4051,48,274,48,48,263,11,48,4051,236,236,236,48,48,48,274,28,28,11,4,4,0,4,4,4,2,2,2,2023-11-23 15:52:00,0,1700745720,268.48828125,3914352.266666666,3756357.6,3914352.266666666,12.46011950444275,14.01092914333276,1
10282,10284,10284,10284,4075,48,281,48,48,262,19,48,4075,238,238,237,48,48,48,281,28,28,19,3,3,1,3,3,3,2,2,2,2023-11-23 15:54:00,2,1700745840,257.7734375,3343390.4,3119956.533333333,3343390.4,14.356894315553491,21.34197060331644,1
10264,10263,10263,10263,4065,48,275,48,48,262,13,48,4065,238,238,237,48,48,48,275,26,26,13,2,2,0,2,2,2,2,2,2,2023-11-23 15:56:00,1,1700745960,258.6640625,5726942.666666668,5228048.0,5726942.666666668,12.397626564440241,23.34169466332241,1
10200,10201,10201,10201,4030,48,274,48,48,264,10,48,4030,238,238,236,48,48,48,274,30,30,10,4,2,1,2,2,2,2,2,2,2023-11-23 15:58:00,7,1700746080,252.98828125,2481725.6,2019799.2,2481725.6,13.101300479999434,21.278692413325192,1
10260,10259,10258,10258,4053,48,293,48,48,265,28,48,4053,238,238,238,48,48,48,293,29,29,28,5,5,0,5,5,5,2,2,2,2023-11-23 16:00:00,7,1700746200,281.73046875,5216770.4,4966894.666666667,5216770.4,14.464976308889973,22.826706113337426,1
10139,10137,10139,10139,3997,46,270,46,46,259,11,46,3997,236,236,235,46,46,46,270,26,26,11,2,2,0,2,2,2,2,2,2,2023-11-23 16:02:00,1,1700746320,258.0546875,4560903.2,4032321.066666667,4560903.2,13.299931962214437,23.981191880011462,1
10226,10226,10226,10226,4044,48,283,48,48,261,22,48,4044,238,238,237,48,48,48,283,26,26,22,2,2,1,2,2,2,2,2,2,2023-11-23 16:04:00,0,1700746440,256.14453125,3570648.8,3375004.266666666,3570648.8,7.0094450288969625,25.01217855332167,1
10230,10232,10232,10232,4047,48,276,48,48,261,15,48,4047,237,237,236,48,48,48,276,27,27,15,3,3,1,3,3,2,2,2,2,2023-11-23 16:06:00,5,1700746560,269.67578125,5036190.4,4779479.733333333,5036190.4,12.39904892000292,25.90745817001637,1
10320,10318,10318,10318,4091,48,284,48,48,264,20,48,4091,238,238,236,48,48,48,284,28,28,20,4,4,1,4,4,4,2,2,2,2023-11-23 16:08:00,1,1700746680,256.77734375,4880267.733333333,4561476.8,4880267.733333333,14.15268799776742,25.9714638566705,1
10314,10316,10316,10316,4081,46,289,46,46,263,26,46,4081,239,239,238,46,46,46,289,27,27,26,3,3,0,3,3,2,2,2,2,2023-11-23 16:10:00,5,1700746800,275.390625,5125522.133333334,4829691.2,5125522.133333334,12.0188838333383,21.385960306652123,1
10295,10294,10294,10294,4076,48,332,48,48,262,70,48,4076,241,241,236,48,48,48,332,27,27,19,3,3,3,2,2,2,2,2,2,2023-11-23 16:12:00,55,1700746920,265.94140625,4585788.8,4099957.6,4585788.8,15.116307231106072,27.191403603331608,1
10208,10207,10207,10207,4044,48,273,48,48,258,15,48,4044,239,239,237,48,48,48,273,25,25,15,2,2,2,2,2,2,2,2,2,2023-11-23 16:14:00,4,1700747040,264.71875,4002283.466666667,3892494.666666666,4002283.466666667,11.9212989800144,22.87586862999888,1
10307,10309,10309,10309,4083,48,281,48,48,266,15,48,4083,239,239,238,48,48,48,281,30,30,15,5,5,0,5,5,5,2,2,2,2023-11-23 16:16:00,1,1700747160,274.74609375,4379816.0,4003654.1333333324,4379816.0,13.052595842228685,20.677845666650683,1
10316,10316,10316,10316,4083,48,285,48,48,262,23,48,4083,238,238,237,48,48,48,285,26,26,23,2,2,0,2,2,2,2,2,2,2023-11-23 16:18:00,1,1700747280,261.8359375,4186032.266666666,3845385.866666666,4186032.266666666,12.302601379989131,21.77549230999527,1
10317,10318,10317,10317,4085,48,281,48,48,262,19,48,4085,240,240,238,48,48,48,281,27,27,19,3,3,1,3,3,3,2,2,2,2023-11-23 16:20:00,1,1700747400,267.93359375,4413060.658578856,4014641.2478336217,4413060.658578856,8.839661953950095,25.92524069123793,1
10251,10252,10251,10251,4054,48,285,48,48,261,24,48,4054,237,237,236,48,48,48,285,26,26,24,2,2,0,2,2,2,2,2,2,2023-11-23 16:22:00,11,1700747520,271.078125,3697518.832077861,3388425.571628558,3697518.832077861,14.085997913476524,18.737966365594435,1
10307,10306,10306,10306,4075,48,290,48,48,265,25,48,4075,238,238,237,48,48,48,290,29,29,25,5,5,0,5,5,5,2,2,2,2023-11-23 16:24:00,1,1700747640,257.109375,3832448.533333333,3657447.2,3832448.533333333,11.607865893343437,29.60900139665076,1
10295,10295,10295,10295,4072,48,286,48,48,262,24,48,4072,238,238,237,48,48,48,286,26,26,24,2,2,1,2,2,2,2,2,2,2023-11-23 16:26:00,3,1700747760,269.734375,3440593.8666666667,2904189.066666667,3440593.8666666667,13.883669533339953,21.832960220005283,1
