request,response,infra.grpc.handler,QueryCard,"verifyCard: match cardNo local, <:cardNo:> <:transactionID:> <:spanID:>",call by <:*:> fn:QueryCard call cost:<:NUM:> <:traceID:> <:transactionID:> <:spanID:>,"CardQuery <:*:> channel, <:cardNo:> <:transactionID:> <:spanID:>",CardQuery <:*:> <:<:resp:>,"verifyCardLocal: s.dao.GetCard failed, err=sql: no rows in result set <:traceID:> <:transactionID:> <:spanID:>","verifyCard: match cardNo by channel, <:cardNo:> valid=<:STATUS:>, <:cardBin:>",verifyCard: <:cardNo:> Yrouter:<:STATUS:> <:traceID:> <:transactionID:> <:spanID:>,verifyCard: <:cardNo:> <:<:resp:>,need retry pre call <:*:> err:card is invalid <:traceID:> <:transactionID:> <:spanID:>,sendPostRequest huaDao <:<:resp:>,"s.MatchByNameAndNo failed, errCode=<:NUM:>, <:cardNo:> <:*:> <:traceID:> <:transactionID:> <:spanID:>",buildBinMap: get bins count=<:NUM:>,syncCardBin: get card bin <:MAP:>,<:ChineseInfo:>，cardNo:<:SEQ:> <:resp:>,huaDaoCardQuery <:*:> err:&{<:NUM:> <:ChineseInfo:>} <:traceID:> <:transactionID:> <:spanID:>,<:ChineseInfo:>，cardNo:<:NUM:> <:resp:>,timestamp,unknown
1265,1265,667,732,569,82,82,82,81,81,81,81,1,12,0,12,12,1,0,0,2023-11-12 17:39:16,0
1297,1297,221,241,169,36,36,36,36,36,36,36,0,6,0,12,12,0,0,0,2023-11-12 17:41:16,0
1296,1296,34,32,5,17,17,17,9,9,9,9,10,3,2,12,12,0,2,0,2023-11-12 17:43:16,1
1293,1293,40,103,3,75,76,75,22,22,22,21,67,15,16,12,12,10,2,1,2023-11-12 17:45:16,0
1296,1296,117,448,14,340,340,340,80,80,80,80,325,68,79,12,12,51,13,1,2023-11-12 17:47:16,0
1266,1266,138,434,48,307,306,307,72,72,72,73,293,60,66,12,12,47,8,4,2023-11-12 17:49:16,0
1297,1297,492,579,385,97,97,97,97,97,97,97,0,9,0,12,12,0,0,0,2023-11-12 17:51:16,0
1295,1295,630,687,545,71,71,71,71,71,71,71,0,12,0,12,12,0,0,0,2023-11-12 17:53:16,0
1295,1295,581,660,477,91,91,91,91,91,91,91,0,10,0,12,12,0,0,0,2023-11-12 17:55:16,0
1261,1261,613,684,514,85,85,85,85,85,85,85,0,12,0,12,12,0,0,0,2023-11-12 17:57:16,0
1295,1295,594,656,478,89,89,89,89,89,89,89,0,16,0,12,12,0,0,0,2023-11-12 17:59:16,0
1297,1297,573,609,461,74,74,74,74,74,74,74,0,10,0,12,12,0,0,0,2023-11-12 18:01:16,0
1295,1295,608,683,511,86,86,86,86,86,86,86,0,9,0,12,12,0,0,0,2023-11-12 18:03:16,0
1294,1294,740,814,637,88,88,88,88,88,88,88,0,17,0,12,12,0,0,0,2023-11-12 18:05:16,0
1269,1269,483,543,403,70,70,70,70,70,70,70,0,7,0,12,12,0,0,0,2023-11-12 18:07:16,0
1296,1296,22,19,7,6,6,6,6,6,6,6,0,3,0,12,12,0,0,0,2023-11-12 18:09:16,0
1297,1297,31,33,13,10,10,10,10,10,10,10,0,1,0,12,12,0,0,0,2023-11-12 18:11:16,0
1286,1286,94,354,9,272,273,272,61,61,61,60,265,55,65,12,12,44,7,2,2023-11-12 18:13:16,0
1304,1304,94,413,8,324,324,324,70,70,70,70,317,63,73,12,12,48,14,1,2023-11-12 18:15:16,0
1267,1267,498,647,400,164,163,164,81,81,81,82,103,27,23,12,12,16,2,3,2023-11-12 18:17:16,0
1295,1295,698,765,611,77,77,77,77,77,77,77,0,6,0,12,12,0,0,0,2023-11-12 18:19:16,0
1293,1293,602,683,478,105,105,105,96,96,96,96,11,22,6,12,12,1,2,0,2023-11-12 18:21:16,8
1293,1293,592,666,482,92,92,92,92,92,92,92,0,13,0,12,12,0,0,0,2023-11-12 18:23:16,0
1271,1271,583,667,484,91,91,91,91,91,91,91,0,14,0,12,12,0,0,0,2023-11-12 18:25:16,0
1295,1295,562,630,453,89,89,89,88,88,88,88,1,11,0,12,12,1,0,0,2023-11-12 18:27:16,0
1295,1295,459,537,367,89,89,89,81,81,81,81,10,10,2,12,12,0,2,0,2023-11-12 18:29:16,0
1296,1296,575,643,484,80,80,80,79,79,79,79,1,10,0,12,12,1,0,0,2023-11-12 18:31:16,0
1270,1270,593,665,491,87,87,87,87,87,87,87,0,13,0,12,12,0,0,0,2023-11-12 18:33:16,0
1277,1277,156,175,117,29,29,29,29,29,29,29,0,4,0,12,12,0,0,0,2023-11-12 18:35:16,0
1315,1315,48,30,13,8,8,8,8,8,8,8,0,1,0,12,12,0,0,0,2023-11-12 18:37:16,0
1295,1295,54,115,17,71,72,71,24,24,24,23,60,13,15,12,12,10,2,0,2023-11-12 18:39:16,1
1295,1295,114,450,12,344,344,344,80,80,80,80,330,67,80,12,12,51,13,2,2023-11-12 18:41:16,0
1264,1264,206,494,94,315,314,315,78,78,78,79,295,60,66,12,12,47,8,4,2023-11-12 18:43:16,0
1295,1295,530,604,444,80,80,80,80,80,80,80,0,4,0,12,12,0,0,0,2023-11-12 18:45:16,0
1296,1296,611,694,515,89,89,89,89,89,89,89,0,12,0,12,12,0,0,0,2023-11-12 18:47:16,0
1295,1295,516,600,407,99,99,99,94,94,94,94,6,10,1,12,12,2,0,0,2023-11-12 18:49:16,0
1296,1296,577,657,471,93,93,93,93,93,93,93,0,10,0,12,12,0,0,0,2023-11-12 18:51:16,0
1270,1270,571,634,465,84,85,84,85,85,85,84,0,16,0,12,12,0,0,0,2023-11-12 18:53:16,0
1294,1294,575,635,470,83,82,83,82,82,82,83,0,12,0,12,12,0,0,0,2023-11-12 18:55:16,0
1295,1295,618,700,508,96,96,96,96,96,96,96,0,11,0,12,12,0,0,0,2023-11-12 18:57:16,0
1296,1296,546,613,431,90,91,90,91,91,91,90,0,10,0,12,12,0,0,0,2023-11-12 18:59:16,0
1269,1269,425,492,343,79,78,79,70,70,70,71,10,15,2,12,12,0,2,0,2023-11-12 19:01:16,0
1295,1295,22,17,7,5,5,5,5,5,5,5,0,2,0,12,12,0,0,0,2023-11-12 19:03:16,0
1294,1294,37,49,16,16,17,16,17,17,17,16,0,4,0,12,12,0,0,0,2023-11-12 19:05:16,0
1294,1294,98,343,16,259,259,259,56,56,56,56,253,52,61,12,12,43,6,2,2023-11-12 19:07:16,0
1296,1296,110,438,15,337,337,337,74,74,74,74,329,67,77,12,12,50,15,1,2023-11-12 19:09:16,1
1269,1269,473,633,366,174,173,174,91,91,91,92,103,29,23,12,12,15,2,3,2023-11-12 19:11:16,0
1296,1296,655,735,541,97,97,97,97,97,97,97,0,3,0,12,12,0,0,0,2023-11-12 19:13:16,0
1295,1295,565,653,449,102,102,102,102,102,102,102,0,9,0,12,12,0,0,0,2023-11-12 19:15:16,0
1296,1296,568,643,461,91,91,91,91,91,91,91,0,14,0,12,12,0,0,0,2023-11-12 19:17:16,0
1266,1266,540,635,408,117,117,117,109,109,109,109,10,13,2,12,12,0,2,0,2023-11-12 19:19:16,1
1296,1296,530,598,417,91,91,91,90,90,90,90,1,12,0,12,12,1,0,0,2023-11-12 19:21:16,0
1295,1295,588,663,456,104,104,104,103,103,103,103,1,18,0,12,12,1,0,0,2023-11-12 19:23:16,0
1295,1295,584,662,481,91,91,91,90,90,90,90,1,11,0,12,12,1,0,0,2023-11-12 19:25:16,0
1295,1295,593,687,481,103,103,103,103,103,103,103,0,10,0,12,12,0,0,0,2023-11-12 19:27:16,0
1270,1270,217,235,134,50,51,50,51,51,51,50,0,9,0,12,12,0,0,0,2023-11-12 19:29:16,0
1297,1297,61,56,20,20,19,20,15,15,15,16,5,1,1,12,12,0,1,0,2023-11-12 19:31:16,0
1295,1295,57,65,17,34,35,34,13,13,13,12,27,6,6,12,12,4,2,0,2023-11-12 19:33:16,0
1291,1291,109,426,10,332,332,332,69,69,69,69,329,66,81,12,12,53,11,2,2023-11-12 19:35:16,0
1271,1271,102,416,10,327,327,327,71,71,71,71,320,64,72,12,12,50,10,4,2023-11-12 19:37:16,0
1295,1295,494,573,390,96,95,96,87,87,87,88,10,12,2,12,12,2,0,0,2023-11-12 19:39:16,0
1297,1297,488,591,375,116,116,116,99,99,99,99,21,17,4,12,12,1,4,0,2023-11-12 19:41:16,0
1296,1296,524,600,418,95,96,95,87,87,87,86,11,9,2,12,12,1,2,0,2023-11-12 19:43:16,0
1267,1267,548,634,442,99,98,99,93,93,93,94,6,10,1,12,12,1,1,0,2023-11-12 19:45:16,0
1295,1295,497,584,387,99,99,99,98,98,98,98,1,8,0,12,12,1,0,0,2023-11-12 19:47:16,0
1294,1294,468,546,356,95,95,95,95,95,95,95,0,14,0,12,12,0,0,0,2023-11-12 19:49:16,0
1297,1297,617,708,504,101,102,101,102,102,102,101,0,14,0,12,12,0,0,0,2023-11-12 19:51:16,0
1295,1295,451,509,352,79,78,79,78,78,78,79,0,6,0,12,12,0,0,0,2023-11-12 19:53:16,0
1291,1291,508,582,408,87,87,87,87,87,87,87,0,13,0,12,12,0,0,0,2023-11-12 19:55:16,0
1278,1278,491,559,377,91,91,91,91,91,91,91,0,8,0,12,12,0,0,0,2023-11-12 19:57:16,0
1291,1291,535,639,421,117,117,117,101,101,101,101,20,15,4,12,12,0,4,0,2023-11-12 19:59:16,0
1290,1290,475,553,369,92,92,92,92,92,92,92,0,6,0,12,12,0,0,0,2023-11-12 20:01:16,0
1301,1301,527,606,413,96,96,96,96,96,96,96,0,7,0,12,12,0,0,0,2023-11-12 20:03:16,0
1272,1272,357,413,275,69,69,69,69,69,69,69,0,9,0,12,12,0,0,0,2023-11-12 20:05:16,0
1296,1296,39,30,8,11,11,11,11,11,11,11,0,0,0,12,12,0,0,0,2023-11-12 20:07:16,0
1294,1294,43,34,14,10,10,10,10,10,10,10,0,3,0,12,12,0,0,0,2023-11-12 20:09:16,0
1294,1294,91,334,7,260,261,260,56,56,56,55,256,53,62,12,12,43,7,2,2023-11-12 20:11:16,0
1267,1267,99,413,8,324,325,324,69,69,69,68,320,63,75,12,12,48,15,0,2023-11-12 20:13:16,1
1302,1302,366,538,271,183,181,183,82,82,82,84,124,32,27,12,12,17,4,4,2023-11-12 20:15:16,0
1296,1296,483,553,382,85,86,85,86,86,86,85,0,12,0,12,12,0,0,0,2023-11-12 20:17:16,0
1285,1285,504,579,378,101,100,101,100,100,100,101,0,11,0,12,12,0,0,0,2023-11-12 20:19:16,0
1304,1304,593,674,464,105,105,105,105,105,105,105,0,8,0,12,12,0,0,0,2023-11-12 20:21:16,0
1272,1272,522,594,397,98,98,98,98,98,98,98,0,17,0,12,12,0,0,0,2023-11-12 20:23:16,0
1295,1295,626,707,515,96,96,96,96,96,96,96,0,14,0,12,12,0,0,0,2023-11-12 20:25:16,0
1295,1295,491,567,382,92,92,92,92,92,92,92,0,11,0,12,12,0,0,0,2023-11-12 20:27:16,0
1295,1295,444,521,337,92,93,92,93,93,93,92,0,15,0,12,12,0,0,0,2023-11-12 20:29:16,0
1293,1293,565,644,453,96,95,96,95,95,95,96,0,10,0,12,12,0,0,0,2023-11-12 20:31:16,0
1277,1277,443,514,335,89,89,89,89,89,89,89,0,8,0,12,12,0,0,0,2023-11-12 20:33:16,0
1295,1295,526,601,407,97,97,97,97,97,97,97,0,12,0,12,12,0,0,0,2023-11-12 20:35:16,0
1295,1295,543,617,427,95,95,95,95,95,95,95,0,12,0,12,12,0,0,0,2023-11-12 20:37:16,0
1295,1295,609,664,505,79,80,79,80,80,80,79,0,12,0,12,12,0,0,0,2023-11-12 20:39:16,0
1297,1297,474,552,354,100,99,100,98,98,98,99,1,15,0,12,12,1,0,0,2023-11-12 20:41:16,0
1265,1265,507,579,390,95,95,95,94,94,94,94,1,12,0,12,12,1,0,0,2023-11-12 20:43:16,0
1294,1294,513,579,388,95,95,95,95,95,95,95,0,9,0,12,12,0,0,0,2023-11-12 20:45:16,0
1296,1296,140,145,91,27,27,27,27,27,27,27,0,3,0,12,12,0,0,0,2023-11-12 20:47:16,0
1296,1296,35,29,13,8,8,8,8,8,8,8,0,0,0,12,12,0,0,0,2023-11-12 20:49:16,0
1272,1272,58,135,15,89,90,89,28,28,28,27,77,15,18,12,12,11,2,2,2023-11-12 20:51:16,0
1293,1293,112,416,8,324,324,324,70,70,70,70,318,64,78,12,12,51,13,0,2023-11-12 20:53:16,1
1295,1295,187,473,84,309,308,309,72,72,72,73,295,59,66,12,12,46,9,4,2023-11-12 20:55:16,1
1296,1296,528,607,421,93,93,93,93,93,93,93,0,12,0,12,12,0,0,0,2023-11-12 20:57:16,0
1290,1290,441,485,340,72,73,72,73,73,73,72,0,10,0,12,12,0,0,0,2023-11-12 20:59:16,0
1274,1274,499,570,390,90,90,90,90,90,90,90,0,5,0,12,12,0,0,0,2023-11-12 21:01:16,0
1296,1296,564,649,436,107,106,107,102,102,102,103,5,12,5,12,12,1,0,0,2023-11-12 21:03:16,8
1295,1295,522,591,406,92,92,92,92,92,92,92,0,12,0,12,12,0,0,0,2023-11-12 21:05:16,0
1295,1295,563,659,442,113,113,113,104,104,104,104,11,13,2,12,12,3,0,0,2023-11-12 21:07:16,0
1296,1296,604,680,492,96,96,96,92,92,92,92,5,14,1,12,12,1,0,0,2023-11-12 21:09:16,0
1269,1269,609,677,503,87,87,87,87,87,87,87,0,8,0,12,12,0,0,0,2023-11-12 21:11:16,0
1287,1287,498,576,398,91,91,91,87,87,87,87,5,11,1,12,12,0,1,0,2023-11-12 21:13:16,0
1304,1304,622,700,509,97,97,97,93,93,93,93,5,8,1,12,12,0,1,0,2023-11-12 21:15:16,0
1286,1286,575,631,461,85,85,85,85,85,85,85,0,13,0,12,12,0,0,0,2023-11-12 21:17:16,0
1275,1275,564,640,458,91,91,91,91,91,91,91,0,11,0,12,12,0,0,0,2023-11-12 21:19:16,0
1295,1295,538,608,418,95,95,95,95,95,95,95,0,11,0,12,12,0,0,0,2023-11-12 21:21:16,0
1296,1296,553,628,423,102,103,102,103,103,103,102,0,11,0,12,12,0,0,0,2023-11-12 21:23:16,0
1296,1296,546,615,420,98,97,98,96,96,96,97,1,9,0,12,12,1,0,0,2023-11-12 21:25:16,0
1295,1295,522,601,417,92,92,92,92,92,92,92,0,10,0,12,12,0,0,0,2023-11-12 21:27:16,0
1263,1263,494,577,385,98,98,98,94,94,94,94,5,10,1,12,12,0,1,0,2023-11-12 21:29:16,0
1296,1296,629,729,508,112,112,112,108,108,108,108,5,16,1,12,12,0,1,0,2023-11-12 21:31:16,0
1296,1296,175,194,118,40,40,40,36,36,36,36,5,4,1,12,12,0,1,0,2023-11-12 21:33:16,0
1296,1296,40,39,18,10,10,10,10,10,10,10,0,0,0,12,12,0,0,0,2023-11-12 21:35:16,0
1267,1267,66,123,16,79,80,79,24,24,24,23,69,17,16,12,12,11,2,1,2023-11-12 21:37:16,0
1296,1296,126,459,10,356,356,356,79,79,79,79,347,69,84,12,12,55,13,1,2023-11-12 21:39:16,0
1296,1296,178,464,63,313,312,313,81,81,81,82,289,60,65,12,12,46,8,4,2023-11-12 21:41:16,1
1295,1295,537,607,432,87,88,87,88,88,88,87,0,16,0,12,12,0,0,0,2023-11-12 21:43:16,0
1292,1292,581,654,480,87,86,87,86,86,86,87,0,9,0,12,12,0,0,0,2023-11-12 21:45:16,0
1269,1269,534,623,425,99,99,99,99,99,99,99,0,13,0,12,12,0,0,0,2023-11-12 21:47:16,0
1296,1296,548,621,425,98,98,98,98,98,98,98,0,11,0,12,12,0,0,0,2023-11-12 21:49:16,0
1297,1297,564,658,458,106,106,106,94,94,94,94,15,13,3,12,12,0,3,0,2023-11-12 21:51:16,0
1296,1296,564,643,459,92,92,92,92,92,92,92,0,15,0,12,12,0,0,0,2023-11-12 21:53:16,0
1262,1262,586,674,464,105,105,105,105,105,105,105,0,16,0,12,12,0,0,0,2023-11-12 21:55:16,0
1295,1295,576,653,453,99,100,99,100,100,100,99,0,12,0,12,12,0,0,0,2023-11-12 21:57:16,0
1296,1296,484,551,372,90,89,90,89,89,89,90,0,15,0,12,12,0,0,0,2023-11-12 21:59:16,0
1297,1297,649,722,558,82,82,82,82,82,82,82,0,15,0,12,12,0,0,0,2023-11-12 22:01:16,0
1296,1296,468,544,352,96,96,96,96,96,96,96,0,15,0,12,12,0,0,0,2023-11-12 22:03:16,0
1270,1270,571,654,459,98,98,98,97,97,97,97,1,13,0,12,12,1,0,0,2023-11-12 22:05:16,0
1296,1296,589,660,487,86,86,86,86,86,86,86,0,19,0,12,12,0,0,0,2023-11-12 22:07:16,0
1296,1296,548,608,414,97,97,97,97,97,97,97,0,10,0,12,12,0,0,0,2023-11-12 22:09:16,0
1296,1296,629,717,515,101,101,101,101,101,101,101,0,11,0,12,12,0,0,0,2023-11-12 22:11:16,0
1261,1261,584,650,476,89,89,89,85,85,85,85,5,8,1,12,12,1,0,0,2023-11-12 22:13:16,0
1295,1295,592,658,463,97,98,97,98,98,98,97,0,8,0,12,12,0,0,0,2023-11-12 22:15:16,0
1296,1296,728,790,612,89,88,89,88,88,88,89,0,11,0,12,12,0,0,0,2023-11-12 22:17:16,0
1290,1290,643,710,544,83,83,83,83,83,83,83,0,11,0,12,12,0,0,0,2023-11-12 22:19:16,0
1302,1302,593,675,475,100,100,100,100,100,100,100,0,11,0,12,12,0,0,0,2023-11-12 22:21:16,0
1272,1272,627,681,509,86,86,86,86,86,86,86,0,7,0,12,12,0,0,0,2023-11-12 22:23:16,0
1289,1289,551,640,421,114,114,114,105,105,105,105,11,21,2,12,12,3,0,0,2023-11-12 22:25:16,0
1295,1295,646,752,530,117,117,117,105,105,105,105,15,10,3,12,12,3,0,0,2023-11-12 22:27:16,1
1294,1294,591,669,486,91,91,91,91,91,91,91,0,8,0,12,12,0,0,0,2023-11-12 22:29:16,0
1283,1283,645,725,535,95,95,95,95,95,95,95,0,13,0,12,12,0,0,0,2023-11-12 22:31:16,0
1294,1294,619,711,498,107,107,107,106,106,106,106,1,5,0,12,12,1,0,0,2023-11-12 22:33:16,0
1287,1287,112,104,72,16,16,16,16,16,16,16,0,3,0,12,12,0,0,0,2023-11-12 22:35:16,0
1295,1295,38,22,14,4,4,4,4,4,4,4,0,0,0,12,12,0,0,0,2023-11-12 22:37:16,0
1300,1300,52,171,4,130,130,130,30,30,30,29,125,26,31,12,12,20,3,2,2023-11-12 22:39:16,0
1269,1269,102,413,15,319,320,319,68,68,68,68,314,63,73,12,12,51,12,0,2023-11-12 22:41:16,0
1295,1295,224,483,127,275,274,275,74,74,74,75,251,54,58,12,12,38,8,4,2023-11-12 22:43:16,0
1294,1294,561,637,467,85,85,85,85,85,85,85,0,11,0,12,12,0,0,0,2023-11-12 22:45:16,0
1295,1295,572,652,469,92,92,92,91,91,91,91,1,17,0,12,12,1,0,0,2023-11-12 22:47:16,0
1295,1295,716,794,601,97,97,97,96,96,96,96,1,12,0,12,12,1,0,0,2023-11-12 22:49:16,0
1270,1270,610,671,509,81,81,81,81,81,81,81,0,9,0,12,12,0,0,0,2023-11-12 22:51:16,0
1296,1296,708,795,595,100,101,100,99,99,99,98,2,12,0,12,12,2,0,0,2023-11-12 22:53:16,0
1293,1293,551,630,447,92,91,92,91,91,91,92,0,5,0,12,12,0,0,0,2023-11-12 22:55:16,0
1296,1296,613,686,518,84,84,84,84,84,84,84,0,14,0,12,12,0,0,0,2023-11-12 22:57:16,0
1269,1269,684,764,582,91,91,91,91,91,91,91,0,12,0,12,12,0,0,0,2023-11-12 22:59:16,0
1296,1296,689,768,583,94,94,94,90,90,90,90,5,12,1,12,12,0,1,0,2023-11-12 23:01:16,0
1285,1285,626,704,516,94,94,94,94,94,94,94,0,12,0,12,12,0,0,0,2023-11-12 23:03:16,0
1302,1302,616,689,507,91,91,91,91,91,91,91,0,5,0,12,12,0,0,0,2023-11-12 23:05:16,0
1268,1268,657,743,549,97,97,97,97,97,97,97,0,11,0,12,12,0,0,0,2023-11-12 23:07:16,0
1299,1299,764,846,654,96,96,96,96,96,96,96,0,9,0,12,12,0,0,0,2023-11-12 23:09:16,0
1297,1297,763,832,647,92,92,92,92,92,92,92,0,13,0,12,12,0,0,0,2023-11-12 23:11:16,0
1295,1295,673,745,565,90,90,90,90,90,90,90,0,8,0,12,12,0,0,0,2023-11-12 23:13:16,0
1292,1292,776,853,675,89,89,89,89,89,89,89,0,15,0,12,12,0,0,0,2023-11-12 23:15:16,0
1266,1266,618,698,514,92,92,92,92,92,92,92,0,11,0,12,12,0,0,0,2023-11-12 23:17:16,0
1294,1294,694,766,585,91,91,91,90,90,90,90,1,14,0,12,12,1,0,0,2023-11-12 23:19:16,0
1297,1297,698,780,589,95,95,95,95,95,95,95,0,11,0,12,12,0,0,0,2023-11-12 23:21:16,0
1295,1295,19,24,4,14,14,14,6,6,6,6,10,3,2,12,12,0,2,0,2023-11-12 23:23:16,0
1295,1295,28,22,6,8,8,8,8,8,8,8,0,1,0,12,12,0,0,0,2023-11-12 23:25:16,0
1277,1277,62,240,4,186,187,186,43,43,43,42,180,36,43,12,12,29,5,2,2023-11-12 23:27:16,0
1295,1295,106,421,9,331,331,331,70,70,70,70,326,66,76,12,12,52,13,0,2023-11-12 23:29:16,0
1292,1292,297,492,203,213,212,213,69,69,69,70,179,39,42,12,12,27,5,4,2023-11-12 23:31:16,0
1297,1297,763,833,662,85,86,85,86,86,86,85,0,10,0,12,12,0,0,0,2023-11-12 23:33:16,0
1295,1295,727,796,624,87,86,87,85,85,85,86,1,15,0,12,12,1,0,0,2023-11-12 23:35:16,0
1272,1272,748,826,649,91,91,91,86,86,86,86,6,10,1,12,12,1,1,0,2023-11-12 23:37:16,1
1294,1294,636,695,532,81,82,81,82,82,82,81,0,15,0,12,12,0,0,0,2023-11-12 23:39:16,0
1296,1296,653,724,560,83,82,83,81,81,81,82,1,13,0,12,12,1,0,0,2023-11-12 23:41:16,0
1293,1293,805,874,715,79,79,79,79,79,79,79,0,13,0,12,12,0,0,0,2023-11-12 23:43:16,0
1272,1272,717,787,629,79,79,79,79,79,79,79,0,7,0,12,12,0,0,0,2023-11-12 23:45:16,0
1294,1294,735,811,633,89,89,89,89,89,89,89,0,6,0,12,12,0,0,0,2023-11-12 23:47:16,0
1296,1296,760,836,667,84,85,84,85,85,85,84,0,7,0,12,12,0,0,0,2023-11-12 23:49:16,0
1295,1295,839,909,737,86,85,86,85,85,85,86,0,8,0,12,12,0,0,0,2023-11-12 23:51:16,0
1293,1293,350,381,289,46,46,46,46,46,46,46,0,5,0,12,12,0,0,0,2023-11-12 23:53:16,0
1273,1273,18,11,3,4,4,4,4,4,4,4,0,0,0,12,12,0,0,0,2023-11-12 23:55:16,0
1295,1295,30,17,6,5,6,5,6,6,6,5,0,0,0,12,12,0,0,0,2023-11-12 23:57:16,0
1298,1298,101,413,6,323,323,323,69,69,69,69,317,63,78,12,12,51,10,2,2023-11-12 23:59:16,1
1289,1289,91,286,6,218,217,196,54,54,54,55,192,42,58,12,12,32,9,0,2023-11-13 00:01:16,121
1277,1277,207,284,145,94,94,63,43,43,43,43,43,10,25,12,12,6,1,0,2023-11-13 00:03:16,158
1292,1292,380,429,328,56,56,45,45,45,45,45,0,13,0,12,12,0,0,0,2023-11-13 00:05:16,44
1296,1296,249,292,204,52,52,37,36,36,36,36,1,7,0,12,12,1,0,0,2023-11-13 00:07:16,60
1296,1296,407,445,365,46,47,33,34,34,34,33,0,6,0,12,12,0,0,0,2023-11-13 00:09:16,52
1287,1287,447,494,395,58,57,42,40,40,40,41,1,8,0,12,12,1,0,0,2023-11-13 00:11:16,68
1273,1273,271,312,225,50,51,36,37,37,37,36,0,6,0,12,12,0,0,0,2023-11-13 00:13:16,56
1295,1295,621,664,559,59,59,46,46,46,46,46,0,10,0,12,12,0,0,0,2023-11-13 00:15:16,52
1295,1295,712,751,669,47,46,36,35,35,35,36,0,8,0,12,12,0,0,0,2023-11-13 00:17:16,44
1295,1295,640,679,574,63,63,48,42,42,42,42,8,11,2,12,12,2,0,0,2023-11-13 00:19:16,60
1271,1271,590,642,532,64,64,45,45,45,45,45,0,11,0,12,12,0,0,0,2023-11-13 00:21:16,76
1298,1298,511,547,468,46,46,33,33,33,33,33,0,9,0,12,12,0,0,0,2023-11-13 00:23:16,52
1291,1291,567,614,515,57,57,42,42,42,42,42,0,12,0,12,12,0,0,0,2023-11-13 00:25:16,60
1296,1296,394,437,348,51,52,37,38,38,38,37,0,6,0,12,12,0,0,0,2023-11-13 00:27:16,56
1296,1296,477,526,429,55,56,41,42,42,42,41,0,4,0,12,12,0,0,0,2023-11-13 00:29:16,56
1269,1269,366,405,315,54,52,38,36,36,36,38,0,7,0,12,12,0,0,0,2023-11-13 00:31:16,64
1294,1294,478,521,423,56,57,40,41,41,41,40,0,5,0,12,12,0,0,0,2023-11-13 00:33:16,64
1282,1282,609,655,564,53,53,39,38,38,38,38,1,5,0,12,12,1,0,0,2023-11-13 00:35:16,56
1301,1301,402,435,360,45,44,31,30,30,30,31,0,5,0,12,12,0,0,0,2023-11-13 00:37:16,56
1302,1302,622,660,562,54,55,43,44,44,44,43,0,4,0,12,12,0,0,0,2023-11-13 00:39:16,44
1273,1273,387,424,349,45,44,31,30,30,30,31,0,5,0,12,12,0,0,0,2023-11-13 00:41:16,56
1295,1295,466,500,412,52,52,35,35,35,35,35,0,9,0,12,12,0,0,0,2023-11-13 00:43:16,68
1294,1294,396,453,349,61,62,42,43,43,43,42,0,10,0,12,12,0,0,0,2023-11-13 00:45:16,76
1295,1295,378,425,334,55,54,37,36,36,36,37,1,7,1,12,12,0,0,0,2023-11-13 00:47:16,74
1270,1270,419,455,368,50,50,37,37,37,37,37,0,8,0,12,12,0,0,0,2023-11-13 00:49:16,52
1296,1296,436,476,374,60,61,41,42,42,42,41,0,5,0,12,12,0,0,0,2023-11-13 00:51:16,76
1294,1294,525,564,473,53,52,38,37,37,37,38,0,5,0,12,12,0,0,0,2023-11-13 00:53:16,60
1294,1294,873,930,792,69,69,69,69,69,69,69,0,10,0,12,12,0,0,0,2023-11-13 00:55:16,0
1263,1263,848,935,750,95,95,95,90,90,90,90,6,9,1,12,12,2,0,0,2023-11-13 00:57:16,0
1296,1296,998,1073,913,80,80,80,80,80,80,80,0,8,0,12,12,0,0,0,2023-11-13 00:59:16,0
1297,1297,995,1062,906,78,78,78,78,78,78,78,0,10,0,12,12,0,0,0,2023-11-13 01:01:16,0
1296,1296,900,980,812,86,86,86,81,81,81,81,6,15,1,12,12,2,0,0,2023-11-13 01:03:16,1
1295,1295,809,884,726,79,79,79,79,79,79,79,0,7,0,12,12,0,0,0,2023-11-13 01:05:16,0
1264,1264,983,1039,906,66,67,66,67,67,67,66,0,12,0,12,12,0,0,0,2023-11-13 01:07:16,0
1296,1296,1018,1084,931,77,76,77,76,76,76,77,0,10,0,12,12,0,0,0,2023-11-13 01:09:16,0
1295,1295,1049,1118,970,74,74,74,74,74,74,74,0,11,0,12,12,0,0,0,2023-11-13 01:11:16,0
1295,1295,425,454,373,40,40,40,40,40,40,40,0,7,0,12,12,0,0,0,2023-11-13 01:13:16,0
1295,1295,10,6,4,1,1,1,1,1,1,1,0,0,0,12,12,0,0,0,2023-11-13 01:15:16,0
1269,1269,21,42,8,25,26,25,9,9,9,8,21,5,4,12,12,5,0,0,2023-11-13 01:17:16,1
1296,1296,109,424,8,330,330,330,71,71,71,71,324,67,80,12,12,51,11,2,2023-11-13 01:19:16,0
1297,1297,88,406,2,328,328,327,68,68,68,68,324,65,73,12,12,48,13,4,2023-11-13 01:21:16,6
1295,1295,878,950,794,90,89,90,65,65,65,66,30,8,7,12,12,6,0,0,2023-11-13 01:23:16,0
1266,1266,1134,1205,1051,77,77,77,76,76,76,76,1,12,0,12,12,1,0,0,2023-11-13 01:25:16,0
