[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",not find dictionary type=<:NUM:>,the employee does not exist,AuthSessionVali<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,[getOtpKey] GetWeChatUserInf<:updateFanweiEmployee failed:>,"[SimplePost] failed, <:ERRORPost:>",[UpdateEmployee] <:*:> failed:>,no employee,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",timestamp,unknown
0,0,46,68,0,1,1,0,0,0,0,0,0,2023-12-06 14:29:21,0
0,0,207,113,0,0,0,0,0,0,0,1,0,2023-12-06 14:31:21,0
0,0,115,121,1,0,0,2,2,1,0,0,0,2023-12-06 14:33:21,30
0,0,69,121,1,0,0,0,0,0,0,0,0,2023-12-06 14:35:21,1
752,752,115,1,2,1,1,3,3,1,1,2,1,2023-12-06 14:37:21,5
0,0,46,129,0,0,0,0,0,0,0,0,0,2023-12-06 14:39:21,0
0,0,207,112,2,0,0,2,2,1,0,1,0,2023-12-06 14:41:21,29
0,0,69,122,3,2,2,1,1,0,0,0,0,2023-12-06 14:43:21,0
752,752,92,118,1,1,1,2,2,1,1,0,1,2023-12-06 14:45:21,0
0,0,92,3,1,0,0,0,0,0,0,2,0,2023-12-06 14:47:21,0
0,0,69,65,2,1,1,2,2,0,0,0,0,2023-12-06 14:49:21,0
0,0,184,114,2,2,2,3,3,0,0,1,0,2023-12-06 14:51:21,12
752,752,115,126,6,4,4,3,3,1,1,0,1,2023-12-06 14:53:21,37
0,0,23,116,1,1,1,2,2,0,0,0,0,2023-12-06 14:55:21,0
752,752,138,5,3,2,2,4,4,1,1,2,1,2023-12-06 14:57:21,0
0,0,69,128,1,1,1,1,1,0,0,0,0,2023-12-06 14:59:21,0
752,752,207,113,5,0,0,1,1,1,1,0,1,2023-12-06 15:01:21,923
0,0,115,67,1,3,3,2,2,0,0,1,0,2023-12-06 15:03:21,8
0,0,69,113,2,1,1,1,1,0,0,0,0,2023-12-06 15:05:21,0
752,752,115,4,7,1,1,0,0,1,1,2,1,2023-12-06 15:07:21,0
0,0,46,127,4,3,3,4,4,0,0,0,0,2023-12-06 15:09:21,0
0,0,161,112,4,3,3,6,6,0,0,1,0,2023-12-06 15:11:21,8
752,752,138,59,2,2,2,0,0,1,1,0,1,2023-12-06 15:13:21,25
0,0,46,123,5,5,5,4,4,0,0,1,0,2023-12-06 15:15:21,0
752,752,115,3,4,3,3,4,4,1,1,1,1,2023-12-06 15:17:21,10
0,0,69,128,2,1,1,2,2,0,0,0,0,2023-12-06 15:19:21,0
752,752,184,139,1,0,0,1,1,1,1,0,1,2023-12-06 15:21:21,25
0,0,115,120,2,2,2,3,3,0,0,1,0,2023-12-06 15:23:21,0
0,0,23,121,1,0,0,2,2,0,0,0,0,2023-12-06 15:25:21,0
752,752,161,4,2,3,3,2,2,1,1,2,1,2023-12-06 15:27:21,4
0,0,23,129,3,2,2,3,3,0,0,0,0,2023-12-06 15:29:21,0
752,752,253,116,1,2,2,2,2,1,1,0,1,2023-12-06 15:31:21,33
0,0,92,122,1,0,0,0,0,0,0,0,0,2023-12-06 15:33:21,12
0,0,46,121,1,1,1,0,0,0,0,0,0,2023-12-06 15:35:21,0
752,752,138,2,2,1,1,0,0,1,1,2,1,2023-12-06 15:37:21,0
0,0,46,127,1,0,0,1,1,0,0,0,0,2023-12-06 15:39:21,0
752,752,184,116,6,2,2,1,1,1,1,0,1,2023-12-06 15:41:21,25
0,0,92,113,0,0,0,0,0,0,0,1,0,2023-12-06 15:43:21,2
0,0,46,127,1,4,4,1,1,0,0,0,0,2023-12-06 15:45:21,6
752,752,161,2,2,0,0,0,0,1,1,2,1,2023-12-06 15:47:21,3
0,0,23,128,0,0,0,0,0,0,0,0,0,2023-12-06 15:49:21,0
752,752,276,114,0,0,0,0,0,1,1,1,1,2023-12-06 15:51:21,25
0,0,46,119,0,0,0,0,0,0,0,0,0,2023-12-06 15:53:21,2
0,0,69,120,2,0,0,1,1,0,0,0,0,2023-12-06 15:55:21,0
752,752,92,2,0,0,0,0,0,1,1,2,1,2023-12-06 15:57:21,0
0,0,46,128,0,0,0,0,0,0,0,0,0,2023-12-06 15:59:21,0
752,752,322,114,1,1,1,0,0,1,1,1,1,2023-12-06 16:01:21,1912
0,0,46,117,0,0,0,0,0,0,0,0,0,2023-12-06 16:03:21,0
0,0,92,122,4,4,4,0,0,0,0,0,0,2023-12-06 16:05:21,8
0,0,115,3,0,0,0,1,1,1,0,2,0,2023-12-06 16:07:21,5
0,0,46,128,0,0,0,0,0,0,0,0,0,2023-12-06 16:09:21,3
752,752,230,114,5,1,1,1,1,1,1,1,1,2023-12-06 16:11:21,37
0,0,46,124,2,0,0,0,0,0,0,0,0,2023-12-06 16:13:21,0
0,0,92,118,4,3,3,4,4,0,0,0,0,2023-12-06 16:15:21,0
0,0,115,1,4,1,1,2,2,1,0,2,0,2023-12-06 16:17:21,6
0,0,46,65,0,0,0,0,0,0,0,0,0,2023-12-06 16:19:21,6
685,685,276,113,2,0,0,0,0,0,0,1,0,2023-12-06 16:21:21,13
67,67,92,122,1,1,1,2,2,1,1,0,1,2023-12-06 16:23:21,28
0,0,92,118,3,3,3,0,0,0,0,0,0,2023-12-06 16:25:21,1
752,752,92,4,3,0,0,1,1,1,1,2,1,2023-12-06 16:27:21,0
0,0,69,130,4,1,1,1,1,0,0,0,0,2023-12-06 16:29:21,3
0,0,184,112,0,0,0,0,0,1,0,1,0,2023-12-06 16:31:21,35
0,0,92,117,1,1,1,0,0,0,0,0,0,2023-12-06 16:33:21,2
752,752,92,126,2,2,2,4,4,0,0,0,0,2023-12-06 16:35:21,0
0,0,115,2,1,1,1,1,1,1,1,2,1,2023-12-06 16:37:21,0
0,0,46,64,1,1,1,0,0,0,0,0,0,2023-12-06 16:39:21,0
0,0,184,114,3,1,1,0,0,0,0,1,0,2023-12-06 16:41:21,0
752,752,115,117,0,0,0,0,0,1,1,0,1,2023-12-06 16:43:21,25
0,0,46,123,1,0,0,0,0,0,0,1,0,2023-12-06 16:45:21,0
0,0,115,2,1,1,1,1,1,0,0,1,0,2023-12-06 16:47:21,5
0,0,69,127,0,0,0,0,0,0,0,0,0,2023-12-06 16:49:21,0
752,752,161,114,0,0,0,0,0,1,1,0,1,2023-12-06 16:51:21,26
0,0,138,121,0,0,0,0,0,0,0,1,0,2023-12-06 16:53:21,2
0,0,46,118,1,1,1,0,0,0,0,0,0,2023-12-06 16:55:21,2
752,752,138,3,1,1,1,0,0,1,1,2,1,2023-12-06 16:57:21,0
0,0,23,66,1,0,0,1,1,0,0,0,0,2023-12-06 16:59:21,0
0,0,230,112,6,5,5,3,3,0,0,1,0,2023-12-06 17:01:21,27
0,0,115,53,2,1,1,0,0,1,0,0,0,2023-12-06 17:03:21,9
0,0,46,126,1,0,0,0,0,0,0,0,0,2023-12-06 17:05:21,2
0,0,138,2,1,1,1,1,1,1,0,2,0,2023-12-06 17:07:21,4
0,0,46,130,1,1,1,1,1,0,0,0,0,2023-12-06 17:09:21,0
752,752,184,120,1,1,1,1,1,1,1,0,1,2023-12-06 17:11:21,25
0,0,115,113,0,0,0,0,0,0,0,1,0,2023-12-06 17:13:21,0
0,0,23,127,1,1,1,1,1,0,0,0,0,2023-12-06 17:15:21,5
0,0,161,2,0,1,1,1,1,1,0,2,0,2023-12-06 17:17:21,4
0,0,23,129,0,0,0,0,0,0,0,0,0,2023-12-06 17:19:21,0
752,752,230,118,4,1,1,1,1,1,1,1,1,2023-12-06 17:21:21,27
0,0,92,118,1,0,0,0,0,0,0,0,0,2023-12-06 17:23:21,0
0,0,46,123,2,2,2,3,3,0,0,0,0,2023-12-06 17:25:21,8
0,0,138,1,3,2,2,1,1,1,0,2,0,2023-12-06 17:27:21,8
0,0,23,128,2,1,1,0,0,0,0,0,0,2023-12-06 17:29:21,19
752,752,207,119,4,1,1,2,2,1,1,0,1,2023-12-06 17:31:21,26
0,0,92,124,3,1,1,0,0,0,0,1,0,2023-12-06 17:33:21,2
0,0,46,126,1,3,3,0,0,0,0,0,0,2023-12-06 17:35:21,3
752,752,161,2,0,0,0,0,0,1,1,2,1,2023-12-06 17:37:21,0
0,0,46,128,1,0,0,1,1,0,0,0,0,2023-12-06 17:39:21,4
752,752,253,115,0,0,0,0,0,1,1,1,1,2023-12-06 17:41:21,25
0,0,46,117,0,0,0,0,0,0,0,0,0,2023-12-06 17:43:21,0
0,0,69,124,0,0,0,0,0,0,0,0,0,2023-12-06 17:45:21,0
752,752,92,2,0,0,0,0,0,1,1,2,1,2023-12-06 17:47:21,0
0,0,46,129,0,0,0,0,0,0,0,0,0,2023-12-06 17:49:21,0
0,0,230,113,0,0,0,1,1,1,0,1,0,2023-12-06 17:51:21,32
0,0,69,151,1,0,0,0,0,0,0,0,0,2023-12-06 17:53:21,0
0,0,92,130,1,1,1,1,1,0,0,0,0,2023-12-06 17:55:21,2
752,752,115,4,0,0,0,0,0,1,1,2,1,2023-12-06 17:57:21,0
0,0,46,131,0,0,0,0,0,0,0,0,0,2023-12-06 17:59:21,0
752,752,230,113,2,0,0,0,0,1,1,1,1,2023-12-06 18:01:21,923
0,0,69,116,1,0,0,0,0,0,0,0,0,2023-12-06 18:03:21,0
752,752,115,126,1,1,1,0,0,1,1,0,1,2023-12-06 18:05:21,1
0,0,69,1,0,0,0,0,0,0,0,2,0,2023-12-06 18:07:21,0
0,0,69,130,0,1,1,2,2,0,0,0,0,2023-12-06 18:09:21,2
0,0,207,113,0,0,0,0,0,0,0,1,0,2023-12-06 18:11:21,2
752,752,92,115,2,0,0,1,1,1,1,0,1,2023-12-06 18:13:21,25
0,0,46,128,0,1,1,2,2,0,0,0,0,2023-12-06 18:15:21,0
752,752,115,271,0,0,0,0,0,1,1,2,1,2023-12-06 18:17:21,0
0,0,69,68,0,0,0,0,0,0,0,0,0,2023-12-06 18:19:21,0
752,752,184,112,0,0,0,0,0,1,1,1,1,2023-12-06 18:21:21,25
0,0,92,116,1,0,0,2,2,0,0,0,0,2023-12-06 18:23:21,3
0,0,92,126,0,0,0,0,0,0,0,0,0,2023-12-06 18:25:21,0
0,0,115,5,1,1,1,0,0,1,0,2,0,2023-12-06 18:27:21,12
0,0,46,130,0,0,0,1,1,0,0,0,0,2023-12-06 18:29:21,1
0,0,184,114,0,0,0,0,0,0,0,1,0,2023-12-06 18:31:21,2
752,752,115,119,3,2,2,1,1,1,1,0,1,2023-12-06 18:33:21,25
0,0,46,123,1,1,1,0,0,0,0,1,0,2023-12-06 18:35:21,3
752,752,115,2,3,1,1,0,0,1,1,1,1,2023-12-06 18:37:21,0
0,0,69,129,1,1,1,2,2,0,0,0,0,2023-12-06 18:39:21,12
752,752,184,114,0,0,0,0,0,1,1,0,1,2023-12-06 18:41:21,25
0,0,115,119,0,0,0,0,0,0,0,1,0,2023-12-06 18:43:21,0
0,0,46,120,0,0,0,0,0,0,0,0,0,2023-12-06 18:45:21,0
0,0,138,3,1,1,1,2,2,1,0,2,0,2023-12-06 18:47:21,7
0,0,23,127,0,0,0,0,0,0,0,0,0,2023-12-06 18:49:21,0
0,0,207,112,0,0,0,0,0,0,0,1,0,2023-12-06 18:51:21,25
752,752,115,114,0,0,0,0,0,1,1,0,1,2023-12-06 18:53:21,3
0,0,23,127,1,0,0,0,0,0,0,0,0,2023-12-06 18:55:21,20
752,752,161,2,0,1,1,2,2,1,1,1,1,2023-12-06 18:57:21,0
0,0,46,129,0,0,0,0,0,0,0,1,0,2023-12-06 18:59:21,3
752,752,207,114,0,0,0,2,2,1,1,0,1,2023-12-06 19:01:21,25
0,0,92,117,4,2,2,0,0,0,0,1,0,2023-12-06 19:03:21,0
0,0,46,122,2,0,0,1,1,0,0,0,0,2023-12-06 19:05:21,1
752,752,161,1,2,1,1,0,0,1,1,1,1,2023-12-06 19:07:21,0
0,0,23,129,0,0,0,0,0,0,0,1,0,2023-12-06 19:09:21,0
752,752,253,112,0,0,0,0,0,1,1,1,1,2023-12-06 19:11:21,25
0,0,69,112,0,0,0,0,0,0,0,0,0,2023-12-06 19:13:21,4
0,0,46,129,1,1,1,0,0,0,0,0,0,2023-12-06 19:15:21,0
752,752,138,1,0,0,0,0,0,1,1,1,1,2023-12-06 19:17:21,0
0,0,23,127,0,0,0,0,0,0,0,1,0,2023-12-06 19:19:21,0
0,0,253,115,0,0,0,0,0,1,0,0,0,2023-12-06 19:21:21,29
0,0,46,111,0,0,0,0,0,0,0,1,0,2023-12-06 19:23:21,0
0,0,46,129,1,1,1,0,0,0,0,0,0,2023-12-06 19:25:21,0
752,752,161,2,0,0,0,0,0,1,1,1,1,2023-12-06 19:27:21,0
0,0,46,129,0,0,0,0,0,0,0,1,0,2023-12-06 19:29:21,0
0,0,253,114,0,0,0,0,0,1,0,1,0,2023-12-06 19:31:21,29
0,0,23,117,1,1,1,2,2,0,0,0,0,2023-12-06 19:33:21,1
0,0,92,122,2,1,1,2,2,0,0,0,0,2023-12-06 19:35:21,1
752,752,92,3,0,0,0,0,0,1,1,1,1,2023-12-06 19:37:21,0
0,0,46,127,0,0,0,0,0,0,0,1,0,2023-12-06 19:39:21,0
752,752,230,113,0,0,0,0,0,0,0,1,0,2023-12-06 19:41:21,25
0,0,92,114,0,0,0,0,0,1,1,0,1,2023-12-06 19:43:21,0
0,0,69,126,0,0,0,0,0,0,0,0,0,2023-12-06 19:45:21,0
752,752,115,2,0,0,0,0,0,1,1,1,1,2023-12-06 19:47:21,5
0,0,46,128,0,1,1,1,1,0,0,1,0,2023-12-06 19:49:21,0
752,752,207,112,0,0,0,0,0,1,1,1,1,2023-12-06 19:51:21,25
0,0,69,115,1,1,1,0,0,0,0,0,0,2023-12-06 19:53:21,0
752,752,92,125,2,0,0,2,2,1,1,0,1,2023-12-06 19:55:21,0
0,0,92,3,0,0,0,0,0,0,0,1,0,2023-12-06 19:57:21,0
0,0,69,129,0,0,0,0,0,0,0,1,0,2023-12-06 19:59:21,0
0,0,207,113,0,0,0,0,0,0,0,1,0,2023-12-06 20:01:21,0
752,752,115,111,1,1,1,1,1,1,1,0,1,2023-12-06 20:03:21,25
0,0,23,129,0,0,0,0,0,0,0,0,0,2023-12-06 20:05:21,0
752,752,138,1,1,0,0,0,0,1,1,1,1,2023-12-06 20:07:21,0
0,0,69,129,0,1,1,0,0,0,0,1,0,2023-12-06 20:09:21,0
752,752,184,113,0,0,0,0,0,1,1,0,1,2023-12-06 20:11:21,25
0,0,115,113,0,0,0,0,0,0,0,1,0,2023-12-06 20:13:21,0
0,0,46,127,1,1,1,0,0,0,0,0,0,2023-12-06 20:15:21,1
752,752,138,2,1,1,1,0,0,1,1,1,1,2023-12-06 20:17:21,0
0,0,46,127,2,1,1,1,1,0,0,1,0,2023-12-06 20:19:21,0
0,0,161,113,0,0,0,0,0,0,0,1,0,2023-12-06 20:21:21,0
0,0,138,118,0,0,0,0,0,1,0,0,0,2023-12-06 20:23:21,29
0,0,46,122,0,0,0,0,0,0,0,1,0,2023-12-06 20:25:21,0
752,752,115,3,0,0,0,0,0,1,1,0,1,2023-12-06 20:27:21,0
0,0,69,128,0,0,0,0,0,0,0,1,0,2023-12-06 20:29:21,0
752,752,184,115,0,0,0,0,0,1,1,0,1,2023-12-06 20:31:21,25
0,0,115,114,1,1,1,1,1,0,0,1,0,2023-12-06 20:33:21,0
0,0,23,124,0,0,0,0,0,0,0,0,0,2023-12-06 20:35:21,0
752,752,161,3,0,0,0,0,0,1,1,1,1,2023-12-06 20:37:21,0
0,0,23,127,0,0,0,0,0,0,0,1,0,2023-12-06 20:39:21,0
752,752,230,112,2,0,0,1,1,1,1,1,1,2023-12-06 20:41:21,26
0,0,92,114,3,1,1,0,0,0,0,0,0,2023-12-06 20:43:21,2
0,0,23,127,0,0,0,0,0,0,0,0,0,2023-12-06 20:45:21,0
752,752,161,1,0,0,0,0,0,1,1,1,1,2023-12-06 20:47:21,0
0,0,46,128,0,0,0,0,0,0,0,1,0,2023-12-06 20:49:21,0
752,752,184,114,0,0,0,0,0,1,1,0,1,2023-12-06 20:51:21,25
0,0,92,112,0,0,0,0,0,0,0,1,0,2023-12-06 20:53:21,0
0,0,46,129,0,0,0,0,0,0,0,0,0,2023-12-06 20:55:21,0
0,0,161,2,0,0,0,0,0,1,0,1,0,2023-12-06 20:57:21,4
0,0,23,130,0,0,0,0,0,0,0,1,0,2023-12-06 20:59:21,0
752,752,253,112,0,0,0,1,1,1,1,1,1,2023-12-06 21:01:21,926
0,0,92,115,0,0,0,0,0,0,0,0,0,2023-12-06 21:03:21,0
0,0,69,129,0,0,0,0,0,0,0,0,0,2023-12-06 21:05:21,0
752,752,92,1,0,0,0,0,0,1,1,1,1,2023-12-06 21:07:21,0
0,0,46,127,0,0,0,0,0,0,0,1,0,2023-12-06 21:09:21,0
0,0,253,114,1,0,0,0,0,1,0,1,0,2023-12-06 21:11:21,29
0,0,46,109,0,0,0,0,0,0,0,0,0,2023-12-06 21:13:21,0
0,0,92,131,0,2,2,0,0,0,0,0,0,2023-12-06 21:15:21,4
752,752,115,1,1,1,1,0,0,1,1,1,1,2023-12-06 21:17:21,4
0,0,46,130,1,1,1,1,1,0,0,1,0,2023-12-06 21:19:21,0
752,752,253,114,0,0,0,0,0,1,1,1,1,2023-12-06 21:21:21,25
0,0,23,110,0,0,0,0,0,0,0,0,0,2023-12-06 21:23:21,0
0,0,92,129,0,0,0,0,0,0,0,0,0,2023-12-06 21:25:21,2
752,752,92,3,0,0,0,0,0,1,1,1,1,2023-12-06 21:27:21,0
0,0,46,65,0,0,0,0,0,0,0,1,0,2023-12-06 21:29:21,0
0,0,230,113,0,0,0,0,0,0,0,1,0,2023-12-06 21:31:21,0
752,752,92,114,0,0,0,0,0,1,1,0,1,2023-12-06 21:33:21,25
0,0,69,126,0,0,0,0,0,0,0,0,0,2023-12-06 21:35:21,0
752,752,92,2,0,0,0,0,0,1,1,1,1,2023-12-06 21:37:21,0
0,0,69,128,0,0,0,0,0,0,0,1,0,2023-12-06 21:39:21,0
752,752,207,112,1,0,0,0,0,1,1,1,1,2023-12-06 21:41:21,25
0,0,69,51,0,0,0,0,0,0,0,0,0,2023-12-06 21:43:21,0
752,752,92,126,1,1,1,1,1,0,0,0,0,2023-12-06 21:45:21,0
0,0,92,2,0,0,0,0,0,1,1,1,1,2023-12-06 21:47:21,0
0,0,69,128,0,0,0,0,0,0,0,1,0,2023-12-06 21:49:21,0
0,0,184,113,0,0,0,0,0,0,0,1,0,2023-12-06 21:51:21,0
0,0,115,104,0,0,0,0,0,1,0,0,0,2023-12-06 21:53:21,29
0,0,46,136,1,1,1,1,1,0,0,0,0,2023-12-06 21:55:21,0
752,752,115,2,0,0,0,0,0,1,1,1,1,2023-12-06 21:57:21,0
0,0,69,66,0,0,0,0,0,0,0,1,0,2023-12-06 21:59:21,0
752,752,207,113,0,0,0,0,0,1,1,0,1,2023-12-06 22:01:21,25
0,0,115,112,1,1,1,0,0,0,0,1,0,2023-12-06 22:03:21,0
0,0,46,128,1,0,0,0,0,0,0,0,0,2023-12-06 22:05:21,0
752,752,138,2,1,2,2,3,3,1,1,1,1,2023-12-06 22:07:21,4
0,0,23,127,0,0,0,0,0,0,0,1,0,2023-12-06 22:09:21,0
0,0,207,113,1,0,0,0,0,0,0,1,0,2023-12-06 22:11:21,25
752,752,115,112,0,0,0,0,0,1,1,0,1,2023-12-06 22:13:21,0
0,0,46,128,0,0,0,0,0,0,0,0,0,2023-12-06 22:15:21,0
752,752,138,2,0,0,0,0,0,1,1,1,1,2023-12-06 22:17:21,0
0,0,46,127,0,0,0,0,0,0,0,1,0,2023-12-06 22:19:21,0
0,0,184,115,1,1,1,0,0,1,0,0,0,2023-12-06 22:21:21,29
0,0,115,104,4,2,2,1,1,0,0,1,0,2023-12-06 22:23:21,1
0,0,23,134,0,0,0,0,0,0,0,0,0,2023-12-06 22:25:21,0
752,752,161,4,0,0,0,0,0,1,1,1,1,2023-12-06 22:27:21,0
0,0,23,128,0,0,0,0,0,0,0,1,0,2023-12-06 22:29:21,0
752,752,230,113,0,0,0,0,0,1,1,1,1,2023-12-06 22:31:21,25
0,0,92,113,0,0,0,0,0,0,0,0,0,2023-12-06 22:33:21,0
0,0,46,128,0,0,0,0,0,0,0,0,0,2023-12-06 22:35:21,0
0,0,138,1,2,1,1,1,1,1,0,1,0,2023-12-06 22:37:21,4
0,0,23,65,0,0,0,0,0,0,0,1,0,2023-12-06 22:39:21,0
752,752,207,114,0,0,0,0,0,1,1,0,1,2023-12-06 22:41:21,25
0,0,92,112,4,2,2,3,3,0,0,1,0,2023-12-06 22:43:21,0
0,0,46,127,0,1,1,1,1,0,0,0,0,2023-12-06 22:45:21,0
752,752,161,1,0,0,0,0,0,1,1,1,1,2023-12-06 22:47:21,0
0,0,23,129,1,0,0,0,0,0,0,1,0,2023-12-06 22:49:21,0
0,0,276,113,0,1,1,0,0,1,0,1,0,2023-12-06 22:51:21,31
0,0,46,112,0,0,0,0,0,0,0,0,0,2023-12-06 22:53:21,0
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-06 22:55:21,0
0,0,92,2,1,0,0,2,2,1,0,1,0,2023-12-06 22:57:21,4
0,0,46,65,1,2,2,0,0,0,0,1,0,2023-12-06 22:59:21,4
752,752,253,114,0,0,0,0,0,0,0,1,0,2023-12-06 23:01:21,0
0,0,69,113,2,1,1,3,3,1,1,0,1,2023-12-06 23:03:21,25
0,0,92,128,0,1,1,0,0,0,0,0,0,2023-12-06 23:05:21,0
752,752,115,1,1,1,1,1,1,1,1,1,1,2023-12-06 23:07:21,0
0,0,46,128,0,0,0,0,0,0,0,1,0,2023-12-06 23:09:21,0
0,0,207,114,0,0,0,0,0,1,0,1,0,2023-12-06 23:11:21,29
0,0,69,48,0,0,0,0,0,0,0,0,0,2023-12-06 23:13:21,0
752,752,115,127,0,0,0,0,0,1,1,0,1,2023-12-06 23:15:21,0
0,0,69,4,0,0,0,0,0,0,0,1,0,2023-12-06 23:17:21,0
0,0,46,127,0,0,0,0,0,0,0,1,0,2023-12-06 23:19:21,0
650,649,230,113,1,0,0,0,0,0,0,1,0,2023-12-06 23:21:21,0
102,103,92,114,0,1,1,0,0,1,1,0,1,2023-12-06 23:23:21,25
0,0,69,126,0,0,0,0,0,0,0,0,0,2023-12-06 23:25:21,0
752,752,92,3,0,0,0,0,0,1,1,1,1,2023-12-06 23:27:21,0
0,0,69,129,1,1,1,1,1,0,0,1,0,2023-12-06 23:29:21,0
752,752,207,112,2,0,0,0,0,1,1,1,1,2023-12-06 23:31:21,25
0,0,92,113,0,0,0,0,0,0,0,0,0,2023-12-06 23:33:21,0
752,752,92,127,0,0,0,0,0,0,0,0,0,2023-12-06 23:35:21,0
0,0,115,2,0,0,0,2,2,1,1,1,1,2023-12-06 23:37:21,0
0,0,46,128,3,0,0,0,0,0,0,1,0,2023-12-06 23:39:21,0
0,0,184,113,0,1,1,1,1,0,0,1,0,2023-12-06 23:41:21,0
752,752,115,49,1,1,1,0,0,1,1,0,1,2023-12-06 23:43:21,29
0,0,46,128,0,0,0,0,0,0,0,1,0,2023-12-06 23:45:21,0
0,0,115,1,0,0,0,0,0,1,0,0,0,2023-12-06 23:47:21,4
0,0,69,128,1,1,1,1,1,0,0,1,0,2023-12-06 23:49:21,0
752,752,161,113,0,0,0,0,0,1,1,0,1,2023-12-06 23:51:21,25
0,0,138,101,0,0,0,0,0,0,0,1,0,2023-12-06 23:53:21,0
0,0,46,139,0,0,0,0,0,0,0,0,0,2023-12-06 23:55:21,0
752,752,138,3,2,0,0,0,0,1,1,1,1,2023-12-06 23:57:21,0
0,0,23,128,1,1,1,1,1,0,0,1,0,2023-12-06 23:59:21,0
0,0,230,178,0,0,0,2,2,0,0,1,0,2023-12-07 00:01:21,923
752,752,115,113,0,1,1,3,3,1,1,0,1,2023-12-07 00:03:21,0
0,0,23,128,1,1,1,2,2,0,0,0,0,2023-12-07 00:05:21,0
752,752,161,2,0,0,0,1,1,1,1,1,1,2023-12-07 00:07:21,0
0,0,46,127,2,3,3,2,2,0,0,0,0,2023-12-07 00:09:21,6
752,752,184,115,0,1,1,1,1,1,1,1,1,2023-12-07 00:11:21,28
0,0,92,50,0,0,0,0,0,0,0,1,0,2023-12-07 00:13:21,0
0,0,46,128,0,0,0,0,0,0,0,0,0,2023-12-07 00:15:21,0
752,752,161,3,0,0,0,0,0,1,1,1,1,2023-12-07 00:17:21,8
0,0,23,127,0,0,0,0,0,0,0,0,0,2023-12-07 00:19:21,0
752,752,253,112,0,0,0,0,0,1,1,2,1,2023-12-07 00:21:21,25
0,0,69,112,1,1,1,1,1,0,0,0,0,2023-12-07 00:23:21,1
0,0,46,129,0,0,0,0,0,0,0,0,0,2023-12-07 00:25:21,0
752,752,138,2,0,0,0,0,0,1,1,1,1,2023-12-07 00:27:21,0
0,0,23,66,0,0,0,0,0,0,0,0,0,2023-12-07 00:29:21,0
0,0,230,114,0,0,0,0,0,1,0,1,0,2023-12-07 00:31:21,29
0,0,69,112,0,0,0,0,0,0,0,1,0,2023-12-07 00:33:21,0
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-07 00:35:21,0
752,752,161,1,0,0,0,0,0,1,1,1,1,2023-12-07 00:37:21,0
0,0,46,129,0,0,0,0,0,0,0,0,0,2023-12-07 00:39:21,0
752,752,253,113,0,0,0,0,0,1,1,2,1,2023-12-07 00:41:21,25
0,0,46,49,0,0,0,0,0,0,0,0,0,2023-12-07 00:43:21,0
0,0,69,128,1,0,0,2,2,0,0,0,0,2023-12-07 00:45:21,0
752,752,92,1,0,0,0,0,0,1,1,1,1,2023-12-07 00:47:21,0
0,0,46,127,0,0,0,0,0,0,0,0,0,2023-12-07 00:49:21,0
752,752,230,114,0,0,0,0,0,1,1,2,1,2023-12-07 00:51:21,27
0,0,69,114,0,0,0,0,0,0,0,0,0,2023-12-07 00:53:21,0
0,0,92,127,0,0,0,0,0,0,0,0,0,2023-12-07 00:55:21,0
752,752,115,2,0,0,0,0,0,1,1,1,1,2023-12-07 00:57:21,0
0,0,46,129,0,0,0,0,0,0,0,0,0,2023-12-07 00:59:21,0
752,752,230,115,0,0,0,0,0,1,1,2,1,2023-12-07 01:01:21,25
0,0,69,105,1,0,0,1,1,0,0,0,0,2023-12-07 01:03:21,0
0,0,115,134,0,0,0,0,0,1,0,0,0,2023-12-07 01:05:21,4
0,0,69,3,0,0,0,0,0,0,0,1,0,2023-12-07 01:07:21,0
0,0,69,127,0,0,0,0,0,0,0,0,0,2023-12-07 01:09:21,0
0,0,184,113,0,0,0,0,0,0,0,2,0,2023-12-07 01:11:21,0
0,0,115,102,0,0,0,0,0,1,0,0,0,2023-12-07 01:13:21,29
0,0,23,138,0,0,0,0,0,0,0,0,0,2023-12-07 01:15:21,0
0,0,138,2,0,0,0,0,0,1,0,1,0,2023-12-07 01:17:21,4
0,0,69,128,0,0,0,0,0,0,0,0,0,2023-12-07 01:19:21,0
0,0,184,112,0,0,0,0,0,1,0,2,0,2023-12-07 01:21:21,29
0,0,92,108,0,0,0,0,0,0,0,0,0,2023-12-07 01:23:21,0
0,0,92,132,0,0,0,0,0,0,0,0,0,2023-12-07 01:25:21,0
752,752,115,3,0,0,0,0,0,1,1,1,1,2023-12-07 01:27:21,0
0,0,46,129,0,0,0,0,0,0,0,0,0,2023-12-07 01:29:21,0
0,0,184,112,0,0,0,0,0,0,0,2,0,2023-12-07 01:31:21,0
