get metadata from header,parseDataReportFlag ok,parse metadata,infra.grpc.invoker,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Depts only have yunzhanghu,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,approve status error,svc.ApproveCallback failed,Response=<:MAP:>,message,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,timestamp,unknown
858,858,856,858,0,128,206,154,129,129,121,121,129,111,129,127,52,0,129,206,52,28,28,10,4,3,4,4,4,2,2,2,2023-11-03 11:10:00,1
895,895,895,896,0,128,200,143,128,128,115,115,128,107,128,128,57,0,128,200,57,29,29,8,3,3,3,4,3,2,2,2,2023-11-03 11:12:00,3
920,920,920,920,0,122,221,154,122,122,130,130,122,118,122,122,67,0,122,221,67,31,31,11,5,4,5,6,5,2,2,2,2023-11-03 11:14:00,5
882,882,883,882,0,136,195,148,136,136,119,119,136,111,136,136,47,0,136,195,47,29,29,8,5,5,5,5,5,2,2,2,2023-11-03 11:16:00,0
944,944,944,944,0,138,211,146,138,138,138,138,138,128,138,138,65,0,138,211,65,28,28,10,4,4,4,4,4,2,2,2,2023-11-03 11:18:00,0
919,919,918,919,0,132,207,131,132,132,151,151,132,136,132,132,76,0,132,207,76,27,27,13,3,3,3,3,3,2,2,2,2023-11-03 11:20:00,2
893,893,893,893,0,136,201,159,136,136,122,122,136,114,136,136,42,0,136,201,42,31,31,7,7,7,7,7,7,2,2,2,2023-11-03 11:22:00,3
883,883,883,883,0,142,185,144,142,142,132,132,142,119,142,142,41,0,142,185,41,27,27,13,3,3,3,3,3,2,2,2,2023-11-03 11:24:00,0
923,923,923,923,0,133,207,167,133,133,140,140,133,128,133,133,40,0,133,207,40,29,29,12,3,3,3,4,3,2,2,2,2023-11-03 11:26:00,3
900,900,901,900,0,146,184,138,146,146,121,121,146,113,146,146,46,0,146,184,46,28,28,8,4,3,4,4,4,2,2,2,2023-11-03 11:28:00,1
918,918,917,918,0,134,215,157,134,134,127,127,134,115,134,134,58,0,134,215,58,30,30,10,6,6,6,6,6,2,2,2,2023-11-03 11:30:00,8
861,861,861,862,0,127,180,134,127,127,129,129,127,110,127,127,46,0,127,180,46,28,28,19,4,3,4,4,4,2,2,2,2023-11-03 11:32:00,3
890,890,890,890,0,132,198,149,132,132,128,128,132,116,132,132,49,0,132,198,49,27,27,12,3,3,3,3,3,2,2,2,2023-11-03 11:34:00,0
908,908,908,908,0,146,205,152,146,146,126,126,146,116,146,146,53,0,146,205,53,30,30,10,4,4,4,5,4,2,2,2,2023-11-03 11:36:00,5
925,925,925,925,0,140,195,149,140,140,128,128,140,118,140,140,46,0,140,195,46,30,30,10,6,6,6,6,6,2,2,2,2023-11-03 11:38:00,1
864,864,864,864,0,140,212,156,140,140,108,108,140,101,140,140,56,0,140,212,56,27,27,6,4,4,4,4,4,2,2,2,2023-11-03 11:40:00,0
895,895,896,898,0,133,190,139,133,133,121,121,133,106,133,134,51,0,133,190,51,29,29,14,3,3,3,4,3,2,2,2,2023-11-03 11:42:00,10
885,885,884,886,0,131,184,134,131,131,117,117,131,102,131,130,50,0,131,184,50,28,28,14,4,3,4,4,4,2,2,2,2023-11-03 11:44:00,7
883,883,884,883,0,126,187,138,126,126,120,120,126,114,126,126,49,0,126,187,49,33,33,6,6,6,6,7,6,2,2,2,2023-11-03 11:46:00,3
896,896,896,896,0,135,189,138,135,135,125,125,135,118,135,135,51,0,135,189,51,27,27,7,3,3,3,3,3,2,2,2,2023-11-03 11:48:00,0
923,923,923,923,0,151,178,137,151,151,118,118,151,109,151,151,41,0,151,178,41,28,28,9,4,3,4,4,4,2,2,2,2023-11-03 11:50:00,1
934,934,933,934,0,144,196,152,144,144,128,128,144,119,144,144,44,0,144,196,44,29,29,9,3,3,3,4,3,2,2,2,2023-11-03 11:52:00,3
882,882,882,882,0,130,191,151,130,130,124,124,130,118,130,130,40,0,130,191,40,31,31,6,7,7,7,7,7,2,2,2,2023-11-03 11:54:00,2
876,876,877,874,0,141,181,154,141,141,108,108,141,100,141,141,27,0,141,181,27,29,29,7,3,3,3,4,3,2,2,2,2023-11-03 11:56:00,4
915,915,914,915,0,117,208,154,117,117,129,129,117,122,117,117,54,0,117,208,54,28,28,7,4,4,4,4,4,2,2,2,2023-11-03 11:58:00,4
888,888,888,888,0,129,185,147,129,129,135,135,129,131,129,129,38,0,129,185,38,30,30,4,6,6,6,6,6,2,2,2,2023-11-03 12:00:00,1
861,861,861,860,0,136,181,139,136,136,112,112,136,108,136,136,42,0,136,181,42,28,28,4,4,3,4,4,4,2,2,2,2023-11-03 12:02:00,1
832,832,832,832,0,133,166,135,133,133,120,120,133,114,133,133,31,0,133,166,31,26,26,5,3,3,3,3,3,2,2,2,2023-11-03 12:04:00,0
895,895,895,895,0,140,184,140,140,140,115,115,140,110,140,140,44,0,140,184,44,28,28,5,4,3,4,4,4,2,2,2,2023-11-03 12:06:00,1
861,861,861,861,0,144,174,137,144,144,115,115,144,112,144,144,37,0,144,174,37,30,30,2,6,6,6,6,6,2,2,2,2023-11-03 12:08:00,1
900,900,900,900,0,137,205,152,137,137,134,134,137,127,137,137,53,0,137,205,53,28,28,7,4,4,4,4,4,2,2,2,2023-11-03 12:10:00,0
876,876,876,876,0,135,183,137,135,135,120,120,135,114,135,135,46,0,135,183,46,27,27,4,3,3,3,3,3,2,2,2,2023-11-03 12:12:00,1
876,876,876,876,0,126,174,143,126,126,124,124,126,115,126,126,31,0,126,174,31,27,27,9,3,3,3,3,3,2,2,2,2023-11-03 12:14:00,0
883,883,883,883,0,137,196,156,137,137,113,113,137,103,137,137,40,0,137,196,40,31,31,10,7,7,7,7,7,2,2,2,2023-11-03 12:16:00,0
885,885,885,885,0,132,331,142,132,132,123,123,132,118,132,132,189,0,132,331,138,28,28,5,3,3,3,4,4,2,2,2,2023-11-03 12:18:00,52
893,893,893,893,0,132,178,140,132,132,115,115,132,110,132,132,38,0,132,178,38,28,28,5,4,3,4,4,4,2,2,2,2023-11-03 12:20:00,1
901,901,901,901,0,149,193,137,149,149,136,136,149,127,149,149,56,0,149,193,56,27,27,9,3,3,3,3,3,2,2,2,2023-11-03 12:22:00,1
881,881,881,881,0,126,197,157,126,126,123,123,126,113,126,126,40,0,126,197,40,31,31,9,7,6,7,7,7,2,2,2,2023-11-03 12:24:00,6
890,890,890,890,0,129,191,150,129,129,121,121,129,111,129,129,41,0,129,191,41,27,27,10,3,3,3,3,3,2,2,2,2023-11-03 12:26:00,0
814,814,814,814,0,135,177,136,135,135,112,112,135,104,135,135,41,0,135,177,41,28,28,7,4,4,4,4,4,2,2,2,2023-11-03 12:28:00,0
913,913,913,914,0,144,205,161,144,144,117,117,144,113,144,144,44,0,144,205,44,27,27,4,3,3,3,3,3,2,2,2,2023-11-03 12:30:00,0
864,864,864,864,0,125,172,140,125,125,121,121,125,113,125,125,32,0,125,172,32,31,31,7,7,7,7,7,7,2,2,2,2023-11-03 12:32:00,1
893,893,893,893,0,136,197,150,136,136,126,126,136,122,136,136,47,0,136,197,47,27,27,3,3,3,3,3,3,2,2,2,2023-11-03 12:34:00,3
859,859,859,859,0,126,186,146,126,126,108,108,126,102,126,126,40,0,126,186,40,28,28,6,4,3,4,4,4,2,2,2,2023-11-03 12:36:00,1
886,886,886,886,0,134,187,147,134,134,134,134,134,130,134,134,40,0,134,187,40,30,30,4,6,6,6,6,6,2,2,2,2023-11-03 12:38:00,1
892,892,894,893,0,140,189,151,140,140,116,116,140,108,140,140,38,0,140,189,38,27,27,8,3,3,3,3,3,2,2,2,2023-11-03 12:40:00,9
865,865,863,865,0,141,298,147,141,141,126,126,141,117,141,141,151,0,141,298,151,28,28,8,4,3,4,4,4,2,2,2,2023-11-03 12:42:00,2
856,856,856,856,0,136,167,141,136,136,122,122,136,114,136,136,26,0,136,167,26,27,27,8,3,3,3,3,3,2,2,2,2023-11-03 12:44:00,0
911,911,912,911,0,135,178,138,135,135,145,145,135,140,135,135,40,0,135,178,40,31,31,5,7,7,7,7,7,2,2,2,2023-11-03 12:46:00,0
870,870,869,870,0,148,186,147,148,148,135,135,148,127,148,148,39,0,148,186,39,39,39,8,3,3,3,9,3,2,2,2,2023-11-03 12:48:00,18
843,843,843,843,0,113,183,152,113,113,127,127,113,120,113,113,31,0,113,183,31,28,28,7,4,4,4,4,4,2,2,2,2023-11-03 12:50:00,0
916,916,916,916,0,152,177,143,152,152,129,129,152,124,152,152,34,0,152,177,34,27,27,5,3,3,3,3,3,2,2,2,2023-11-03 12:52:00,0
877,877,877,877,0,144,188,145,144,144,127,127,144,123,144,144,43,0,144,188,43,31,31,4,7,6,7,7,7,2,2,2,2023-11-03 12:54:00,1
859,859,859,859,0,116,199,152,116,116,124,124,116,116,116,116,47,0,116,199,47,27,27,8,3,3,3,3,3,2,2,2,2023-11-03 12:56:00,0
864,864,865,864,0,144,167,137,144,144,115,115,144,106,144,144,30,0,144,167,30,28,28,8,4,3,4,4,4,2,2,2,2023-11-03 12:58:00,2
888,888,887,888,0,128,195,145,128,128,137,137,128,128,128,128,50,0,128,195,50,27,27,9,3,3,3,3,3,2,2,2,2023-11-03 13:00:00,0
903,903,903,903,0,128,196,156,128,128,136,136,128,126,128,128,40,0,128,196,40,31,31,9,7,7,7,7,7,2,2,2,2023-11-03 13:02:00,3
890,890,890,890,0,139,197,144,139,139,123,123,139,120,139,139,53,0,139,197,53,27,27,3,3,3,3,3,3,2,2,2,2023-11-03 13:04:00,0
910,910,910,910,0,132,192,147,132,132,132,132,132,113,132,132,45,0,132,192,45,27,27,18,3,3,3,3,3,2,2,2,2023-11-03 13:06:00,1
920,920,922,920,0,149,199,159,148,148,123,123,148,121,148,149,40,0,148,199,40,31,31,2,7,7,7,7,7,2,2,2,2023-11-03 13:08:00,0
918,918,916,918,0,137,190,141,138,138,116,116,138,110,138,137,49,0,138,190,49,27,27,6,3,3,3,3,3,2,2,2,2023-11-03 13:10:00,0
881,881,881,881,0,132,194,140,132,132,132,132,132,129,132,132,54,0,132,194,54,28,28,3,4,3,4,4,4,2,2,2,2023-11-03 13:12:00,1
890,890,890,890,0,139,179,146,139,139,118,118,139,107,139,139,33,0,139,179,33,27,27,10,3,3,3,3,3,2,2,2,2023-11-03 13:14:00,1
885,885,885,885,0,150,185,145,150,150,138,138,150,130,150,150,40,0,150,185,40,31,31,8,7,6,7,7,7,2,2,2,2023-11-03 13:16:00,1
890,890,890,890,0,142,170,136,142,142,127,127,142,116,142,142,34,0,142,170,34,27,27,10,3,3,3,3,3,2,2,2,2023-11-03 13:18:00,1
837,837,837,837,0,132,174,134,132,132,116,116,132,109,132,132,40,0,132,174,40,28,28,7,4,4,4,4,4,2,2,2,2023-11-03 13:20:00,0
872,872,872,872,0,132,342,200,132,132,112,112,132,103,132,132,142,0,132,342,142,91,91,9,3,3,3,35,3,2,2,2,2023-11-03 13:22:00,290
883,883,884,883,0,145,176,133,145,145,130,130,145,122,145,145,43,0,145,176,43,31,31,8,7,7,7,7,7,2,2,2,2023-11-03 13:24:00,0
850,850,849,850,0,130,228,178,130,130,113,113,130,106,130,130,50,0,130,228,50,61,61,7,3,3,3,20,3,2,2,2,2023-11-03 13:26:00,153
918,918,919,918,0,141,188,156,141,141,126,126,141,122,140,141,32,0,141,188,32,37,37,4,3,3,3,8,3,2,2,2,2023-11-03 13:28:00,45
900,900,899,900,0,135,181,143,135,135,130,130,135,122,136,135,38,0,135,181,38,30,30,8,4,3,4,5,4,2,2,2,2023-11-03 13:30:00,10
873,873,873,873,0,127,195,150,127,127,141,141,127,131,127,127,45,0,127,195,45,32,32,8,6,6,6,7,6,2,2,2,2023-11-03 13:32:00,11
894,894,894,894,0,139,189,141,139,139,127,127,139,121,139,139,48,0,139,189,48,28,28,5,4,3,4,4,4,2,2,2,2023-11-03 13:34:00,6
907,907,907,907,0,136,194,149,136,136,118,118,136,108,136,136,45,0,136,194,45,27,27,10,3,3,3,3,3,2,2,2,2023-11-03 13:36:00,0
863,863,863,863,0,141,187,149,141,141,115,115,141,112,141,141,38,0,141,187,38,32,32,3,4,4,4,6,4,2,2,2,2023-11-03 13:38:00,18
850,850,850,850,0,114,168,140,114,114,134,134,114,126,114,114,28,0,114,168,28,34,34,8,6,6,6,8,6,2,2,2,2023-11-03 13:40:00,18
918,918,918,918,0,152,189,143,152,152,131,131,152,122,152,152,46,0,152,189,46,28,28,9,4,4,4,4,4,2,2,2,2023-11-03 13:42:00,0
876,876,876,876,0,144,163,131,144,144,121,121,144,116,144,144,32,0,144,163,32,27,27,5,3,3,3,3,3,2,2,2,2023-11-03 13:44:00,0
854,854,854,854,0,133,183,143,133,133,119,119,133,112,133,133,40,0,133,183,40,28,28,7,4,3,4,4,4,2,2,2,2023-11-03 13:46:00,1
926,926,926,926,0,155,179,141,155,155,133,133,155,125,155,155,38,0,155,179,38,30,30,8,6,6,6,6,6,2,2,2,2023-11-03 13:48:00,0
907,907,907,907,0,137,186,142,137,137,117,117,137,102,137,137,44,0,137,186,44,27,27,15,3,3,3,3,3,2,2,2,2023-11-03 13:50:00,0
901,901,901,901,0,146,202,155,146,146,117,117,146,110,146,146,47,0,146,202,47,28,28,7,4,3,4,4,4,2,2,2,2023-11-03 13:52:00,1
878,878,878,878,0,144,203,153,144,144,130,130,144,124,144,144,50,0,144,203,50,31,31,5,7,7,7,7,7,2,2,2,2023-11-03 13:54:00,1
871,871,872,871,0,132,188,140,132,132,109,109,132,101,132,132,48,0,132,188,48,27,27,8,3,3,3,3,3,2,2,2,2023-11-03 13:56:00,0
895,895,894,895,0,124,178,138,124,124,134,134,124,128,124,124,40,0,124,178,40,27,27,6,3,3,3,3,3,2,2,2,2023-11-03 13:58:00,0
875,875,875,875,0,125,174,136,125,125,123,123,125,119,125,125,38,0,125,174,38,28,28,3,4,4,4,4,4,2,2,2,2023-11-03 14:00:00,4
908,908,909,908,0,137,295,137,136,136,131,131,136,123,136,137,158,0,136,295,158,30,30,8,6,6,6,6,6,2,2,2,2023-11-03 14:02:00,0
927,927,926,927,0,154,199,146,155,155,131,131,155,126,155,154,53,0,155,199,53,28,28,5,4,3,4,4,4,2,2,2,2023-11-03 14:04:00,1
899,899,899,899,0,138,187,140,138,138,119,119,138,113,138,138,47,0,138,187,47,27,27,5,3,3,3,3,3,2,2,2,2023-11-03 14:06:00,2
871,871,871,871,0,128,192,151,128,128,115,115,128,105,128,128,41,0,128,192,41,27,27,9,3,3,3,3,3,2,2,2,2023-11-03 14:08:00,25
894,894,895,891,0,130,197,152,129,129,118,118,129,115,129,130,45,0,129,197,45,33,33,3,7,7,7,8,7,2,2,2,2023-11-03 14:10:00,3
895,895,894,895,0,138,184,134,139,139,125,125,139,120,139,138,50,0,139,184,50,27,27,5,3,3,3,3,3,2,2,2,2023-11-03 14:12:00,0
880,880,880,880,0,126,184,137,126,126,115,115,126,109,126,126,47,0,126,184,47,28,28,5,4,4,4,4,4,2,2,2,2023-11-03 14:14:00,3
929,929,929,928,0,135,236,178,135,135,114,114,135,108,135,135,58,0,135,236,58,62,61,6,3,3,3,20,3,2,2,2,2023-11-03 14:16:00,60
916,916,916,912,0,144,404,254,144,144,132,132,144,124,144,144,150,0,144,404,150,136,137,8,7,6,7,60,7,2,2,2,2023-11-03 14:18:00,158
823,823,824,821,0,120,900,853,120,120,109,109,120,106,120,120,47,0,120,900,47,752,752,3,3,3,3,366,3,2,2,2,2023-11-03 14:20:00,1087
905,905,905,905,0,136,541,479,135,135,115,115,135,110,135,136,62,0,135,541,62,355,355,4,4,3,4,167,4,2,2,2,2023-11-03 14:22:00,493
892,892,891,892,0,127,195,151,128,128,106,106,128,98,128,127,44,0,128,195,44,27,27,7,3,3,3,3,3,2,2,2,2023-11-03 14:24:00,1
883,883,883,883,0,140,183,151,140,140,116,116,140,109,140,140,32,0,140,183,32,33,33,6,7,7,7,8,7,2,2,2,2023-11-03 14:26:00,7
891,891,891,891,0,127,185,147,127,127,134,134,127,127,127,127,38,0,127,185,38,27,27,7,3,3,3,3,3,2,2,2,2023-11-03 14:28:00,0
871,871,871,871,0,126,177,138,126,126,149,149,126,138,126,126,39,0,126,177,39,27,27,11,3,3,3,3,3,2,2,2,2023-11-03 14:30:00,8
864,864,866,864,0,130,290,146,130,130,141,141,129,119,129,130,144,0,129,290,144,33,33,22,7,7,7,8,7,2,2,2,2023-11-03 14:32:00,3
870,870,868,870,0,136,201,150,136,136,122,122,137,118,137,136,51,0,137,201,51,27,27,4,3,3,3,3,3,2,2,2,2023-11-03 14:34:00,0
2201,2201,2203,2201,582,109,248,188,109,109,144,144,109,133,108,110,60,582,109,248,60,54,54,11,4,3,4,17,4,2,2,2,2023-11-03 14:36:00,40
5539,5539,5538,5539,2008,106,255,215,106,106,188,188,106,175,107,105,40,2008,106,255,40,41,41,13,3,3,3,10,3,2,2,2,2023-11-03 14:38:00,21
5638,5638,5637,5639,2031,86,270,216,86,86,201,201,86,189,86,86,54,2031,86,270,54,31,31,12,7,6,7,7,7,2,2,2,2023-11-03 14:40:00,8
5638,5638,5639,5638,2033,100,267,213,100,100,193,193,100,181,100,100,54,2033,100,267,54,27,27,12,3,3,3,3,3,2,2,2,2023-11-03 14:42:00,2
5615,5615,5614,5615,2031,93,282,217,93,93,190,190,93,179,93,93,65,2031,93,282,65,38,38,11,4,4,4,4,4,2,2,2,2023-11-03 14:44:00,23
5621,5621,5621,5621,2035,82,268,208,82,82,192,192,82,175,82,82,60,2035,82,268,60,29,29,17,3,3,3,4,3,2,2,2,2023-11-03 14:46:00,4
5642,5642,5642,5642,2046,100,364,208,100,100,181,181,100,171,100,100,156,2046,100,364,156,27,27,10,3,3,3,3,3,2,2,2,2023-11-03 14:48:00,0
5574,5574,5576,5574,2023,89,256,209,89,89,180,180,89,172,89,89,47,2023,89,256,47,31,31,8,7,7,7,7,7,2,2,2,2023-11-03 14:50:00,2
5574,5574,5573,5574,2016,95,364,208,95,95,181,181,95,171,95,96,156,2016,95,364,156,27,27,10,3,3,3,3,3,2,2,2,2023-11-03 14:52:00,0
5607,5607,5606,5607,2027,94,273,222,94,94,181,181,94,167,94,93,51,2027,94,273,51,38,38,13,4,3,4,4,4,2,2,2,2023-11-03 14:54:00,22
5513,5513,5514,5513,2017,87,245,200,87,87,166,166,87,161,87,87,45,2017,87,245,45,27,27,4,3,3,3,3,3,2,2,2,2023-11-03 14:56:00,3
5608,5608,5607,5608,2032,93,273,220,93,93,185,185,93,171,93,93,53,2032,93,273,53,41,41,14,7,6,7,7,7,2,2,2,2023-11-03 14:58:00,29
5595,5595,5595,5595,2030,87,260,211,87,87,187,187,87,177,87,87,49,2030,87,260,49,29,29,10,3,3,3,4,3,2,2,2,2023-11-03 15:00:00,7
5595,5595,5597,5595,2019,98,263,202,98,98,183,183,98,176,98,98,61,2019,98,263,61,28,28,6,4,4,4,4,4,2,2,2,2023-11-03 15:02:00,1
5608,5608,5606,5608,2025,101,263,210,101,101,187,187,101,179,101,101,53,2025,101,263,53,27,27,8,3,3,3,3,3,2,2,2,2023-11-03 15:04:00,0
5570,5570,5570,5570,2028,96,239,205,96,96,171,171,96,163,96,96,34,2028,96,239,34,31,31,8,7,7,7,7,7,2,2,2,2023-11-03 15:06:00,0
5640,5640,5640,5640,2040,97,366,217,97,97,188,188,97,178,97,97,149,2040,97,366,149,37,37,10,3,3,3,3,3,2,2,2,2023-11-03 15:08:00,20
5565,5565,5566,5565,2032,98,256,223,98,98,179,179,98,175,98,98,33,2032,98,256,33,42,42,4,4,3,4,6,4,2,2,2,2023-11-03 15:10:00,27
5586,5586,5585,5586,2036,99,243,207,99,99,177,177,99,168,99,99,36,2036,99,243,36,27,27,8,3,3,3,3,3,2,2,2,2023-11-03 15:12:00,1
5580,5580,5581,5580,2025,98,240,203,98,98,179,179,98,173,98,98,37,2025,98,240,37,32,32,6,6,6,6,7,6,2,2,2,2023-11-03 15:14:00,3
5630,5630,5630,5630,2030,99,263,209,99,99,184,184,99,176,99,99,54,2030,99,263,54,28,28,8,4,3,4,4,4,2,2,2,2023-11-03 15:16:00,1
5631,5631,5630,5631,2030,89,425,227,89,89,172,172,89,168,89,89,198,2030,89,425,147,30,30,4,3,3,3,5,4,2,2,2,2023-11-03 15:18:00,56
5577,5577,5577,5577,2028,95,262,214,95,95,184,184,95,177,95,95,48,2028,95,262,48,33,33,7,7,7,7,8,7,2,2,2,2023-11-03 15:20:00,4
5617,5617,5617,5617,2026,99,362,213,99,99,187,187,99,178,99,99,149,2026,99,362,149,26,26,8,3,3,3,3,3,2,2,2,2023-11-03 15:22:00,2
5616,5616,5617,5616,2032,107,249,207,107,107,188,188,107,179,107,107,42,2032,107,249,42,28,28,8,4,4,4,4,4,2,2,2,2023-11-03 15:24:00,1
5570,5570,5569,5570,2028,94,233,203,94,94,179,179,94,175,94,94,30,2028,94,233,30,27,27,4,3,3,3,3,3,2,2,2,2023-11-03 15:26:00,6
5590,5590,5591,5590,2032,96,356,219,96,96,181,181,96,174,96,96,137,2032,96,356,137,35,35,7,7,6,7,9,7,2,2,2,2023-11-03 15:28:00,9
5574,5574,5573,5574,2020,95,239,199,95,95,186,186,95,180,95,95,40,2020,95,239,40,27,27,6,3,3,3,3,3,2,2,2,2023-11-03 15:30:00,1
5548,5548,5550,5550,2009,96,234,195,96,96,186,186,96,178,96,96,39,2009,96,234,39,29,29,8,3,3,3,4,3,2,2,2,2023-11-03 15:32:00,3
5621,5621,5619,5621,2042,99,266,219,99,99,181,181,99,170,99,99,47,2042,99,266,47,30,30,10,4,3,4,5,4,2,2,2,2023-11-03 15:34:00,4
5591,5591,5591,5594,2029,101,259,211,101,101,168,168,101,165,101,101,48,2029,101,259,48,31,31,3,7,7,7,7,7,2,2,2,2023-11-03 15:36:00,0
5650,5650,5650,5650,2050,97,262,211,97,97,180,180,97,170,97,97,51,2050,97,262,51,29,29,9,3,3,3,4,3,2,2,2,2023-11-03 15:38:00,3
5574,5574,5574,5572,2033,94,261,222,94,94,177,177,94,173,94,94,39,2033,94,261,39,41,41,3,3,3,3,5,3,2,2,2,2023-11-03 15:40:00,26
5570,5570,5570,5571,2013,99,236,198,99,99,185,185,99,182,99,99,38,2013,99,236,38,29,29,3,4,4,4,4,4,2,2,2,2023-11-03 15:42:00,0
5617,5617,5617,5617,2041,97,247,217,97,97,179,179,97,173,97,97,30,2041,97,247,30,27,27,6,3,3,3,3,3,2,2,2,2023-11-03 15:44:00,0
5606,5606,5606,5606,2029,98,261,212,98,98,183,183,98,178,98,98,49,2029,98,261,49,33,33,5,7,6,7,8,7,2,2,2,2023-11-03 15:46:00,4
5553,5553,5553,5553,2023,103,366,220,103,103,175,175,103,166,103,103,146,2023,103,366,146,48,48,9,3,3,3,4,3,2,2,2,2023-11-03 15:48:00,43
8953,8953,8955,8954,3399,91,341,273,91,91,249,249,91,237,91,91,68,3399,91,341,68,32,32,12,3,3,3,3,3,2,2,2,2023-11-03 15:50:00,0
10295,10295,10294,10295,4065,48,405,264,48,48,243,243,48,238,48,48,141,4065,48,405,141,28,28,5,4,3,4,4,4,2,2,2,2023-11-03 15:52:00,1
10324,10324,10323,10325,4084,48,305,266,48,48,244,244,48,237,48,48,39,4084,48,305,39,31,31,7,7,7,7,7,7,2,2,2,2023-11-03 15:54:00,5
10311,10311,10312,10312,4074,48,302,262,48,48,247,247,48,237,48,48,40,4074,48,302,40,27,27,10,3,3,3,3,3,2,2,2,2023-11-03 15:56:00,0
10231,10231,10232,10231,4037,48,407,263,48,48,243,243,48,236,48,48,144,4037,48,407,144,29,29,6,3,3,3,4,3,2,2,2,2023-11-03 15:58:00,4
10304,10304,10302,10305,4073,48,308,263,48,48,244,244,48,237,48,48,45,4073,48,308,45,28,28,7,4,4,4,4,4,2,2,2,2023-11-03 16:00:00,0
10170,10170,10172,10170,4007,47,316,259,47,47,245,245,47,235,47,48,57,4007,47,316,57,27,27,10,3,3,3,3,3,2,2,2,2023-11-03 16:02:00,0
10326,10326,10324,10327,4081,47,313,267,47,47,243,243,47,236,47,46,46,4081,47,313,46,31,31,7,7,6,7,7,7,2,2,2,2023-11-03 16:04:00,1
10295,10295,10296,10292,4067,46,309,263,46,46,247,247,46,238,46,46,46,4067,46,309,46,27,27,9,3,3,3,3,3,2,2,2,2023-11-03 16:06:00,0
10291,10291,10292,10292,4062,48,410,261,48,48,241,241,48,236,48,48,149,4062,48,410,149,27,27,5,3,3,3,3,3,2,2,2,2023-11-03 16:08:00,0
10305,10305,10303,10304,4071,48,303,263,48,48,243,243,48,237,48,48,40,4071,48,303,40,28,28,5,4,3,4,4,4,2,2,2,2023-11-03 16:10:00,2
10301,10301,10301,10301,4069,48,406,267,48,48,245,245,48,237,48,48,139,4069,48,406,139,31,31,8,7,7,7,7,7,2,2,2,2023-11-03 16:12:00,0
10338,10338,10341,10338,4088,48,309,263,48,48,245,245,48,237,48,48,46,4088,48,309,46,27,27,8,3,3,3,3,3,2,2,2,2023-11-03 16:14:00,0
10267,10267,10264,10267,4056,48,300,261,48,48,247,247,48,238,48,48,39,4056,48,300,39,27,27,9,3,3,3,3,3,2,2,2,2023-11-03 16:16:00,0
10296,10296,10297,10296,4068,48,453,264,48,48,243,243,48,237,48,48,189,4068,48,453,138,29,29,6,4,4,4,5,5,2,2,2,2023-11-03 16:18:00,52
10268,10268,10268,10269,4059,48,296,261,48,48,242,242,48,237,48,48,35,4059,48,296,35,27,27,5,3,3,3,3,3,2,2,2,2023-11-03 16:20:00,2
10294,10294,10294,10294,4060,48,419,267,48,48,246,246,48,237,48,48,152,4060,48,419,152,31,31,9,7,6,7,7,7,2,2,2,2023-11-03 16:22:00,1
10249,10249,10249,10249,4041,48,348,300,48,48,245,245,48,236,48,48,48,4041,48,348,48,67,67,9,3,3,3,23,3,2,2,2,2023-11-03 16:24:00,60
10319,10319,10319,10321,4081,48,459,420,48,48,246,246,48,238,48,48,39,4081,48,459,39,184,184,7,3,3,3,81,3,2,2,2,2023-11-03 16:26:00,237
10167,10167,10167,10167,4015,48,601,559,48,48,241,241,48,234,48,48,42,4015,48,601,42,327,327,7,4,3,4,154,4,2,2,2,2023-11-03 16:28:00,449
10235,10235,10235,10236,4035,48,560,515,48,48,244,244,48,236,48,48,45,4035,48,560,45,281,281,7,7,7,7,132,7,2,2,2,2023-11-03 16:30:00,376
10269,10269,10270,10269,4056,48,419,277,48,48,245,245,48,236,48,48,142,4056,48,419,142,43,43,9,3,3,3,11,3,2,2,2,2023-11-03 16:32:00,24
10328,10328,10326,10328,4076,48,313,263,48,48,248,248,48,238,48,48,50,4076,48,313,50,27,27,10,3,3,3,3,3,2,2,2,2023-11-03 16:34:00,0
10272,10272,10273,10272,4063,44,296,263,44,44,241,241,44,236,44,44,33,4063,44,296,33,28,28,5,4,4,4,4,4,2,2,2,2023-11-03 16:36:00,0
10223,10223,10222,10223,4036,48,405,264,48,48,239,239,48,236,48,48,141,4036,48,405,141,30,30,3,6,6,6,6,6,2,2,2,2023-11-03 16:38:00,0
10231,10231,10232,10231,4032,48,303,262,48,48,244,244,48,236,48,48,41,4032,48,303,41,28,28,8,4,3,4,4,4,2,2,2,2023-11-03 16:40:00,5
